E_min_MeV,E_max_MeV,N
0.0,0.05,0
0.05,0.1,0
0.1,0.15,0
0.15,0.2,0
0.2,0.25,0
0.25,0.3,0
0.3,0.35,0
0.35,0.4,0
0.4,0.45,0
0.45,0.5,0
0.5,0.55,0
0.55,0.6,0
0.6,0.65,0
0.65,0.7,0
0.7,0.75,910
0.75,0.8,990
0.8,0.85,1170
0.85,0.9,1527
0.9,0.95,1858
0.95,1.0,2206
1.0,1.05,2471
1.05,1.1,2829
1.1,1.15,3044
1.15,1.2,3559
1.2,1.25,3788
1.25,1.3,4099
1.3,1.35,4484
1.35,1.4,4773
1.4,1.45,5140
1.45,1.5,5302
1.5,1.55,5762
1.55,1.6,6081
1.6,1.65,6148
1.65,1.7,6551
1.7,1.75,6529
1.75,1.8,6958
1.8,1.85,7184
1.85,1.9,7377
1.9,1.95,7514
1.95,2.0,7887
2.0,2.05,8019
2.05,2.1,8264
2.1,2.15,8357
2.15,2.2,8707
2.2,2.25,8811
2.25,2.3,8933
2.3,2.35,9412
2.35,2.4,9395
2.4,2.45,9512
2.45,2.5,9531
2.5,2.55,9657
2.55,2.6,9651
2.6,2.65,9673
2.65,2.7,9771
2.7,2.75,9806
2.75,2.8,9804
2.8,2.85,9789
2.85,2.9,9665
2.9,2.95,9708
2.95,3.0,9684
3.0,3.05,9701
3.05,3.1,9559
3.1,3.15,9560
3.15,3.2,9542
3.2,3.25,9490
3.25,3.3,9311
3.3,3.35,9352
3.35,3.4,9149
3.4,3.45,9009
3.45,3.5,8962
3.5,3.55,8647
3.55,3.6,8750
3.6,3.65,8581
3.65,3.7,8261
3.7,3.75,8119
3.75,3.8,7844
3.8,3.85,7677
3.85,3.9,7682
3.9,3.95,7390
3.95,4.0,7144
4.0,4.05,7208
4.05,4.1,6963
4.1,4.15,6959
4.15,4.2,6916
4.2,4.25,6670
4.25,4.3,6650
4.3,4.35,6409
4.35,4.4,6404
4.4,4.45,6204
4.45,4.5,6227
4.5,4.55,6020
4.55,4.6,6002
4.6,4.65,5782
4.65,4.7,5620
4.7,4.75,5471
4.75,4.8,5335
4.8,4.85,5231
4.85,4.9,5035
4.9,4.95,4996
4.95,5.0,4956
5.0,5.05,4621
5.05,5.1,4505
5.1,5.15,4352
5.15,5.2,4241
5.2,5.25,3949
5.25,5.3,3999
5.3,5.35,3828
5.35,5.4,3659
5.4,5.45,3457
5.45,5.5,3263
5.5,5.55,3273
5.55,5.6,3088
5.6,5.65,2936
5.65,5.7,2902
5.7,5.75,2666
5.75,5.8,2528
5.8,5.85,2426
5.85,5.9,2362
5.9,5.95,2248
5.95,6.0,2128
6.0,6.05,2040
6.05,6.1,2008
6.1,6.15,1893
6.15,6.2,1777
6.2,6.25,1711
6.25,6.3,1552
6.3,6.35,1528
6.35,6.4,1407
6.4,6.45,1364
6.45,6.5,1215
6.5,6.55,1205
6.55,6.6,1088
6.6,6.65,964
6.65,6.7,927
6.7,6.75,904
6.75,6.8,804
6.8,6.85,739
6.85,6.9,700
6.9,6.95,631
6.95,7.0,565
7.0,7.05,565
7.05,7.1,565
7.1,7.15,446
7.15,7.2,424
7.2,7.25,403
7.25,7.3,348
7.3,7.35,367
7.35,7.4,283
7.4,7.45,310
7.45,7.5,264
7.5,7.55,227
7.55,7.6,190
7.6,7.65,165
7.65,7.7,145
7.7,7.75,128
7.75,7.8,125
7.8,7.85,111
7.85,7.9,112
7.9,7.95,109
7.95,8.0,81
8.0,8.05,74
8.05,8.1,82
8.1,8.15,73
8.15,8.2,51
8.2,8.25,57
8.25,8.3,59
8.3,8.35,51
8.35,8.4,50
8.4,8.45,43
8.45,8.5,33
8.5,8.55,42
8.55,8.6,31
8.6,8.65,41
8.65,8.7,29
8.7,8.75,25
8.75,8.8,25
8.8,8.85,27
8.85,8.9,29
8.9,8.95,25
8.95,9.0,25
9.0,9.05,19
9.05,9.1,21
9.1,9.15,12
9.15,9.2,16
9.2,9.25,18
9.25,9.3,13
9.3,9.35,18
9.35,9.4,16
9.4,9.45,22
9.45,9.5,19
9.5,9.55,16
9.55,9.6,18
9.6,9.65,15
9.65,9.7,9
9.7,9.75,16
9.75,9.8,20
9.8,9.85,11
9.85,9.9,9
9.9,9.95,14
9.95,10.0,14
10.0,10.05,8
10.05,10.1,13
10.1,10.15,9
10.15,10.2,5
10.2,10.25,6
10.25,10.3,9
10.3,10.35,8
10.35,10.4,7
10.4,10.45,2
10.45,10.5,9
10.5,10.55,2
10.55,10.6,5
10.6,10.65,9
10.65,10.7,1
10.7,10.75,6
10.75,10.8,8
10.8,10.85,3
10.85,10.9,4
10.9,10.95,7
10.95,11.0,2
11.0,11.05,3
11.05,11.1,7
11.1,11.15,4
11.15,11.2,6
11.2,11.25,4
11.25,11.3,7
11.3,11.35,4
11.35,11.4,3
11.4,11.45,8
11.45,11.5,5
11.5,11.55,3
11.55,11.6,7
11.6,11.65,2
11.65,11.7,1
11.7,11.75,6
11.75,11.8,1
11.8,11.85,4
11.85,11.9,1
11.9,11.95,2
11.95,12.0,2
