E_min_MeV,E_max_MeV,N
0.0,0.05,0
0.05,0.1,0
0.1,0.15,0
0.15,0.2,0
0.2,0.25,0
0.25,0.3,0
0.3,0.35,0
0.35,0.4,0
0.4,0.45,0
0.45,0.5,0
0.5,0.55,0
0.55,0.6,0
0.6,0.65,0
0.65,0.7,0
0.7,0.75,138
0.75,0.8,138
0.8,0.85,163
0.85,0.9,170
0.9,0.95,275
0.95,1.0,306
1.0,1.05,366
1.05,1.1,363
1.1,1.15,434
1.15,1.2,506
1.2,1.25,492
1.25,1.3,634
1.3,1.35,618
1.35,1.4,710
1.4,1.45,694
1.45,1.5,738
1.5,1.55,846
1.55,1.6,826
1.6,1.65,883
1.65,1.7,889
1.7,1.75,1004
1.75,1.8,971
1.8,1.85,1008
1.85,1.9,989
1.9,1.95,1058
1.95,2.0,1124
2.0,2.05,1106
2.05,2.1,1154
2.1,2.15,1164
2.15,2.2,1207
2.2,2.25,1229
2.25,2.3,1228
2.3,2.35,1204
2.35,2.4,1303
2.4,2.45,1206
2.45,2.5,1302
2.5,2.55,1301
2.55,2.6,1343
2.6,2.65,1333
2.65,2.7,1355
2.7,2.75,1342
2.75,2.8,1322
2.8,2.85,1357
2.85,2.9,1364
2.9,2.95,1264
2.95,3.0,1382
3.0,3.05,1374
3.05,3.1,1353
3.1,3.15,1252
3.15,3.2,1286
3.2,3.25,1297
3.25,3.3,1347
3.3,3.35,1303
3.35,3.4,1322
3.4,3.45,1254
3.45,3.5,1196
3.5,3.55,1193
3.55,3.6,1178
3.6,3.65,1190
3.65,3.7,1180
3.7,3.75,1113
3.75,3.8,1083
3.8,3.85,1063
3.85,3.9,1120
3.9,3.95,1017
3.95,4.0,1052
4.0,4.05,942
4.05,4.1,969
4.1,4.15,905
4.15,4.2,966
4.2,4.25,958
4.25,4.3,936
4.3,4.35,948
4.35,4.4,925
4.4,4.45,923
4.45,4.5,877
4.5,4.55,853
4.55,4.6,813
4.6,4.65,733
4.65,4.7,811
4.7,4.75,758
4.75,4.8,769
4.8,4.85,727
4.85,4.9,706
4.9,4.95,676
4.95,5.0,677
5.0,5.05,643
5.05,5.1,606
5.1,5.15,595
5.15,5.2,601
5.2,5.25,610
5.25,5.3,566
5.3,5.35,525
5.35,5.4,525
5.4,5.45,474
5.45,5.5,481
5.5,5.55,462
5.55,5.6,452
5.6,5.65,419
5.65,5.7,409
5.7,5.75,380
5.75,5.8,361
5.8,5.85,354
5.85,5.9,329
5.9,5.95,355
5.95,6.0,324
6.0,6.05,289
6.05,6.1,291
6.1,6.15,264
6.15,6.2,226
6.2,6.25,233
6.25,6.3,213
6.3,6.35,192
6.35,6.4,218
6.4,6.45,190
6.45,6.5,161
6.5,6.55,160
6.55,6.6,163
6.6,6.65,153
6.65,6.7,137
6.7,6.75,142
6.75,6.8,120
6.8,6.85,125
6.85,6.9,96
6.9,6.95,117
6.95,7.0,84
7.0,7.05,87
7.05,7.1,77
7.1,7.15,63
7.15,7.2,67
7.2,7.25,57
7.25,7.3,50
7.3,7.35,45
7.35,7.4,46
7.4,7.45,41
7.45,7.5,24
7.5,7.55,16
7.55,7.6,35
7.6,7.65,19
7.65,7.7,22
7.7,7.75,15
7.75,7.8,16
7.8,7.85,12
7.85,7.9,10
7.9,7.95,12
7.95,8.0,11
8.0,8.05,11
8.05,8.1,7
8.1,8.15,11
8.15,8.2,13
8.2,8.25,6
8.25,8.3,5
8.3,8.35,8
8.35,8.4,8
8.4,8.45,5
8.45,8.5,4
8.5,8.55,2
8.55,8.6,9
8.6,8.65,5
8.65,8.7,3
8.7,8.75,4
8.75,8.8,2
8.8,8.85,2
8.85,8.9,3
8.9,8.95,1
8.95,9.0,0
9.0,9.05,3
9.05,9.1,1
9.1,9.15,3
9.15,9.2,1
9.2,9.25,1
9.25,9.3,1
9.3,9.35,1
9.35,9.4,1
9.4,9.45,1
9.45,9.5,4
9.5,9.55,0
9.55,9.6,3
9.6,9.65,1
9.65,9.7,1
9.7,9.75,0
9.75,9.8,3
9.8,9.85,3
9.85,9.9,1
9.9,9.95,1
9.95,10.0,3
10.0,10.05,0
10.05,10.1,0
10.1,10.15,3
10.15,10.2,1
10.2,10.25,3
10.25,10.3,1
10.3,10.35,1
10.35,10.4,1
10.4,10.45,1
10.45,10.5,0
10.5,10.55,0
10.55,10.6,2
10.6,10.65,0
10.65,10.7,1
10.7,10.75,0
10.75,10.8,2
10.8,10.85,1
10.85,10.9,1
10.9,10.95,0
10.95,11.0,0
11.0,11.05,2
11.05,11.1,0
11.1,11.15,0
11.15,11.2,0
11.2,11.25,0
11.25,11.3,0
11.3,11.35,1
11.35,11.4,0
11.4,11.45,0
11.45,11.5,1
11.5,11.55,1
11.55,11.6,1
11.6,11.65,0
11.65,11.7,0
11.7,11.75,0
11.75,11.8,1
11.8,11.85,1
11.85,11.9,0
11.9,11.95,1
11.95,12.0,0
