radius,density_log_10,pp fraction,pep fraction,hep fraction,7Be fraction,8B fraction,13N fraction,15O fraction,17F fraction
0.326,0.891322,0.0463634,0.00758889,0.0285316,5.13366e-06,1.11029e-11,2.28318e-05,2.14857e-09,1.6933e-09
0.3265,0.88888,0.0456176,0.00742909,0.0275179,4.86368e-06,1.02385e-11,2.18549e-05,2.04833e-09,1.60807e-09
0.327,0.886437,0.0448822,0.00727237,0.0265391,4.60771e-06,9.44106e-12,2.09191e-05,1.9527e-09,1.52708e-09
0.3275,0.883994,0.0441574,0.00711874,0.0255943,4.36511e-06,8.70594e-12,2.00231e-05,1.8615e-09,1.45016e-09
0.328,0.88155,0.0434434,0.00696822,0.0246826,4.13523e-06,8.02846e-12,1.91652e-05,1.77456e-09,1.3771e-09
0.3285,0.879106,0.0427408,0.00682083,0.0238031,3.91744e-06,7.404e-12,1.83441e-05,1.69168e-09,1.30774e-09
0.329,0.876663,0.0420497,0.00667659,0.022955,3.71111e-06,6.82793e-12,1.75584e-05,1.61269e-09,1.24187e-09
0.3295,0.874219,0.0413705,0.00653549,0.0221373,3.51564e-06,6.29602e-12,1.68066e-05,1.5374e-09,1.17934e-09
0.33,0.871775,0.0407028,0.00639748,0.021349,3.33051e-06,5.80531e-12,1.60873e-05,1.46567e-09,1.11998e-09
0.3305,0.869331,0.0400466,0.00626248,0.0205892,3.15523e-06,5.35311e-12,1.53994e-05,1.39733e-09,1.06364e-09
0.331,0.866886,0.0394014,0.00613042,0.0198568,2.9893e-06,4.93671e-12,1.47413e-05,1.33223e-09,1.01018e-09
0.3315,0.864442,0.0387672,0.00600122,0.0191509,2.83224e-06,4.5534e-12,1.41119e-05,1.27021e-09,9.59462e-10
0.332,0.861998,0.0381436,0.00587481,0.0184705,2.68355e-06,4.20048e-12,1.35097e-05,1.21112e-09,9.11323e-10
0.3325,0.859554,0.0375304,0.00575113,0.0178145,2.54275e-06,3.87526e-12,1.29335e-05,1.15481e-09,8.65622e-10
0.333,0.85711,0.0369274,0.00563008,0.017182,2.40933e-06,3.57503e-12,1.2382e-05,1.10112e-09,8.22211e-10
0.3335,0.854666,0.0363343,0.00551161,0.0165721,2.28288e-06,3.2977e-12,1.18539e-05,1.04992e-09,7.80967e-10
0.334,0.852222,0.0357506,0.00539562,0.0159839,2.16308e-06,3.04174e-12,1.13484e-05,1.00109e-09,7.4179e-10
0.3345,0.849777,0.0351761,0.00528204,0.0154166,2.04958e-06,2.8057e-12,1.08644e-05,9.5454e-10,7.0458e-10
0.335,0.847333,0.0346104,0.00517079,0.0148694,1.94205e-06,2.58811e-12,1.04011e-05,9.10155e-10,6.6924e-10
0.3355,0.844888,0.0340532,0.00506178,0.0143415,1.84017e-06,2.38749e-12,9.95741e-06,8.67829e-10,6.35672e-10
0.336,0.842443,0.033504,0.00495494,0.0138321,1.74361e-06,2.20237e-12,9.5325e-06,8.27456e-10,6.03776e-10
0.3365,0.839997,0.0329627,0.0048502,0.0133403,1.65205e-06,2.03141e-12,9.12544e-06,7.88937e-10,5.7346e-10
0.337,0.837551,0.0324293,0.00474754,0.0128657,1.56525e-06,1.87365e-12,8.73557e-06,7.52193e-10,5.44655e-10
0.3375,0.835104,0.0319038,0.00464695,0.0124078,1.48301e-06,1.72817e-12,8.36224e-06,7.17154e-10,5.17292e-10
0.338,0.832658,0.0313864,0.00454843,0.011966,1.40509e-06,1.59409e-12,8.00482e-06,6.83745e-10,4.91304e-10
0.3385,0.830211,0.0308771,0.00445195,0.0115399,1.33126e-06,1.4705e-12,7.66268e-06,6.51894e-10,4.66624e-10
0.339,0.827765,0.030376,0.0043575,0.0111289,1.26132e-06,1.3565e-12,7.33517e-06,6.21527e-10,4.43185e-10
0.3395,0.825318,0.0298833,0.00426509,0.0107326,1.19502e-06,1.2512e-12,7.02167e-06,5.92573e-10,4.20918e-10
0.34,0.822872,0.0293989,0.00417468,0.0103504,1.13218e-06,1.15381e-12,6.72157e-06,5.64963e-10,3.99763e-10
0.3405,0.820426,0.0289227,0.00408623,0.00998197,1.07263e-06,1.06385e-12,6.43437e-06,5.38642e-10,3.79671e-10
0.341,0.81798,0.0284545,0.0039997,0.0096268,1.01623e-06,9.80867e-13,6.15957e-06,5.1356e-10,3.60597e-10
0.3415,0.815534,0.0279941,0.00391505,0.00928445,9.62838e-07,9.04436e-13,5.8967e-06,4.89662e-10,3.42495e-10
0.342,0.813088,0.0275415,0.00383223,0.0089545,9.12305e-07,8.34112e-13,5.64524e-06,4.66897e-10,3.25318e-10
0.3425,0.810642,0.0270963,0.00375119,0.00863649,8.64486e-07,7.69456e-13,5.40472e-06,4.45212e-10,3.09023e-10
0.343,0.808197,0.0266585,0.00367189,0.00832999,8.19236e-07,7.10029e-13,5.17465e-06,4.24556e-10,2.93562e-10
0.3435,0.805751,0.0262279,0.00359428,0.00803456,7.76408e-07,6.55391e-13,4.95453e-06,4.04875e-10,2.7889e-10
0.344,0.803306,0.0258043,0.00351832,0.00774975,7.35858e-07,6.05103e-13,4.74387e-06,3.86117e-10,2.64961e-10
0.3445,0.80086,0.0253875,0.00344396,0.00747512,6.9744e-07,5.58726e-13,4.54219e-06,3.68231e-10,2.5173e-10
0.345,0.798414,0.0249773,0.00337116,0.00721024,6.6101e-07,5.15825e-13,4.34899e-06,3.51163e-10,2.39151e-10
0.3455,0.795968,0.0245737,0.00329988,0.00695473,6.26453e-07,4.76085e-13,4.16388e-06,3.34873e-10,2.27188e-10
0.346,0.793523,0.0241764,0.00323008,0.00670828,5.93686e-07,4.3932e-13,3.98656e-06,3.19329e-10,2.15815e-10
0.3465,0.791077,0.0237853,0.00316173,0.00647058,5.62627e-07,4.05348e-13,3.81674e-06,3.04502e-10,2.05008e-10
0.347,0.788631,0.0234004,0.00309479,0.00624132,5.33195e-07,3.73988e-13,3.65413e-06,2.90361e-10,1.9474e-10
0.3475,0.786185,0.0230214,0.00302924,0.00602021,5.05308e-07,3.45057e-13,3.49843e-06,2.76875e-10,1.84986e-10
0.348,0.783739,0.0226482,0.00296503,0.00580693,4.78884e-07,3.18375e-13,3.34935e-06,2.64016e-10,1.75721e-10
0.3485,0.781293,0.0222807,0.00290213,0.00560118,4.53843e-07,2.93759e-13,3.2066e-06,2.51752e-10,1.66919e-10
0.349,0.778847,0.0219187,0.00284052,0.00540267,4.30107e-07,2.71043e-13,3.0699e-06,2.40056e-10,1.58556e-10
0.3495,0.776401,0.0215624,0.00278018,0.00521118,4.07614e-07,2.50094e-13,2.93902e-06,2.28902e-10,1.50613e-10
0.35,0.773955,0.0212117,0.00272111,0.00502648,3.86303e-07,2.30785e-13,2.81374e-06,2.18269e-10,1.43069e-10
0.3505,0.77151,0.0208667,0.00266328,0.00484836,3.66114e-07,2.12986e-13,2.69382e-06,2.08132e-10,1.35905e-10
0.351,0.769064,0.0205275,0.0026067,0.00467659,3.46984e-07,1.96569e-13,2.57904e-06,1.98468e-10,1.29101e-10
0.3515,0.766619,0.020194,0.00255135,0.00451096,3.28853e-07,1.81407e-13,2.46917e-06,1.89254e-10,1.22639e-10
0.352,0.764173,0.0198662,0.00249722,0.00435125,3.11663e-07,1.67382e-13,2.36399e-06,1.80468e-10,1.16498e-10
0.3525,0.761728,0.0195441,0.00244427,0.00419726,2.95371e-07,1.5442e-13,2.26333e-06,1.72091e-10,1.10666e-10
0.353,0.759283,0.0192275,0.00239249,0.0040488,2.79936e-07,1.42457e-13,2.16701e-06,1.64107e-10,1.05127e-10
0.3535,0.756839,0.0189162,0.00234182,0.00390568,2.65319e-07,1.31431e-13,2.07484e-06,1.56498e-10,9.98699e-11
0.354,0.754395,0.0186101,0.00229225,0.00376772,2.5148e-07,1.21278e-13,1.98666e-06,1.49248e-10,9.488e-11
0.3545,0.75195,0.0183089,0.00224374,0.00363471,2.38378e-07,1.11936e-13,1.90229e-06,1.4234e-10,9.01442e-11
0.355,0.749507,0.0180126,0.00219625,0.00350648,2.25974e-07,1.0334e-13,1.82155e-06,1.35757e-10,8.56491e-11
0.3555,0.747063,0.017721,0.00214975,0.00338282,2.14227e-07,9.54286e-14,1.74427e-06,1.29482e-10,8.13813e-11
0.356,0.74462,0.0174339,0.00210422,0.00326356,2.03098e-07,8.81378e-14,1.67028e-06,1.23498e-10,7.73273e-11
0.3565,0.742177,0.0171511,0.00205961,0.00314849,1.92546e-07,8.14047e-14,1.59939e-06,1.17788e-10,7.34738e-11
0.357,0.739734,0.0168725,0.00201591,0.00303743,1.82533e-07,7.51698e-14,1.53145e-06,1.12337e-10,6.9808e-11
0.3575,0.737291,0.0165981,0.00197308,0.00293026,1.73033e-07,6.9397e-14,1.46633e-06,1.07132e-10,6.63212e-11
0.358,0.734849,0.0163279,0.00193114,0.00282687,1.64024e-07,6.40587e-14,1.40395e-06,1.02166e-10,6.30062e-11
0.3585,0.732407,0.016062,0.00189007,0.00272713,1.55484e-07,5.91276e-14,1.3442e-06,9.74277e-11,5.98559e-11
0.359,0.729964,0.0158005,0.00184988,0.00263095,1.4739e-07,5.45764e-14,1.287e-06,9.29095e-11,5.6863e-11
0.3595,0.727522,0.0155432,0.00181055,0.00253821,1.39721e-07,5.03776e-14,1.23224e-06,8.86018e-11,5.40204e-11
0.36,0.725079,0.0152904,0.00177207,0.0024488,1.32455e-07,4.65039e-14,1.17983e-06,8.44954e-11,5.1321e-11
0.3605,0.722636,0.0150419,0.00173445,0.00236259,1.25571e-07,4.29302e-14,1.12967e-06,8.05814e-11,4.87578e-11
0.361,0.720193,0.0147976,0.00169764,0.00227948,1.19049e-07,3.96343e-14,1.08167e-06,7.68506e-11,4.63239e-11
0.3615,0.71775,0.0145574,0.00166162,0.00219934,1.12868e-07,3.65944e-14,1.03574e-06,7.32941e-11,4.40125e-11
0.362,0.715308,0.014321,0.00162637,0.00212204,1.07011e-07,3.37885e-14,9.91756e-07,6.99029e-11,4.1817e-11
0.3625,0.712866,0.0140884,0.00159186,0.00204746,1.01457e-07,3.11954e-14,9.4964e-07,6.66682e-11,3.97306e-11
0.363,0.710424,0.0138595,0.00155807,0.0019755,9.61903e-08,2.87996e-14,9.0931e-07,6.35829e-11,3.7748e-11
0.3635,0.707984,0.0136342,0.00152498,0.00190609,9.11985e-08,2.65882e-14,8.70695e-07,6.06406e-11,3.58645e-11
0.364,0.705544,0.0134125,0.00149259,0.00183913,8.64679e-08,2.45486e-14,8.33727e-07,5.78352e-11,3.40756e-11
0.3645,0.703104,0.0131942,0.00146088,0.00177453,8.19851e-08,2.26681e-14,7.98337e-07,5.51603e-11,3.23766e-11
0.365,0.700665,0.0129794,0.00142983,0.00171222,7.77369e-08,2.09339e-14,7.64454e-07,5.26097e-11,3.07627e-11
0.3655,0.698227,0.012768,0.00139943,0.00165211,7.37098e-08,1.93334e-14,7.32009e-07,5.01772e-11,2.92295e-11
0.366,0.695789,0.0125599,0.00136966,0.00159411,6.98906e-08,1.78539e-14,7.00934e-07,4.78565e-11,2.77722e-11
0.3665,0.693352,0.0123552,0.00134052,0.00153814,6.62679e-08,1.64852e-14,6.71169e-07,4.56423e-11,2.63868e-11
0.367,0.690915,0.0121536,0.001312,0.00148415,6.28329e-08,1.52204e-14,6.42663e-07,4.35301e-11,2.50702e-11
0.3675,0.688478,0.0119554,0.00128407,0.00143208,5.95771e-08,1.4053e-14,6.15371e-07,4.15159e-11,2.38196e-11
0.368,0.686041,0.0117604,0.00125675,0.00138185,5.64921e-08,1.29764e-14,5.89245e-07,3.95956e-11,2.26317e-11
0.3685,0.683605,0.0115686,0.00123,0.00133342,5.35692e-08,1.1984e-14,5.64237e-07,3.77648e-11,2.15037e-11
0.369,0.681169,0.01138,0.00120384,0.00128672,5.08e-08,1.10692e-14,5.403e-07,3.60195e-11,2.04325e-11
0.3695,0.678733,0.0111946,0.00117824,0.00124169,4.81759e-08,1.02255e-14,5.17386e-07,3.43555e-11,1.94151e-11
0.37,0.676297,0.0110123,0.0011532,0.00119827,4.56885e-08,9.4462e-15,4.95448e-07,3.27686e-11,1.84484e-11
0.3705,0.673861,0.0108331,0.00112871,0.0011564,4.33297e-08,8.72554e-15,4.74442e-07,3.1255e-11,1.75298e-11
0.371,0.671425,0.010657,0.00110475,0.00111602,4.10933e-08,8.05944e-15,4.54328e-07,2.98113e-11,1.66568e-11
0.3715,0.668989,0.0104837,0.0010813,0.00107707,3.89731e-08,7.44418e-15,4.3507e-07,2.84344e-11,1.58274e-11
0.372,0.666554,0.0103133,0.00105835,0.00103949,3.6963e-08,6.87601e-15,4.1663e-07,2.71213e-11,1.50394e-11
0.3725,0.66412,0.0101455,0.00103588,0.00100324,3.50569e-08,6.35123e-15,3.98971e-07,2.58688e-11,1.42906e-11
0.373,0.661686,0.00998034,0.00101387,0.000968244,3.32488e-08,5.86614e-15,3.82056e-07,2.46738e-11,1.35789e-11
0.3735,0.659252,0.00981766,0.000992316,0.000934465,3.15336e-08,5.41775e-15,3.65854e-07,2.35337e-11,1.29025e-11
0.374,0.65682,0.00965752,0.000971206,0.000901866,2.99072e-08,5.00374e-15,3.50338e-07,2.24463e-11,1.22597e-11
0.3745,0.654388,0.00949991,0.000950538,0.000870413,2.83654e-08,4.6218e-15,3.35482e-07,2.14094e-11,1.16492e-11
0.375,0.651956,0.00934483,0.000930307,0.00084007,2.69041e-08,4.26961e-15,3.2126e-07,2.04207e-11,1.10693e-11
0.3755,0.649525,0.0091923,0.00091051,0.000810803,2.55193e-08,3.94487e-15,3.07645e-07,1.94781e-11,1.05186e-11
0.376,0.647095,0.00904233,0.00089114,0.000782578,2.42067e-08,3.64526e-15,2.94612e-07,1.85793e-11,9.99547e-12
0.3765,0.644665,0.00889491,0.000872194,0.000755358,2.29623e-08,3.36848e-15,2.82135e-07,1.77222e-11,9.49847e-12
0.377,0.642235,0.00875003,0.000853663,0.00072911,2.17823e-08,3.11249e-15,2.70187e-07,1.69046e-11,9.02616e-12
0.3775,0.639805,0.00860762,0.000835538,0.000703796,2.06634e-08,2.87586e-15,2.58749e-07,1.61249e-11,8.57737e-12
0.378,0.637376,0.00846759,0.000817804,0.000679379,1.96025e-08,2.65722e-15,2.47797e-07,1.53814e-11,8.15098e-12
0.3785,0.634947,0.00832986,0.00080045,0.000655823,1.85965e-08,2.45524e-15,2.3731e-07,1.46722e-11,7.74583e-12
0.379,0.632519,0.00819435,0.000783463,0.000633092,1.76422e-08,2.26853e-15,2.27267e-07,1.39956e-11,7.36079e-12
0.3795,0.630091,0.00806098,0.000766831,0.000611148,1.67367e-08,2.09579e-15,2.17646e-07,1.33501e-11,6.99474e-12
0.38,0.627664,0.00792971,0.000750546,0.000589965,1.58773e-08,1.936e-15,2.08431e-07,1.27342e-11,6.64677e-12
0.3805,0.625237,0.00780053,0.000734602,0.000569519,1.50623e-08,1.78839e-15,1.99605e-07,1.21466e-11,6.31613e-12
0.381,0.62281,0.00767341,0.000718995,0.000549788,1.42894e-08,1.65218e-15,1.91155e-07,1.15864e-11,6.00203e-12
0.3815,0.620384,0.00754834,0.000703718,0.000530751,1.35568e-08,1.52658e-15,1.83066e-07,1.10522e-11,5.70372e-12
0.382,0.617959,0.00742531,0.000688766,0.000512383,1.28625e-08,1.41082e-15,1.75322e-07,1.05429e-11,5.42042e-12
0.3825,0.615534,0.0073043,0.000674134,0.000494664,1.22044e-08,1.30412e-15,1.67909e-07,1.00574e-11,5.15138e-12
0.383,0.61311,0.00718529,0.000659816,0.000477571,1.15804e-08,1.20569e-15,1.60812e-07,9.5944e-12,4.89583e-12
0.3835,0.610686,0.00706826,0.000645808,0.00046108,1.09888e-08,1.11475e-15,1.54016e-07,9.15282e-12,4.653e-12
0.384,0.608263,0.0069532,0.000632102,0.000445171,1.04273e-08,1.03055e-15,1.47507e-07,8.73148e-12,4.42214e-12
0.3845,0.605841,0.00684007,0.000618693,0.000429823,9.89459e-09,9.52573e-16,1.41273e-07,8.32946e-12,4.20266e-12
0.385,0.603419,0.00672883,0.000605574,0.000415015,9.38926e-09,8.80438e-16,1.35302e-07,7.94595e-12,3.99406e-12
0.3855,0.600998,0.00661942,0.000592737,0.00040073,8.91002e-09,8.13768e-16,1.29585e-07,7.58018e-12,3.79585e-12
0.386,0.598577,0.00651181,0.000580173,0.000386947,8.45557e-09,7.52187e-16,1.24112e-07,7.23134e-12,3.60753e-12
0.3865,0.596157,0.00640595,0.000567877,0.000373647,8.02459e-09,6.95317e-16,1.1887e-07,6.89864e-12,3.42861e-12
0.387,0.593738,0.00630179,0.000555841,0.000360812,7.61579e-09,6.42782e-16,1.1385e-07,6.58128e-12,3.25859e-12
0.3875,0.591318,0.00619928,0.000544057,0.000348421,7.22786e-09,5.94205e-16,1.09042e-07,6.27849e-12,3.09698e-12
0.388,0.588899,0.00609839,0.000532518,0.000336456,6.85957e-09,5.49234e-16,1.04435e-07,5.98949e-12,2.9433e-12
0.3885,0.586481,0.0059991,0.00052122,0.000324904,6.51e-09,5.07632e-16,1.00022e-07,5.71372e-12,2.79719e-12
0.389,0.584063,0.00590138,0.00051016,0.000313752,6.17834e-09,4.6919e-16,9.57948e-08,5.45065e-12,2.65835e-12
0.3895,0.581646,0.00580524,0.000499333,0.000302989,5.86377e-09,4.33702e-16,9.1747e-08,5.19974e-12,2.52643e-12
0.39,0.579229,0.00571066,0.000488736,0.000292602,5.56547e-09,4.00961e-16,8.78715e-08,4.96048e-12,2.40112e-12
0.3905,0.576813,0.00561763,0.000478364,0.000282579,5.28262e-09,3.70758e-16,8.41611e-08,4.73234e-12,2.2821e-12
0.391,0.574398,0.00552612,0.000468215,0.000272908,5.01441e-09,3.42887e-16,8.06087e-08,4.51478e-12,2.16903e-12
0.3915,0.571984,0.00543614,0.000458285,0.000263576,4.76001e-09,3.1714e-16,7.72071e-08,4.30728e-12,2.0616e-12
0.392,0.56957,0.00534767,0.00044857,0.000254572,4.51861e-09,2.93313e-16,7.39493e-08,4.10932e-12,1.95948e-12
0.3925,0.567157,0.00526069,0.000439064,0.000245883,4.28952e-09,2.71249e-16,7.0829e-08,3.92044e-12,1.8624e-12
0.393,0.564745,0.00517514,0.000429764,0.000237499,4.07215e-09,2.50835e-16,6.78408e-08,3.74026e-12,1.77013e-12
0.3935,0.562334,0.00509101,0.000420662,0.000229407,3.86592e-09,2.3196e-16,6.49792e-08,3.56839e-12,1.68245e-12
0.394,0.559922,0.00500825,0.000411755,0.000221597,3.67025e-09,2.14512e-16,6.22386e-08,3.40443e-12,1.59912e-12
0.3945,0.557512,0.00492683,0.000403035,0.000214057,3.48455e-09,1.9838e-16,5.96136e-08,3.24801e-12,1.51992e-12
0.395,0.555101,0.00484671,0.000394498,0.000206776,3.30827e-09,1.83456e-16,5.7099e-08,3.09875e-12,1.44462e-12
0.3955,0.55269,0.00476786,0.00038614,0.000199746,3.14095e-09,1.69658e-16,5.46901e-08,2.95634e-12,1.37306e-12
0.396,0.55028,0.00469026,0.000377957,0.000192957,2.98216e-09,1.56909e-16,5.2383e-08,2.82048e-12,1.30504e-12
0.3965,0.547871,0.0046139,0.000369945,0.000186402,2.83147e-09,1.4513e-16,5.01733e-08,2.69088e-12,1.24041e-12
0.397,0.545462,0.00453875,0.000362101,0.000180073,2.68846e-09,1.34245e-16,4.80568e-08,2.56724e-12,1.17898e-12
0.3975,0.543054,0.00446478,0.000354421,0.000173961,2.5527e-09,1.24176e-16,4.60294e-08,2.44927e-12,1.12058e-12
0.398,0.540646,0.00439197,0.000346901,0.000168057,2.42377e-09,1.14849e-16,4.40868e-08,2.33668e-12,1.06506e-12
0.3985,0.53824,0.00432032,0.000339538,0.000162356,2.30136e-09,1.06212e-16,4.22259e-08,2.22923e-12,1.01226e-12
0.399,0.535834,0.00424981,0.00033233,0.000156851,2.18517e-09,9.8224e-17,4.04435e-08,2.12672e-12,9.62085e-13
0.3995,0.533429,0.00418045,0.000325276,0.000151537,2.07492e-09,9.08432e-17,3.87367e-08,2.02896e-12,9.1441e-13
0.4,0.531025,0.00411222,0.000318371,0.000146407,1.97034e-09,8.40286e-17,3.71026e-08,1.93573e-12,8.69122e-13
0.4005,0.528622,0.00404511,0.000311615,0.000141454,1.87114e-09,7.77388e-17,3.55381e-08,1.84683e-12,8.26104e-13
0.401,0.526219,0.00397912,0.000305004,0.000136674,1.77703e-09,7.19327e-17,3.40402e-08,1.76206e-12,7.85241e-13
0.4015,0.523817,0.00391425,0.000298537,0.000132061,1.68774e-09,6.65689e-17,3.26061e-08,1.68121e-12,7.46416e-13
0.402,0.521416,0.00385048,0.00029221,0.000127607,1.60297e-09,6.1606e-17,3.12326e-08,1.60409e-12,7.09515e-13
0.4025,0.519015,0.00378781,0.000286023,0.000123307,1.52247e-09,5.7005e-17,2.99169e-08,1.53048e-12,6.74426e-13
0.403,0.516615,0.00372621,0.00027997,0.000119157,1.44603e-09,5.27405e-17,2.86567e-08,1.46025e-12,6.41063e-13
0.4035,0.514216,0.00366566,0.000274049,0.00011515,1.37345e-09,4.87927e-17,2.74498e-08,1.39325e-12,6.09353e-13
0.404,0.511817,0.00360613,0.000268257,0.000111283,1.30458e-09,4.51422e-17,2.62942e-08,1.32934e-12,5.79222e-13
0.4045,0.50942,0.00354758,0.000262589,0.00010755,1.23924e-09,4.17693e-17,2.51877e-08,1.2684e-12,5.50597e-13
0.405,0.507022,0.00349,0.000257043,0.000103946,1.17723e-09,3.86544e-17,2.41283e-08,1.21028e-12,5.23403e-13
0.4055,0.504626,0.00343335,0.000251614,0.000100466,1.1184e-09,3.5778e-17,2.31139e-08,1.15486e-12,4.97568e-13
0.406,0.50223,0.0033776,0.000246299,9.71057e-05,1.06256e-09,3.31204e-17,2.21423e-08,1.10198e-12,4.73017e-13
0.4065,0.499834,0.00332273,0.000241095,9.38597e-05,1.00954e-09,3.0662e-17,2.12114e-08,1.05153e-12,4.49677e-13
0.407,0.49744,0.00326871,0.000235997,9.07233e-05,9.59151e-10,2.83836e-17,2.03193e-08,1.00336e-12,4.27475e-13
0.4075,0.495046,0.00321553,0.000231005,8.76926e-05,9.11271e-10,2.62712e-17,1.94642e-08,9.57366e-13,4.06355e-13
0.408,0.492653,0.00316317,0.000226116,8.47645e-05,8.65788e-10,2.4315e-17,1.86449e-08,9.13467e-13,3.86271e-13
0.4085,0.49026,0.00311165,0.000221329,8.19358e-05,8.22594e-10,2.25049e-17,1.78599e-08,8.71577e-13,3.67177e-13
0.409,0.487869,0.00306094,0.000216643,7.92036e-05,7.81582e-10,2.0831e-17,1.7108e-08,8.31611e-13,3.4903e-13
0.4095,0.485478,0.00301107,0.000212056,7.65648e-05,7.42645e-10,1.92835e-17,1.63878e-08,7.93485e-13,3.31784e-13
0.41,0.483087,0.00296201,0.000207567,7.40162e-05,7.05675e-10,1.78523e-17,1.56981e-08,7.57114e-13,3.15393e-13
0.4105,0.480698,0.00291376,0.000203174,7.15547e-05,6.70566e-10,1.65277e-17,1.50375e-08,7.22413e-13,2.99814e-13
0.411,0.478309,0.00286633,0.000198876,6.91774e-05,6.37216e-10,1.53003e-17,1.44048e-08,6.89302e-13,2.85002e-13
0.4115,0.47592,0.00281969,0.000194671,6.68816e-05,6.05542e-10,1.41639e-17,1.37988e-08,6.57714e-13,2.70924e-13
0.412,0.473533,0.00277384,0.000190557,6.46645e-05,5.75469e-10,1.31125e-17,1.32185e-08,6.27583e-13,2.57545e-13
0.4125,0.471146,0.00272875,0.000186532,6.25235e-05,5.4692e-10,1.21405e-17,1.26628e-08,5.98847e-13,2.44835e-13
0.413,0.46876,0.00268443,0.000182593,6.0456e-05,5.19818e-10,1.1242e-17,1.21308e-08,5.71442e-13,2.32758e-13
0.4135,0.466375,0.00264084,0.00017874,5.84593e-05,4.94086e-10,1.04114e-17,1.16213e-08,5.45302e-13,2.21284e-13
0.414,0.46399,0.00259798,0.00017497,5.65307e-05,4.69649e-10,9.642850000000001e-18,1.11334e-08,5.20365e-13,2.10377e-13
0.4145,0.461606,0.00255584,0.00017128,5.46676e-05,4.4643e-10,8.930650000000001e-18,1.0666e-08,4.96567e-13,2.00007e-13
0.415,0.459222,0.00251439,0.00016767,5.28676e-05,4.24367e-10,8.270550000000001e-18,1.02181e-08,4.73855e-13,1.90147e-13
0.4155,0.45684,0.00247363,0.000164136,5.11286e-05,4.03408e-10,7.659290000000001e-18,9.78916e-09,4.52184e-13,1.80773e-13
0.416,0.454458,0.00243352,0.000160677,4.94485e-05,3.83499e-10,7.093630000000001e-18,9.37826e-09,4.31508e-13,1.71863e-13
0.4165,0.452076,0.00239407,0.000157291,4.78251e-05,3.64588e-10,6.57033e-18,8.98469e-09,4.11782e-13,1.63394e-13
0.417,0.449696,0.00235525,0.000153977,4.62563e-05,3.46624e-10,6.0861500000000005e-18,8.60767e-09,3.9296e-13,1.55345e-13
0.4175,0.447317,0.00231704,0.000150731,4.474e-05,3.29552e-10,5.637840000000001e-18,8.24646e-09,3.74999e-13,1.47691e-13
0.418,0.444938,0.00227943,0.000147553,4.32741e-05,3.13321e-10,5.22218e-18,7.90029e-09,3.57851e-13,1.40412e-13
0.4185,0.44256,0.0022424,0.00014444,4.18564e-05,2.97883e-10,4.836250000000001e-18,7.56844e-09,3.41475e-13,1.33485e-13
0.419,0.440184,0.00220594,0.000141392,4.04858e-05,2.83203e-10,4.4782300000000006e-18,7.2504e-09,3.25841e-13,1.26895e-13
0.4195,0.437808,0.00217007,0.000138406,3.91607e-05,2.69251e-10,4.1465800000000005e-18,6.94568e-09,3.10921e-13,1.2063e-13
0.42,0.435433,0.00213475,0.000135483,3.788e-05,2.55995e-10,3.839720000000001e-18,6.65378e-09,2.96685e-13,1.14676e-13
0.4205,0.433059,0.00210001,0.000132622,3.66422e-05,2.43405e-10,3.5560800000000004e-18,6.37422e-09,2.83106e-13,1.09018e-13
0.421,0.430685,0.00206582,0.00012982,3.54462e-05,2.3145e-10,3.29411e-18,6.10652e-09,2.70156e-13,1.03643e-13
0.4215,0.428312,0.00203218,0.000127078,3.42906e-05,2.20099e-10,3.0522400000000003e-18,5.85019e-09,2.57806e-13,9.85368e-14
0.422,0.42594,0.0019991,0.000124395,3.31741e-05,2.0932e-10,2.82891e-18,5.60474e-09,2.46028e-13,9.36864e-14
0.4225,0.423568,0.00196656,0.000121768,3.20953e-05,1.99084e-10,2.6225500000000003e-18,5.36969e-09,2.34794e-13,8.90779e-14
0.423,0.421197,0.00193457,0.000119198,3.10531e-05,1.89358e-10,2.4316000000000002e-18,5.14454e-09,2.24076e-13,8.46974e-14
0.4235,0.418827,0.00190311,0.000116684,3.0046e-05,1.80113e-10,2.25449e-18,4.92881e-09,2.13846e-13,8.05313e-14
0.424,0.416457,0.00187218,0.000114223,2.90728e-05,1.71321e-10,2.0899200000000002e-18,4.72206e-09,2.04078e-13,7.65674e-14
0.4245,0.414087,0.00184178,0.000111816,2.81323e-05,1.62961e-10,1.93711e-18,4.52395e-09,1.94753e-13,7.27969e-14
0.425,0.411719,0.00181187,0.00010946,2.72235e-05,1.55013e-10,1.7953200000000002e-18,4.33415e-09,1.85852e-13,6.92113e-14
0.4255,0.409351,0.00178247,0.000107155,2.63451e-05,1.47458e-10,1.66384e-18,4.15232e-09,1.77359e-13,6.58019e-14
0.426,0.406984,0.00175355,0.000104899,2.5496e-05,1.40275e-10,1.54193e-18,3.97813e-09,1.69254e-13,6.25603e-14
0.4265,0.404618,0.0017251,0.000102691,2.4675e-05,1.33444e-10,1.42888e-18,3.81124e-09,1.61518e-13,5.94779e-14
0.427,0.402254,0.00169712,0.00010053,2.3881e-05,1.26947e-10,1.3239600000000001e-18,3.65133e-09,1.54134e-13,5.65463e-14
0.4275,0.39989,0.00166959,9.84139e-05,2.31132e-05,1.20767e-10,1.22661e-18,3.49812e-09,1.47087e-13,5.37584e-14
