radius,density_log_10,pp fraction,pep fraction,hep fraction,7Be fraction,8B fraction,13N fraction,15O fraction,17F fraction
0.277,1.12212,0.222575,0.0589711,0.750997,0.000843814,2.8259e-08,0.0017233,2.73357e-07,2.91e-07
0.2775,1.11974,0.219189,0.0577914,0.734993,0.000810888,2.64257e-08,0.00165046,2.60734e-07,2.76482e-07
0.278,1.11737,0.215852,0.0566345,0.719057,0.000778959,2.47036e-08,0.00158071,2.48697e-07,2.62695e-07
0.2785,1.115,0.212563,0.0554998,0.703199,0.000748007,2.30864e-08,0.00151391,2.37219e-07,2.49601e-07
0.279,1.11262,0.209322,0.0543871,0.687428,0.000718017,2.15678e-08,0.00144994,2.26272e-07,2.37161e-07
0.2795,1.11024,0.206127,0.0532957,0.671753,0.000688969,2.01416e-08,0.00138864,2.15825e-07,2.25337e-07
0.28,1.10786,0.202978,0.0522251,0.656184,0.000660848,1.88017e-08,0.00132989,2.05853e-07,2.14093e-07
0.2805,1.10549,0.199875,0.0511752,0.640733,0.000633639,1.75436e-08,0.0012736,1.96335e-07,2.03401e-07
0.281,1.10311,0.196816,0.0501456,0.625414,0.000607328,1.63634e-08,0.00121966,1.87253e-07,1.93238e-07
0.2815,1.10072,0.193802,0.0491359,0.61024,0.000581901,1.52572e-08,0.00116799,1.7859e-07,1.83581e-07
0.282,1.09834,0.190832,0.0481461,0.595224,0.000557346,1.4221e-08,0.00111851,1.70327e-07,1.74406e-07
0.2825,1.09596,0.187907,0.0471757,0.580379,0.000533649,1.32508e-08,0.00107113,1.62446e-07,1.65691e-07
0.283,1.09358,0.185026,0.0462245,0.565719,0.000510796,1.23429e-08,0.00102575,1.54931e-07,1.57411e-07
0.2835,1.0912,0.182188,0.0452922,0.551252,0.00048877,1.14935e-08,0.000982305,1.47763e-07,1.49546e-07
0.284,1.08881,0.179392,0.0443783,0.536984,0.00046755,1.06994e-08,0.000940704,1.40929e-07,1.42076e-07
0.2845,1.08643,0.176637,0.0434822,0.522918,0.000447114,9.95752e-09,0.00090087,1.34412e-07,1.3498e-07
0.285,1.08404,0.173923,0.0426035,0.509058,0.000427441,9.26454e-09,0.000862726,1.28198e-07,1.28241e-07
0.2855,1.08166,0.171247,0.0417418,0.495409,0.000408509,8.61731e-09,0.000826194,1.2227e-07,1.21838e-07
0.286,1.07927,0.168608,0.0408965,0.481975,0.000390295,8.01263e-09,0.000791195,1.16615e-07,1.15753e-07
0.2865,1.07688,0.166006,0.0400673,0.468759,0.000372781,7.44777e-09,0.000757661,1.11218e-07,1.09968e-07
0.287,1.07449,0.163441,0.0392541,0.455768,0.000355948,6.92061e-09,0.000725538,1.06069e-07,1.0447e-07
0.2875,1.0721,0.160914,0.0384568,0.443008,0.000339779,6.42908e-09,0.000694775,1.01159e-07,9.92474e-08
0.288,1.06971,0.158424,0.0376752,0.430484,0.000324256,5.97112e-09,0.000665318,9.64765e-08,9.42869e-08
0.2885,1.06732,0.155973,0.0369093,0.418203,0.000309362,5.54466e-09,0.000637115,9.20121e-08,8.95761e-08
0.289,1.06492,0.15356,0.0361589,0.406168,0.00029508,5.14764e-09,0.000610115,8.77555e-08,8.51021e-08
0.2895,1.06253,0.151185,0.0354241,0.394387,0.000281391,4.77799e-09,0.000584263,8.36965e-08,8.08524e-08
0.29,1.06013,0.14885,0.0347045,0.382864,0.000268279,4.43371e-09,0.000559509,7.98254e-08,7.68146e-08
0.2905,1.05774,0.146552,0.0339997,0.371597,0.000255724,4.11322e-09,0.000535807,7.61335e-08,7.29784e-08
0.291,1.05534,0.144289,0.0333093,0.360583,0.000243704,3.81509e-09,0.000513113,7.2613e-08,6.93344e-08
0.2915,1.05294,0.142061,0.0326326,0.349816,0.000232201,3.53787e-09,0.000491382,6.92557e-08,6.58728e-08
0.292,1.05054,0.139866,0.0319692,0.339294,0.000221192,3.28013e-09,0.000470571,6.60536e-08,6.25842e-08
0.2925,1.04815,0.1377,0.0313185,0.329012,0.000210658,3.04043e-09,0.000450636,6.29988e-08,5.94589e-08
0.293,1.04575,0.135564,0.03068,0.318967,0.000200578,2.81736e-09,0.000431533,6.00833e-08,5.64875e-08
0.2935,1.04335,0.133457,0.0300534,0.309156,0.000190937,2.60985e-09,0.000413228,5.73009e-08,5.36627e-08
0.294,1.04095,0.131378,0.0294387,0.299581,0.00018172,2.41707e-09,0.000395694,5.46466e-08,5.09785e-08
0.2945,1.03855,0.12933,0.028836,0.290241,0.000172913,2.23816e-09,0.000378902,5.21152e-08,4.84287e-08
0.295,1.03614,0.127311,0.0282451,0.281137,0.000164504,2.0723e-09,0.000362824,4.97017e-08,4.60073e-08
0.2955,1.03374,0.125323,0.027666,0.272268,0.000156478,1.91864e-09,0.000347433,4.74009e-08,4.37083e-08
0.296,1.03134,0.123366,0.0270988,0.263636,0.000148822,1.77634e-09,0.000332701,4.52078e-08,4.15257e-08
0.2965,1.02894,0.12144,0.0265433,0.255239,0.000141521,1.64457e-09,0.000318601,4.31174e-08,3.94534e-08
0.297,1.02653,0.119547,0.0259996,0.247079,0.000134562,1.52248e-09,0.000305103,4.11244e-08,3.74854e-08
0.2975,1.02413,0.117686,0.0254676,0.239156,0.000127932,1.40924e-09,0.00029218,3.92238e-08,3.56157e-08
0.298,1.02172,0.115858,0.0249471,0.231466,0.000121616,1.30413e-09,0.000279807,3.7411e-08,3.38389e-08
0.2985,1.01931,0.114059,0.0244376,0.224001,0.0001156,1.20663e-09,0.00026796,3.56821e-08,3.21506e-08
0.299,1.01691,0.112289,0.0239385,0.216754,0.00010987,1.11625e-09,0.000256616,3.40331e-08,3.05464e-08
0.2995,1.0145,0.110546,0.0234495,0.209714,0.000104412,1.03248e-09,0.000245751,3.24603e-08,2.90222e-08
0.3,1.01209,0.108827,0.0229698,0.202875,9.92109e-05,9.54818e-10,0.000235343,3.09596e-08,2.75735e-08
0.3005,1.00968,0.107131,0.0224992,0.196227,9.42541e-05,8.828e-10,0.00022537,2.95276e-08,2.61964e-08
0.301,1.00727,0.105458,0.0220374,0.189769,8.95319e-05,8.16084e-10,0.000215816,2.81614e-08,2.48877e-08
0.3015,1.00486,0.103808,0.0215845,0.183497,8.50352e-05,7.54347e-10,0.000206666,2.68583e-08,2.36444e-08
0.302,1.00244,0.102182,0.0211403,0.177408,8.0755e-05,6.97266e-10,0.000197903,2.56156e-08,2.24636e-08
0.3025,1.00003,0.100579,0.0207048,0.171499,7.66822e-05,6.4452e-10,0.000189513,2.44308e-08,2.13422e-08
0.303,0.997617,0.0989996,0.020278,0.165768,7.28079e-05,5.95787e-10,0.00018148,2.33011e-08,2.02773e-08
0.3035,0.995203,0.0974442,0.0198597,0.160211,6.91229e-05,5.50743e-10,0.000173788,2.22239e-08,1.92658e-08
0.304,0.992789,0.0959127,0.0194499,0.154826,6.56183e-05,5.09067e-10,0.000166423,2.11965e-08,1.83048e-08
0.3045,0.990375,0.0944055,0.0190486,0.14961,6.22851e-05,4.70439e-10,0.000159368,2.02163e-08,1.73914e-08
0.305,0.98796,0.0929223,0.0186556,0.144559,5.91154e-05,4.34617e-10,0.00015261,1.9281e-08,1.65229e-08
0.3055,0.985545,0.0914625,0.0182707,0.139669,5.61026e-05,4.01442e-10,0.000146139,1.83888e-08,1.56976e-08
0.306,0.98313,0.0900258,0.0178937,0.134935,5.32401e-05,3.7076e-10,0.000139943,1.75381e-08,1.49137e-08
0.3065,0.980714,0.0886114,0.0175244,0.130354,5.05215e-05,3.42418e-10,0.000134012,1.67269e-08,1.41691e-08
0.307,0.978297,0.0872188,0.0171627,0.125921,4.79402e-05,3.1626e-10,0.000128334,1.59537e-08,1.34622e-08
0.3075,0.975879,0.0858476,0.0168084,0.121631,4.54896e-05,2.92134e-10,0.000122899,1.52167e-08,1.2791e-08
0.308,0.973461,0.084497,0.0164612,0.11748,4.31633e-05,2.69884e-10,0.000117696,1.4514e-08,1.21536e-08
0.3085,0.971041,0.0831667,0.0161209,0.113464,4.09546e-05,2.49356e-10,0.000112714,1.38439e-08,1.15482e-08
0.309,0.968621,0.081856,0.0157874,0.109579,3.8857e-05,2.30398e-10,0.000107942,1.32047e-08,1.0973e-08
0.3095,0.966199,0.0805644,0.0154604,0.10582,3.68641e-05,2.12854e-10,0.000103369,1.25947e-08,1.04261e-08
0.31,0.963776,0.0792916,0.0151399,0.102183,3.497e-05,1.96597e-10,9.89863e-05,1.20122e-08,9.9059e-09
0.3105,0.961352,0.0780376,0.0148257,0.0986654,3.31708e-05,1.81549e-10,9.47867e-05,1.14564e-08,9.41127e-09
0.311,0.958927,0.0768026,0.0145179,0.0952641,3.14623e-05,1.67634e-10,9.07638e-05,1.0926e-08,8.94117e-09
0.3115,0.956502,0.0755868,0.0142164,0.091976,2.98406e-05,1.54778e-10,8.69115e-05,1.04202e-08,8.49453e-09
0.312,0.954076,0.0743901,0.013921,0.0887982,2.83016e-05,1.42906e-10,8.32233e-05,9.93793e-09,8.07029e-09
0.3125,0.95165,0.0732129,0.0136319,0.0857277,2.68415e-05,1.31943e-10,7.96929e-05,9.47811e-09,7.66738e-09
0.313,0.949224,0.072055,0.0133489,0.0827615,2.54561e-05,1.21818e-10,7.63139e-05,9.03978e-09,7.28476e-09
0.3135,0.946798,0.070916,0.0130719,0.079896,2.4142e-05,1.12473e-10,7.30799e-05,8.62195e-09,6.92145e-09
0.314,0.944372,0.0697956,0.0128008,0.077128,2.28956e-05,1.03849e-10,6.99848e-05,8.22367e-09,6.57647e-09
0.3145,0.941946,0.0686931,0.0125353,0.0744538,2.17132e-05,9.58899e-11,6.70221e-05,7.84397e-09,6.24886e-09
0.315,0.93952,0.067608,0.0122753,0.0718701,2.05913e-05,8.85392e-11,6.41855e-05,7.4819e-09,5.93765e-09
0.3155,0.937093,0.06654,0.0120206,0.0693733,1.95264e-05,8.17403e-11,6.14688e-05,7.13649e-09,5.64186e-09
0.316,0.934666,0.0654885,0.0117712,0.0669606,1.85154e-05,7.54487e-11,5.88666e-05,6.80693e-09,5.3607e-09
0.3165,0.932239,0.0644533,0.0115268,0.0646294,1.75561e-05,6.96342e-11,5.63746e-05,6.49258e-09,5.09353e-09
0.317,0.929811,0.063434,0.0112875,0.0623774,1.66461e-05,6.42674e-11,5.39885e-05,6.19282e-09,4.83974e-09
0.3175,0.927383,0.0624305,0.011053,0.0602023,1.57833e-05,5.93188e-11,5.17041e-05,5.90701e-09,4.59871e-09
0.318,0.924955,0.0614424,0.0108234,0.0581016,1.49653e-05,5.4759e-11,4.95172e-05,5.63453e-09,4.36983e-09
0.3185,0.922526,0.0604693,0.0105984,0.056073,1.41899e-05,5.05586e-11,4.74236e-05,5.37475e-09,4.15248e-09
0.319,0.920096,0.0595111,0.0103779,0.0541142,1.34548e-05,4.66882e-11,4.54189e-05,5.12704e-09,3.94605e-09
0.3195,0.917666,0.0585675,0.010162,0.0522227,1.27577e-05,4.31184e-11,4.34991e-05,4.89077e-09,3.74991e-09
0.32,0.915236,0.0576381,0.00995037,0.0503962,1.20965e-05,3.98198e-11,4.16597e-05,4.6653e-09,3.56346e-09
0.3205,0.912805,0.0567227,0.00974302,0.0486324,1.14689e-05,3.67665e-11,3.98971e-05,4.45008e-09,3.38614e-09
0.321,0.910373,0.0558211,0.00953986,0.0469294,1.08735e-05,3.39423e-11,3.82082e-05,4.24468e-09,3.21753e-09
0.3215,0.907941,0.0549331,0.00934081,0.0452851,1.03088e-05,3.13323e-11,3.65903e-05,4.04869e-09,3.05727e-09
0.322,0.905508,0.0540587,0.00914579,0.0436976,9.77322e-06,2.8922e-11,3.50406e-05,3.86173e-09,2.90496e-09
0.3225,0.903075,0.0531977,0.00895476,0.042165,9.26535e-06,2.66965e-11,3.35565e-05,3.68339e-09,2.76024e-09
0.323,0.900642,0.0523499,0.00876762,0.0406853,8.7837e-06,2.4641e-11,3.21351e-05,3.51327e-09,2.62271e-09
0.3235,0.898209,0.0515151,0.00858432,0.0392566,8.32678e-06,2.2741e-11,3.07738e-05,3.35098e-09,2.49201e-09
0.324,0.895776,0.0506933,0.00840478,0.0378772,7.89338e-06,2.09852e-11,2.94701e-05,3.19618e-09,2.3678e-09
0.3245,0.893343,0.0498844,0.00822896,0.0365457,7.48247e-06,1.93646e-11,2.82219e-05,3.04856e-09,2.24981e-09
0.325,0.890909,0.0490882,0.0080568,0.0352607,7.09302e-06,1.78705e-11,2.70271e-05,2.90782e-09,2.13777e-09
0.3255,0.888476,0.0483048,0.00788824,0.0340207,6.724e-06,1.64942e-11,2.58834e-05,2.77367e-09,2.03138e-09
0.326,0.886042,0.047534,0.00772322,0.0328243,6.3744e-06,1.52269e-11,2.47888e-05,2.6458e-09,1.93037e-09
0.3265,0.883608,0.0467758,0.0075617,0.0316701,6.0432e-06,1.40599e-11,2.37412e-05,2.52392e-09,1.83447e-09
0.327,0.881174,0.04603,0.0074036,0.0305566,5.72935e-06,1.29843e-11,2.27384e-05,2.40771e-09,1.7434e-09
0.3275,0.878739,0.0452967,0.00724889,0.0294825,5.43185e-06,1.19915e-11,2.17782e-05,2.29689e-09,1.65686e-09
0.328,0.876304,0.0445757,0.0070975,0.0284462,5.14969e-06,1.10729e-11,2.08585e-05,2.19116e-09,1.5746e-09
0.3285,0.873869,0.0438667,0.00694935,0.0274466,4.88207e-06,1.02227e-11,1.99777e-05,2.09027e-09,1.4964e-09
0.329,0.871433,0.0431693,0.00680434,0.0264822,4.62833e-06,9.43666e-12,1.91342e-05,1.99404e-09,1.42208e-09
0.3295,0.868998,0.0424832,0.00666239,0.025552,4.38783e-06,8.71087e-12,1.83265e-05,1.90225e-09,1.35146e-09
0.33,0.866562,0.041808,0.0065234,0.0246546,4.15991e-06,8.04126e-12,1.75531e-05,1.81472e-09,1.28437e-09
0.3305,0.864125,0.0411433,0.00638727,0.0237888,3.94394e-06,7.42379e-12,1.68125e-05,1.73124e-09,1.22064e-09
0.331,0.861689,0.0404887,0.00625391,0.0229533,3.73925e-06,6.85443e-12,1.61032e-05,1.65162e-09,1.16009e-09
0.3315,0.859252,0.0398438,0.00612322,0.0221469,3.54519e-06,6.32913e-12,1.54238e-05,1.57566e-09,1.10254e-09
0.332,0.856816,0.0392081,0.00599512,0.0213683,3.36112e-06,5.84386e-12,1.47727e-05,1.50315e-09,1.04783e-09
0.3325,0.854379,0.0385816,0.00586953,0.0206165,3.18647e-06,5.39518e-12,1.41487e-05,1.43393e-09,9.95784e-10
0.333,0.851941,0.0379642,0.00574644,0.0198907,3.02082e-06,4.98068e-12,1.35507e-05,1.36787e-09,9.46305e-10
0.3335,0.849504,0.0373561,0.00562582,0.0191902,2.86374e-06,4.59807e-12,1.29778e-05,1.30484e-09,8.99275e-10
0.334,0.847067,0.0367573,0.00550767,0.0185142,2.71484e-06,4.24504e-12,1.24291e-05,1.24471e-09,8.54584e-10
0.3345,0.844629,0.036168,0.00539198,0.017862,2.5737e-06,3.91931e-12,1.19037e-05,1.18736e-09,8.12121e-10
0.335,0.842192,0.0355881,0.00527872,0.0172328,2.43991e-06,3.61859e-12,1.14005e-05,1.13266e-09,7.71774e-10
0.3355,0.839754,0.0350178,0.00516788,0.0166259,2.31308e-06,3.34073e-12,1.09188e-05,1.08049e-09,7.33437e-10
0.336,0.837316,0.0344569,0.0050594,0.0160406,2.19288e-06,3.08419e-12,1.04575e-05,1.03074e-09,6.97016e-10
0.3365,0.834879,0.0339052,0.00495323,0.0154761,2.07897e-06,2.8475e-12,1.0016e-05,9.83299e-10,6.62421e-10
0.337,0.832441,0.0333625,0.00484931,0.0149316,1.97104e-06,2.62921e-12,9.5933e-06,9.38068e-10,6.29561e-10
0.3375,0.830004,0.0328285,0.00474758,0.0144063,1.86875e-06,2.42786e-12,9.1886e-06,8.94936e-10,5.98345e-10
0.338,0.827566,0.032303,0.00464799,0.0138996,1.77178e-06,2.24199e-12,8.80105e-06,8.53797e-10,5.68685e-10
0.3385,0.825129,0.0317859,0.00455047,0.0134106,1.67982e-06,2.07015e-12,8.42982e-06,8.14543e-10,5.40488e-10
0.339,0.822692,0.031277,0.00445498,0.0129387,1.59255e-06,1.91104e-12,8.07413e-06,7.77076e-10,5.13672e-10
0.3395,0.820255,0.0307761,0.00436148,0.0124832,1.50977e-06,1.76387e-12,7.73339e-06,7.41324e-10,4.88178e-10
0.34,0.817818,0.0302831,0.00426992,0.0120438,1.43129e-06,1.62795e-12,7.40707e-06,7.07219e-10,4.6395e-10
0.3405,0.815381,0.029798,0.00418028,0.0116199,1.35692e-06,1.50257e-12,7.0946e-06,6.74694e-10,4.40933e-10
0.341,0.812944,0.0293205,0.00409252,0.011211,1.28646e-06,1.38706e-12,6.79546e-06,6.43683e-10,4.19073e-10
0.3415,0.810507,0.0288507,0.00400659,0.0108166,1.21973e-06,1.28071e-12,6.50909e-06,6.14118e-10,3.98314e-10
0.342,0.80807,0.0283884,0.00392248,0.0104363,1.15652e-06,1.18283e-12,6.23495e-06,5.85932e-10,3.78602e-10
0.3425,0.805634,0.0279335,0.00384012,0.0100695,1.09665e-06,1.09274e-12,5.97251e-06,5.59059e-10,3.59882e-10
0.343,0.803197,0.0274859,0.0037595,0.00971567,1.03993e-06,1.00973e-12,5.7212e-06,5.3343e-10,3.42099e-10
0.3435,0.80076,0.0270455,0.00368057,0.00937442,9.86163e-07,9.33117e-13,5.4805e-06,5.0898e-10,3.25197e-10
0.344,0.798323,0.0266122,0.00360331,0.00904521,9.35158e-07,8.62209e-13,5.24986e-06,4.85641e-10,3.09122e-10
0.3445,0.795886,0.0261858,0.00352766,0.0087276,8.86758e-07,7.96488e-13,5.02881e-06,4.63358e-10,2.93829e-10
0.345,0.79345,0.0257663,0.00345359,0.0084212,8.40847e-07,7.35644e-13,4.81701e-06,4.42089e-10,2.79285e-10
0.3455,0.791013,0.0253534,0.00338107,0.00812562,7.97311e-07,6.79381e-13,4.6141e-06,4.21793e-10,2.65458e-10
0.346,0.788576,0.0249469,0.00331005,0.00784049,7.56037e-07,6.27402e-13,4.41973e-06,4.02428e-10,2.52315e-10
0.3465,0.786139,0.0245468,0.00324051,0.00756541,7.16912e-07,5.79412e-13,4.23357e-06,3.83953e-10,2.39824e-10
0.347,0.783703,0.0241529,0.00317239,0.00730002,6.79822e-07,5.35114e-13,4.05524e-06,3.66328e-10,2.27953e-10
0.3475,0.781266,0.023765,0.00310567,0.00704392,6.44653e-07,4.94211e-13,3.88441e-06,3.49511e-10,2.1667e-10
0.348,0.77883,0.0233829,0.0030403,0.00679675,6.11299e-07,4.56428e-13,3.72075e-06,3.33463e-10,2.05943e-10
0.3485,0.776394,0.0230067,0.00297628,0.00655823,5.79673e-07,4.21549e-13,3.56397e-06,3.18152e-10,1.95747e-10
0.349,0.773958,0.0226364,0.00291357,0.00632807,5.49689e-07,3.89365e-13,3.41381e-06,3.03546e-10,1.86058e-10
0.3495,0.771522,0.0222718,0.00285217,0.00610599,5.21262e-07,3.59667e-13,3.26999e-06,2.89613e-10,1.7685e-10
0.35,0.769087,0.021913,0.00279204,0.0058917,4.94309e-07,3.3225e-13,3.13224e-06,2.7632e-10,1.68099e-10
0.3505,0.766651,0.02156,0.00273318,0.00568492,4.68744e-07,3.06904e-13,3.00028e-06,2.63636e-10,1.5978e-10
0.351,0.764216,0.0212126,0.00267556,0.00548539,4.44486e-07,2.83436e-13,2.87386e-06,2.51531e-10,1.51869e-10
0.3515,0.761781,0.0208709,0.00261917,0.00529286,4.21477e-07,2.61724e-13,2.75277e-06,2.3998e-10,1.44348e-10
0.352,0.759346,0.0205348,0.00256397,0.00510714,3.99662e-07,2.41665e-13,2.63681e-06,2.28962e-10,1.37201e-10
0.3525,0.756912,0.0202042,0.00250995,0.00492801,3.78988e-07,2.23156e-13,2.52578e-06,2.18455e-10,1.30411e-10
0.353,0.754477,0.019879,0.00245708,0.00475524,3.594e-07,2.06094e-13,2.4195e-06,2.08438e-10,1.23962e-10
0.3535,0.752043,0.0195591,0.00240534,0.00458864,3.40845e-07,1.90378e-13,2.31775e-06,1.98887e-10,1.17838e-10
0.354,0.749609,0.0192446,0.0023547,0.00442799,3.23268e-07,1.75904e-13,2.22035e-06,1.89781e-10,1.12022e-10
0.3545,0.747175,0.0189352,0.00230516,0.00427307,3.06617e-07,1.62569e-13,2.12711e-06,1.81099e-10,1.06498e-10
0.355,0.744742,0.0186309,0.00225667,0.00412367,2.90837e-07,1.50272e-13,2.03782e-06,1.72818e-10,1.01249e-10
0.3555,0.742308,0.0183317,0.00220922,0.00397958,2.75875e-07,1.3891e-13,1.95229e-06,1.64916e-10,9.626e-11
0.356,0.739875,0.0180374,0.00216278,0.00384059,2.61678e-07,1.28385e-13,1.87033e-06,1.57373e-10,9.15139e-11
0.3565,0.737442,0.017748,0.00211734,0.00370651,2.48208e-07,1.18635e-13,1.79179e-06,1.50173e-10,8.69994e-11
0.357,0.73501,0.0174633,0.00207285,0.00357718,2.35431e-07,1.09615e-13,1.71654e-06,1.433e-10,8.27066e-11
0.3575,0.732577,0.0171831,0.00202931,0.00345242,2.23315e-07,1.01277e-13,1.64446e-06,1.36743e-10,7.86255e-11
0.358,0.730144,0.0169075,0.00198667,0.00333205,2.11827e-07,9.35744e-14,1.57541e-06,1.30485e-10,7.47461e-11
0.3585,0.727712,0.0166361,0.00194492,0.00321592,2.00934e-07,8.64613e-14,1.50926e-06,1.24515e-10,7.10585e-11
0.359,0.725279,0.016369,0.00190403,0.00310383,1.90602e-07,7.98908e-14,1.44588e-06,1.18818e-10,6.75528e-11
0.3595,0.722847,0.0161059,0.00186398,0.00299565,1.80801e-07,7.38207e-14,1.38516e-06,1.1338e-10,6.42197e-11
0.36,0.720415,0.0158469,0.00182475,0.00289124,1.71506e-07,6.82151e-14,1.32698e-06,1.08192e-10,6.10513e-11
0.3605,0.717983,0.015592,0.00178634,0.00279047,1.6269e-07,6.30385e-14,1.27125e-06,1.03241e-10,5.80396e-11
0.361,0.715551,0.0153411,0.00174873,0.00269324,1.54329e-07,5.82556e-14,1.21786e-06,9.85172e-11,5.51766e-11
0.3615,0.71312,0.0150942,0.00171191,0.0025994,1.46397e-07,5.3832e-14,1.16672e-06,9.40094e-11,5.24546e-11
0.362,0.71069,0.0148513,0.00167586,0.00250886,1.38873e-07,4.97417e-14,1.11772e-06,8.9708e-11,4.98669e-11
0.3625,0.70826,0.0146122,0.00164057,0.00242149,1.31738e-07,4.59634e-14,1.0708e-06,8.56044e-11,4.74075e-11
0.363,0.705831,0.0143769,0.00160602,0.00233719,1.24974e-07,4.24756e-14,1.02586e-06,8.16899e-11,4.50703e-11
0.3635,0.703403,0.0141454,0.00157219,0.00225585,1.1856e-07,3.92571e-14,9.82812e-07,7.79557e-11,4.28493e-11
0.364,0.700974,0.0139174,0.00153907,0.00217736,1.12479e-07,3.62863e-14,9.41582e-07,7.43932e-11,4.07385e-11
0.3645,0.698546,0.0136931,0.00150663,0.00210161,1.06711e-07,3.3542e-14,9.02082e-07,7.09936e-11,3.87318e-11
0.365,0.696119,0.0134722,0.00147486,0.00202849,1.01238e-07,3.10028e-14,8.64228e-07,6.77483e-11,3.68232e-11
0.3655,0.693692,0.0132547,0.00144375,0.00195791,9.60426e-08,2.86517e-14,8.27947e-07,6.46498e-11,3.50077e-11
0.366,0.691265,0.0130407,0.00141328,0.00188979,9.11135e-08,2.64771e-14,7.93183e-07,6.16924e-11,3.32812e-11
0.3665,0.688838,0.01283,0.00138345,0.00182405,8.64388e-08,2.4468e-14,7.59879e-07,5.88704e-11,3.164e-11
0.367,0.686412,0.0126228,0.00135425,0.00176064,8.20065e-08,2.26133e-14,7.27981e-07,5.61781e-11,3.00802e-11
0.3675,0.683986,0.0124189,0.00132567,0.00169946,7.78047e-08,2.09021e-14,6.97432e-07,5.36101e-11,2.85981e-11
0.368,0.68156,0.0122184,0.0012977,0.00164045,7.38216e-08,1.93232e-14,6.68177e-07,5.11606e-11,2.71897e-11
0.3685,0.679135,0.0120213,0.00127034,0.00158353,7.00453e-08,1.78655e-14,6.4016e-07,4.8824e-11,2.58513e-11
0.369,0.67671,0.0118275,0.00124357,0.00152863,6.64639e-08,1.65181e-14,6.13326e-07,4.65946e-11,2.4579e-11
0.3695,0.674286,0.011637,0.00121738,0.00147568,6.30664e-08,1.52711e-14,5.87621e-07,4.44672e-11,2.33693e-11
0.37,0.671861,0.0114497,0.00119176,0.00142461,5.98437e-08,1.41177e-14,5.62999e-07,4.24374e-11,2.22193e-11
0.3705,0.669438,0.0112655,0.00116669,0.00137533,5.67872e-08,1.30515e-14,5.39415e-07,4.05006e-11,2.11261e-11
0.371,0.667014,0.0110843,0.00114215,0.00132779,5.38882e-08,1.20664e-14,5.16823e-07,3.86527e-11,2.00869e-11
0.3715,0.664591,0.0109059,0.00111811,0.0012819,5.1138e-08,1.11558e-14,4.95179e-07,3.68891e-11,1.90989e-11
0.372,0.662169,0.0107302,0.00109457,0.00123759,4.85279e-08,1.03136e-14,4.74437e-07,3.52057e-11,1.81593e-11
0.3725,0.659747,0.0105572,0.00107151,0.00119482,4.60508e-08,9.5346e-15,4.54559e-07,3.35987e-11,1.72657e-11
0.373,0.657325,0.0103869,0.00104893,0.00115352,4.37006e-08,8.81475e-15,4.35513e-07,3.20651e-11,1.64162e-11
0.3735,0.654904,0.0102193,0.00102682,0.00111367,4.14713e-08,8.14993e-15,4.17267e-07,3.06017e-11,1.56086e-11
0.374,0.652484,0.0100543,0.00100517,0.0010752,3.93569e-08,7.53601e-15,3.99789e-07,2.92055e-11,1.4841e-11
0.3745,0.650064,0.00989206,0.000983982,0.00103808,3.73514e-08,6.9689e-15,3.83048e-07,2.78733e-11,1.41114e-11
0.375,0.647644,0.0097325,0.000963248,0.00100227,3.54487e-08,6.44447e-15,3.6701e-07,2.66021e-11,1.34177e-11
0.3755,0.645225,0.0095756,0.00094296,0.000967715,3.36433e-08,5.9591e-15,3.51646e-07,2.5389e-11,1.27581e-11
0.376,0.642806,0.00942132,0.000923108,0.000934374,3.19305e-08,5.51021e-15,3.36929e-07,2.42314e-11,1.21311e-11
0.3765,0.640388,0.00926957,0.000903681,0.000902204,3.0306e-08,5.09536e-15,3.22832e-07,2.3127e-11,1.15351e-11
0.377,0.63797,0.00912031,0.000884667,0.000871162,2.87651e-08,4.71213e-15,3.0933e-07,2.20733e-11,1.09686e-11
0.3775,0.635553,0.00897345,0.000866055,0.000841204,2.73035e-08,4.35808e-15,2.96396e-07,2.10679e-11,1.04301e-11
0.378,0.633136,0.00882893,0.000847834,0.000812287,2.59166e-08,4.03078e-15,2.84004e-07,2.01085e-11,9.91806e-12
0.3785,0.630719,0.00868668,0.000829991,0.000784368,2.46e-08,3.72781e-15,2.72128e-07,1.91925e-11,9.43106e-12
0.379,0.628303,0.00854666,0.000812518,0.000757409,2.33498e-08,3.44712e-15,2.60745e-07,1.83179e-11,8.96773e-12
0.3795,0.625888,0.00840884,0.000795409,0.000731381,2.21631e-08,3.18736e-15,2.49837e-07,1.7483e-11,8.52708e-12
0.38,0.623473,0.00827322,0.000778658,0.000706256,2.10371e-08,2.94726e-15,2.39386e-07,1.66863e-11,8.10814e-12
0.3805,0.621058,0.00813976,0.000762259,0.000682006,1.99691e-08,2.72552e-15,2.29374e-07,1.59261e-11,7.70994e-12
0.381,0.618644,0.00800847,0.000746207,0.000658603,1.89561e-08,2.52087e-15,2.19786e-07,1.52009e-11,7.33151e-12
0.3815,0.616231,0.00787932,0.000730496,0.000636019,1.79955e-08,2.33201e-15,2.10602e-07,1.45091e-11,6.9719e-12
0.382,0.613818,0.00775229,0.000715121,0.000614227,1.70844e-08,2.15766e-15,2.01806e-07,1.38491e-11,6.63012e-12
0.3825,0.611406,0.00762738,0.000700075,0.000593198,1.62201e-08,1.99655e-15,1.9338e-07,1.32193e-11,6.30522e-12
