 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   1.390e-01     1.61510e-01     7.15006e-01     9.98562e+00     7.06190e+00     1.69527e+01     1.78987e+00     4.92289e+07     1.27416e-03      6.11914e+00      5.19648e+00      6.59909e+00      1.50968e+00      8.04105e-02      5.69711e-01      2.47949e-01      1.58675e-01     1.69816e+00     6.20830e-01     3.59469e-01     1.20585e-04     1.65907e-05     6.02103e-06     4.75961e-03     1.06654e-07     8.88803e-03     4.21927e-06     2.13698e-05     1.99749e-03     3.95475e-05     7.61544e-04     6.86516e-05     8.39592e-04     9.25933e-06     4.18424e-04     5.56208e-06     8.08624e-05     4.43688e-06     7.38738e-05     4.65982e-08     3.43264e-06     4.39193e-07     2.09681e-05     1.53268e-05     1.45556e-03     3.94413e-06     8.59367e-05
   1.395e-01     1.62779e-01     7.17857e-01     9.98717e+00     7.06117e+00     1.69502e+01     1.78795e+00     4.92035e+07     1.27765e-03      6.08002e+00      5.14562e+00      6.58548e+00      1.47672e+00      7.67822e-02      6.27942e-01      2.38789e-01      1.52394e-01     1.69646e+00     6.21638e-01     3.58662e-01     1.22085e-04     1.89009e-05     6.94199e-06     4.75532e-03     1.06585e-07     8.88688e-03     4.19341e-06     2.13668e-05     1.99723e-03     3.95423e-05     7.61446e-04     6.86426e-05     8.39482e-04     9.25812e-06     4.18369e-04     5.56136e-06     8.08519e-05     4.43630e-06     7.38642e-05     4.65921e-08     3.43219e-06     4.39136e-07     2.09653e-05     1.53248e-05     1.45536e-03     3.94362e-06     8.59255e-05
   1.400e-01     1.64053e-01     7.20692e-01     9.98873e+00     7.06044e+00     1.69479e+01     1.78602e+00     4.91780e+07     1.28111e-03      6.04063e+00      5.09477e+00      6.57142e+00      1.44432e+00      7.33043e-02      6.93483e-01      2.29902e-01      1.46337e-01     1.69473e+00     6.22443e-01     3.57858e-01     1.23607e-04     2.15794e-05     8.00920e-06     4.75065e-03     1.06508e-07     8.88613e-03     4.16867e-06     2.13648e-05     1.99706e-03     3.95390e-05     7.61381e-04     6.86369e-05     8.39412e-04     9.25735e-06     4.18334e-04     5.56089e-06     8.08451e-05     4.43593e-06     7.38580e-05     4.65882e-08     3.43190e-06     4.39099e-07     2.09636e-05     1.53235e-05     1.45524e-03     3.94329e-06     8.59183e-05
   1.405e-01     1.65332e-01     7.23511e-01     9.99028e+00     7.05972e+00     1.69455e+01     1.78408e+00     4.91523e+07     1.28454e-03      6.00112e+00      5.04406e+00      6.55701e+00      1.41252e+00      6.99735e-02      7.66276e-01      2.21288e-01      1.40502e-01     1.69301e+00     6.23243e-01     3.57060e-01     1.25149e-04     2.46513e-05     9.23259e-06     4.74508e-03     1.06411e-07     8.88493e-03     4.14460e-06     2.13617e-05     1.99678e-03     3.95337e-05     7.61278e-04     6.86276e-05     8.39299e-04     9.25610e-06     4.18278e-04     5.56014e-06     8.08342e-05     4.43533e-06     7.38481e-05     4.65819e-08     3.43144e-06     4.39040e-07     2.09607e-05     1.53215e-05     1.45504e-03     3.94276e-06     8.59067e-05
   1.410e-01     1.66613e-01     7.26309e-01     9.99182e+00     7.05899e+00     1.69431e+01     1.78215e+00     4.91265e+07     1.28795e-03      5.96155e+00      4.99357e+00      6.54228e+00      1.38137e+00      6.67893e-02      8.47994e-01      2.12947e-01      1.34891e-01     1.69129e+00     6.24037e-01     3.56268e-01     1.26711e-04     2.82065e-05     1.06486e-05     4.73867e-03     1.06294e-07     8.88360e-03     4.12144e-06     2.13582e-05     1.99648e-03     3.95278e-05     7.61164e-04     6.86174e-05     8.39174e-04     9.25472e-06     4.18215e-04     5.55931e-06     8.08221e-05     4.43467e-06     7.38370e-05     4.65750e-08     3.43093e-06     4.38974e-07     2.09576e-05     1.53192e-05     1.45482e-03     3.94217e-06     8.58939e-05
   1.415e-01     1.67896e-01     7.29083e-01     9.99336e+00     7.05825e+00     1.69407e+01     1.78021e+00     4.91005e+07     1.29133e-03      5.92193e+00      4.94331e+00      6.52723e+00      1.35086e+00      6.37478e-02      9.39390e-01      2.04874e-01      1.29498e-01     1.68956e+00     6.24824e-01     3.55481e-01     1.28290e-04     3.23092e-05     1.22829e-05     4.73166e-03     1.06163e-07     8.88278e-03     4.09949e-06     2.13560e-05     1.99629e-03     3.95241e-05     7.61093e-04     6.86110e-05     8.39096e-04     9.25386e-06     4.18176e-04     5.55879e-06     8.08146e-05     4.43426e-06     7.38302e-05     4.65707e-08     3.43061e-06     4.38933e-07     2.09557e-05     1.53177e-05     1.45468e-03     3.94180e-06     8.58859e-05
   1.420e-01     1.69183e-01     7.31839e-01     9.99489e+00     7.05753e+00     1.69383e+01     1.77827e+00     4.90744e+07     1.29470e-03      5.88226e+00      4.89326e+00      6.51190e+00      1.32095e+00      6.08379e-02      1.03814e+00      1.97054e-01      1.24308e-01     1.68783e+00     6.25607e-01     3.54700e-01     1.29889e-04     3.69221e-05     1.41194e-05     4.72378e-03     1.06011e-07     8.88189e-03     4.07829e-06     2.13536e-05     1.99609e-03     3.95202e-05     7.61017e-04     6.86042e-05     8.39012e-04     9.25294e-06     4.18135e-04     5.55824e-06     8.08066e-05     4.43382e-06     7.38228e-05     4.65660e-08     3.43027e-06     4.38890e-07     2.09536e-05     1.53162e-05     1.45453e-03     3.94141e-06     8.58774e-05
   1.425e-01     1.70474e-01     7.34580e-01     9.99642e+00     7.05680e+00     1.69359e+01     1.77634e+00     4.90481e+07     1.29804e-03      5.84241e+00      4.84333e+00      6.49617e+00      1.29159e+00      5.80522e-02      1.14715e+00      1.89463e-01      1.19309e-01     1.68611e+00     6.26385e-01     3.53924e-01     1.31511e-04     4.21970e-05     1.62200e-05     4.71479e-03     1.05836e-07     8.88090e-03     4.05788e-06     2.13511e-05     1.99586e-03     3.95158e-05     7.60932e-04     6.85967e-05     8.38920e-04     9.25192e-06     4.18089e-04     5.55763e-06     8.07977e-05     4.43333e-06     7.38147e-05     4.65609e-08     3.42989e-06     4.38842e-07     2.09513e-05     1.53145e-05     1.45437e-03     3.94098e-06     8.58680e-05
   1.430e-01     1.71770e-01     7.37302e-01     9.99794e+00     7.05606e+00     1.69335e+01     1.77440e+00     4.90218e+07     1.30134e-03      5.80238e+00      4.79352e+00      6.48003e+00      1.26278e+00      5.53872e-02      1.26621e+00      1.82100e-01      1.14498e-01     1.68437e+00     6.27157e-01     3.53153e-01     1.33154e-04     4.81739e-05     1.86005e-05     4.70460e-03     1.05632e-07     8.87976e-03     4.03822e-06     2.13481e-05     1.99560e-03     3.95108e-05     7.60834e-04     6.85878e-05     8.38812e-04     9.25073e-06     4.18035e-04     5.55692e-06     8.07874e-05     4.43276e-06     7.38052e-05     4.65549e-08     3.42945e-06     4.38785e-07     2.09486e-05     1.53126e-05     1.45418e-03     3.94047e-06     8.58569e-05
   1.435e-01     1.73067e-01     7.40004e-01     9.99946e+00     7.05533e+00     1.69311e+01     1.77245e+00     4.89953e+07     1.30462e-03      5.76240e+00      4.74398e+00      6.46366e+00      1.23457e+00      5.28408e-02      1.39332e+00      1.74970e-01      1.09873e-01     1.68263e+00     6.27925e-01     3.52388e-01     1.34817e-04     5.48331e-05     2.12521e-05     4.69336e-03     1.05404e-07     8.87874e-03     4.01934e-06     2.13454e-05     1.99537e-03     3.95062e-05     7.60747e-04     6.85800e-05     8.38716e-04     9.24967e-06     4.17987e-04     5.55628e-06     8.07781e-05     4.43225e-06     7.37968e-05     4.65496e-08     3.42905e-06     4.38735e-07     2.09462e-05     1.53108e-05     1.45401e-03     3.94002e-06     8.58471e-05
   1.440e-01     1.74367e-01     7.42686e-01     1.00010e+01     7.05459e+00     1.69287e+01     1.77051e+00     4.89687e+07     1.30790e-03      5.72247e+00      4.69474e+00      6.44709e+00      1.20694e+00      5.04076e-02      1.52992e+00      1.68061e-01      1.05428e-01     1.68089e+00     6.28686e-01     3.51628e-01     1.36501e-04     6.22858e-05     2.42197e-05     4.68104e-03     1.05151e-07     8.87807e-03     4.00137e-06     2.13436e-05     1.99522e-03     3.95033e-05     7.60689e-04     6.85749e-05     8.38654e-04     9.24898e-06     4.17956e-04     5.55587e-06     8.07721e-05     4.43192e-06     7.37913e-05     4.65461e-08     3.42880e-06     4.38702e-07     2.09446e-05     1.53097e-05     1.45390e-03     3.93972e-06     8.58407e-05
   1.445e-01     1.75673e-01     7.45351e-01     1.00025e+01     7.05386e+00     1.69263e+01     1.76856e+00     4.89419e+07     1.31114e-03      5.68232e+00      4.64560e+00      6.43009e+00      1.17983e+00      4.80794e-02      1.67555e+00      1.61357e-01      1.01148e-01     1.67914e+00     6.29443e-01     3.50874e-01     1.38208e-04     7.05728e-05     2.75195e-05     4.66706e-03     1.04861e-07     8.87683e-03     3.98384e-06     2.13405e-05     1.99494e-03     3.94978e-05     7.60583e-04     6.85654e-05     8.38537e-04     9.24770e-06     4.17898e-04     5.55509e-06     8.07609e-05     4.43131e-06     7.37810e-05     4.65397e-08     3.42832e-06     4.38641e-07     2.09417e-05     1.53076e-05     1.45369e-03     3.93918e-06     8.58288e-05
   1.450e-01     1.76978e-01     7.47993e-01     1.00040e+01     7.05312e+00     1.69239e+01     1.76661e+00     4.89151e+07     1.31439e-03      5.64239e+00      4.59691e+00      6.41302e+00      1.15334e+00      4.58591e-02      1.82928e+00      1.54873e-01      9.70422e-02     1.67739e+00     6.30194e-01     3.50126e-01     1.39933e-04     7.97111e-05     3.11582e-05     4.65186e-03     1.04542e-07     8.87587e-03     3.96713e-06     2.13379e-05     1.99472e-03     3.94935e-05     7.60500e-04     6.85580e-05     8.38447e-04     9.24670e-06     4.17853e-04     5.55450e-06     8.07522e-05     4.43083e-06     7.37731e-05     4.65346e-08     3.42795e-06     4.38594e-07     2.09395e-05     1.53059e-05     1.45353e-03     3.93875e-06     8.58195e-05
   1.455e-01     1.78288e-01     7.50617e-01     1.00055e+01     7.05239e+00     1.69214e+01     1.76467e+00     4.88881e+07     1.31768e-03      5.60266e+00      4.54862e+00      6.39590e+00      1.12742e+00      4.37384e-02      1.99243e+00      1.48590e-01      9.30976e-02     1.67565e+00     6.30939e-01     3.49383e-01     1.41681e-04     8.98284e-05     3.51874e-05     4.63514e-03     1.04187e-07     8.87497e-03     3.95111e-06     2.13355e-05     1.99452e-03     3.94895e-05     7.60423e-04     6.85510e-05     8.38362e-04     9.24577e-06     4.17811e-04     5.55393e-06     8.07440e-05     4.43038e-06     7.37656e-05     4.65299e-08     3.42761e-06     4.38550e-07     2.09373e-05     1.53044e-05     1.45338e-03     3.93835e-06     8.58108e-05
   1.460e-01     1.79603e-01     7.53224e-01     1.00070e+01     7.05166e+00     1.69190e+01     1.76273e+00     4.88610e+07     1.32062e-03      5.56151e+00      4.49944e+00      6.37698e+00      1.10174e+00      4.17003e-02      2.16318e+00      1.42460e-01      8.92803e-02     1.67390e+00     6.31680e-01     3.48645e-01     1.43454e-04     1.00939e-04     3.96118e-05     4.61670e-03     1.03793e-07     8.87385e-03     3.93561e-06     2.13326e-05     1.99426e-03     3.94846e-05     7.60327e-04     6.85424e-05     8.38257e-04     9.24461e-06     4.17758e-04     5.55324e-06     8.07339e-05     4.42983e-06     7.37564e-05     4.65241e-08     3.42718e-06     4.38495e-07     2.09347e-05     1.53024e-05     1.45319e-03     3.93786e-06     8.58001e-05
   1.465e-01     1.80918e-01     7.55809e-01     1.00084e+01     7.05092e+00     1.69165e+01     1.76078e+00     4.88338e+07     1.32337e-03      5.51969e+00      4.44999e+00      6.35696e+00      1.07648e+00      3.97505e-02      2.33889e+00      1.36512e-01      8.56053e-02     1.67214e+00     6.32415e-01     3.47912e-01     1.45247e-04     1.12979e-04     4.44049e-05     4.59693e-03     1.03369e-07     8.87307e-03     3.92085e-06     2.13306e-05     1.99409e-03     3.94812e-05     7.60262e-04     6.85365e-05     8.38185e-04     9.24381e-06     4.17723e-04     5.55276e-06     8.07269e-05     4.42944e-06     7.37500e-05     4.65201e-08     3.42688e-06     4.38457e-07     2.09329e-05     1.53011e-05     1.45306e-03     3.93752e-06     8.57927e-05
   1.470e-01     1.82239e-01     7.58378e-01     1.00099e+01     7.05018e+00     1.69141e+01     1.75883e+00     4.88064e+07     1.32686e-03      5.48097e+00      4.40325e+00      6.34028e+00      1.05231e+00      3.79073e-02      2.52399e+00      1.30814e-01      8.21162e-02     1.67038e+00     6.33146e-01     3.47185e-01     1.47064e-04     1.26147e-04     4.96476e-05     4.57516e-03     1.02899e-07     8.87191e-03     3.90650e-06     2.13276e-05     1.99383e-03     3.94761e-05     7.60164e-04     6.85277e-05     8.38076e-04     9.24262e-06     4.17669e-04     5.55204e-06     8.07165e-05     4.42887e-06     7.37405e-05     4.65141e-08     3.42644e-06     4.38400e-07     2.09302e-05     1.52991e-05     1.45287e-03     3.93701e-06     8.57816e-05
   1.475e-01     1.83561e-01     7.60927e-01     1.00114e+01     7.04944e+00     1.69116e+01     1.75687e+00     4.87790e+07     1.32982e-03      5.44024e+00      4.35519e+00      6.32100e+00      1.02827e+00      3.61353e-02      2.71524e+00      1.25251e-01      7.87376e-02     1.66862e+00     6.33871e-01     3.46463e-01     1.48904e-04     1.40476e-04     5.53526e-05     4.55162e-03     1.02388e-07     8.87091e-03     3.89282e-06     2.13250e-05     1.99361e-03     3.94717e-05     7.60078e-04     6.85200e-05     8.37983e-04     9.24159e-06     4.17622e-04     5.55142e-06     8.07075e-05     4.42838e-06     7.37323e-05     4.65089e-08     3.42606e-06     4.38351e-07     2.09279e-05     1.52974e-05     1.45271e-03     3.93657e-06     8.57721e-05
   1.480e-01     1.84886e-01     7.63456e-01     1.00128e+01     7.04870e+00     1.69092e+01     1.75492e+00     4.87515e+07     1.33266e-03      5.39909e+00      4.30705e+00      6.30096e+00      1.00465e+00      3.44395e-02      2.91072e+00      1.19852e-01      7.54840e-02     1.66686e+00     6.34591e-01     3.45747e-01     1.50767e-04     1.55900e-04     6.14914e-05     4.52630e-03     1.01835e-07     8.86989e-03     3.87964e-06     2.13224e-05     1.99337e-03     3.94672e-05     7.59990e-04     6.85122e-05     8.37887e-04     9.24053e-06     4.17574e-04     5.55079e-06     8.06983e-05     4.42787e-06     7.37238e-05     4.65036e-08     3.42567e-06     4.38301e-07     2.09255e-05     1.52957e-05     1.45254e-03     3.93612e-06     8.57623e-05
   1.485e-01     1.86215e-01     7.65968e-01     1.00143e+01     7.04796e+00     1.69068e+01     1.75296e+00     4.87237e+07     1.33580e-03      5.35922e+00      4.26019e+00      6.28216e+00      9.81741e-01      3.28277e-02      3.11122e+00      1.14652e-01      7.23750e-02     1.66509e+00     6.35307e-01     3.45035e-01     1.52655e-04     1.72496e-04     6.80944e-05     4.49896e-03     1.01236e-07     8.86862e-03     3.86686e-06     2.13191e-05     1.99308e-03     3.94616e-05     7.59882e-04     6.85024e-05     8.37768e-04     9.23921e-06     4.17515e-04     5.55000e-06     8.06867e-05     4.42724e-06     7.37133e-05     4.64969e-08     3.42518e-06     4.38239e-07     2.09225e-05     1.52935e-05     1.45233e-03     3.93556e-06     8.57500e-05
   1.490e-01     1.87547e-01     7.68459e-01     1.00158e+01     7.04723e+00     1.69042e+01     1.75100e+00     4.86960e+07     1.33850e-03      5.31775e+00      4.21233e+00      6.26119e+00      9.59030e-01      3.12803e-02      3.31558e+00      1.09585e-01      6.93692e-02     1.66331e+00     6.36016e-01     3.44330e-01     1.54565e-04     1.90352e-04     7.51980e-05     4.46974e-03     1.00594e-07     8.86755e-03     3.85471e-06     2.13163e-05     1.99284e-03     3.94569e-05     7.59791e-04     6.84943e-05     8.37668e-04     9.23812e-06     4.17465e-04     5.54934e-06     8.06772e-05     4.42671e-06     7.37046e-05     4.64914e-08     3.42477e-06     4.38187e-07     2.09200e-05     1.52917e-05     1.45215e-03     3.93509e-06     8.57398e-05
   1.495e-01     1.88881e-01     7.70931e-01     1.00172e+01     7.04649e+00     1.69018e+01     1.74904e+00     4.86681e+07     1.34149e-03      5.27755e+00      4.16571e+00      6.24142e+00      9.37016e-01      2.98100e-02      3.52116e+00      1.04712e-01      6.64980e-02     1.66154e+00     6.36720e-01     3.43630e-01     1.56499e-04     2.09301e-04     8.27312e-05     4.43884e-03     9.99118e-08     8.86666e-03     3.84306e-06     2.13140e-05     1.99264e-03     3.94530e-05     7.59716e-04     6.84876e-05     8.37586e-04     9.23721e-06     4.17424e-04     5.54879e-06     8.06693e-05     4.42628e-06     7.36974e-05     4.64869e-08     3.42444e-06     4.38144e-07     2.09180e-05     1.52902e-05     1.45201e-03     3.93471e-06     8.57315e-05
   1.500e-01     1.90218e-01     7.73386e-01     1.00187e+01     7.04575e+00     1.68993e+01     1.74709e+00     4.86401e+07     1.34466e-03      5.23819e+00      4.12001e+00      6.22237e+00      9.15601e-01      2.84105e-02      3.72982e+00      1.00011e-01      6.37494e-02     1.65977e+00     6.37420e-01     3.42935e-01     1.58459e-04     2.29534e-04     9.07705e-05     4.40587e-03     9.91820e-08     8.86574e-03     3.83185e-06     2.13116e-05     1.99244e-03     3.94490e-05     7.59639e-04     6.84806e-05     8.37501e-04     9.23627e-06     4.17382e-04     5.54823e-06     8.06611e-05     4.42583e-06     7.36899e-05     4.64822e-08     3.42409e-06     4.38099e-07     2.09158e-05     1.52886e-05     1.45186e-03     3.93431e-06     8.57228e-05
   1.505e-01     1.91559e-01     7.75822e-01     1.00202e+01     7.04501e+00     1.68969e+01     1.74513e+00     4.86119e+07     1.34774e-03      5.19853e+00      4.07431e+00      6.20272e+00      8.94573e-01      2.70725e-02      3.94096e+00      9.54538e-02      6.11050e-02     1.65799e+00     6.38114e-01     3.42245e-01     1.60445e-04     2.51119e-04     9.93418e-05     4.37073e-03     9.84022e-08     8.86479e-03     3.82111e-06     2.13091e-05     1.99222e-03     3.94448e-05     7.59557e-04     6.84733e-05     8.37412e-04     9.23529e-06     4.17337e-04     5.54764e-06     8.06525e-05     4.42536e-06     7.36820e-05     4.64772e-08     3.42372e-06     4.38053e-07     2.09136e-05     1.52870e-05     1.45170e-03     3.93389e-06     8.57136e-05
   1.510e-01     1.92903e-01     7.78239e-01     1.00216e+01     7.04427e+00     1.68944e+01     1.74317e+00     4.85836e+07     1.35056e-03      5.15804e+00      4.02822e+00      6.18178e+00      8.73847e-01      2.57914e-02      4.14968e+00      9.10394e-02      5.85568e-02     1.65621e+00     6.38804e-01     3.41559e-01     1.62454e-04     2.73854e-04     1.08361e-04     4.33385e-03     9.75817e-08     8.86402e-03     3.81084e-06     2.13070e-05     1.99205e-03     3.94414e-05     7.59492e-04     6.84675e-05     8.37341e-04     9.23450e-06     4.17302e-04     5.54717e-06     8.06456e-05     4.42498e-06     7.36758e-05     4.64732e-08     3.42343e-06     4.38015e-07     2.09118e-05     1.52857e-05     1.45158e-03     3.93356e-06     8.57063e-05
   1.515e-01     1.94248e-01     7.80635e-01     1.00230e+01     7.04353e+00     1.68919e+01     1.74120e+00     4.85552e+07     1.35323e-03      5.11709e+00      3.98204e+00      6.16000e+00      8.53481e-01      2.45669e-02      4.35675e+00      8.67688e-02      5.61055e-02     1.65442e+00     6.39488e-01     3.40880e-01     1.64488e-04     2.97826e-04     1.17859e-04     4.29494e-03     9.67139e-08     8.86312e-03     3.80092e-06     2.13047e-05     1.99185e-03     3.94375e-05     7.59415e-04     6.84607e-05     8.37257e-04     9.23358e-06     4.17260e-04     5.54661e-06     8.06376e-05     4.42454e-06     7.36684e-05     4.64686e-08     3.42309e-06     4.37972e-07     2.09098e-05     1.52842e-05     1.45143e-03     3.93316e-06     8.56978e-05
   1.520e-01     1.95597e-01     7.83014e-01     1.00244e+01     7.04279e+00     1.68895e+01     1.73924e+00     4.85267e+07     1.35585e-03      5.07616e+00      3.93611e+00      6.13793e+00      8.33535e-01      2.33981e-02      4.56299e+00      8.26426e-02      5.37511e-02     1.65263e+00     6.40168e-01     3.40206e-01     1.66550e-04     3.23124e-04     1.27870e-04     4.25380e-03     9.57942e-08     8.86196e-03     3.79129e-06     2.13017e-05     1.99158e-03     3.94324e-05     7.59316e-04     6.84518e-05     8.37149e-04     9.23238e-06     4.17206e-04     5.54589e-06     8.06271e-05     4.42397e-06     7.36588e-05     4.64626e-08     3.42265e-06     4.37915e-07     2.09070e-05     1.52822e-05     1.45123e-03     3.93265e-06     8.56866e-05
   1.525e-01     1.96950e-01     7.85378e-01     1.00258e+01     7.04205e+00     1.68870e+01     1.73727e+00     4.84980e+07     1.35850e-03      5.03541e+00      3.89056e+00      6.11583e+00      8.14021e-01      2.22825e-02      4.76664e+00      7.86604e-02      5.14904e-02     1.65084e+00     6.40843e-01     3.39536e-01     1.68640e-04     3.49700e-04     1.38368e-04     4.21070e-03     9.48291e-08     8.86093e-03     3.78209e-06     2.12990e-05     1.99135e-03     3.94279e-05     7.59229e-04     6.84440e-05     8.37053e-04     9.23133e-06     4.17158e-04     5.54526e-06     8.06179e-05     4.42346e-06     7.36504e-05     4.64573e-08     3.42225e-06     4.37865e-07     2.09046e-05     1.52805e-05     1.45106e-03     3.93220e-06     8.56768e-05
   1.530e-01     1.98305e-01     7.87721e-01     1.00273e+01     7.04130e+00     1.68845e+01     1.73530e+00     4.84692e+07     1.36120e-03      4.99500e+00      3.84552e+00      6.09383e+00      7.94978e-01      2.12198e-02      4.96629e+00      7.48281e-02      4.93243e-02     1.64905e+00     6.41514e-01     3.38872e-01     1.70755e-04     3.77466e-04     1.49314e-04     4.16573e-03     9.38206e-08     8.85993e-03     3.77327e-06     2.12965e-05     1.99113e-03     3.94235e-05     7.59145e-04     6.84364e-05     8.36961e-04     9.23031e-06     4.17112e-04     5.54465e-06     8.06090e-05     4.42297e-06     7.36423e-05     4.64522e-08     3.42188e-06     4.37817e-07     2.09023e-05     1.52788e-05     1.45090e-03     3.93177e-06     8.56674e-05
   1.535e-01     1.99661e-01     7.90042e-01     1.00287e+01     7.04056e+00     1.68820e+01     1.73333e+00     4.84403e+07     1.36388e-03      4.95475e+00      3.80089e+00      6.07170e+00      7.76381e-01      2.02081e-02      5.16082e+00      7.11429e-02      4.72494e-02     1.64725e+00     6.42178e-01     3.38214e-01     1.72894e-04     4.06375e-04     1.60684e-04     4.11891e-03     9.27685e-08     8.85881e-03     3.76474e-06     2.12936e-05     1.99088e-03     3.94187e-05     7.59051e-04     6.84280e-05     8.36857e-04     9.22917e-06     4.17061e-04     5.54396e-06     8.05990e-05     4.42243e-06     7.36332e-05     4.64464e-08     3.42145e-06     4.37762e-07     2.08998e-05     1.52769e-05     1.45072e-03     3.93128e-06     8.56568e-05
   1.540e-01     2.01021e-01     7.92346e-01     1.00301e+01     7.03982e+00     1.68795e+01     1.73136e+00     4.84114e+07     1.36648e-03      4.91437e+00      3.75640e+00      6.04910e+00      7.58142e-01      1.92418e-02      5.34953e+00      6.75910e-02      4.52556e-02     1.64545e+00     6.42838e-01     3.37560e-01     1.75061e-04     4.36461e-04     1.72484e-04     4.07026e-03     9.16736e-08     8.85771e-03     3.75655e-06     2.12908e-05     1.99063e-03     3.94139e-05     7.58957e-04     6.84196e-05     8.36755e-04     9.22804e-06     4.17010e-04     5.54329e-06     8.05892e-05     4.42189e-06     7.36242e-05     4.64407e-08     3.42104e-06     4.37709e-07     2.08972e-05     1.52750e-05     1.45054e-03     3.93081e-06     8.56464e-05
   1.545e-01     2.02384e-01     7.94632e-01     1.00315e+01     7.03907e+00     1.68770e+01     1.72939e+00     4.83823e+07     1.36942e-03      4.87535e+00      3.71317e+00      6.02791e+00      7.40479e-01      1.83243e-02      5.53427e+00      6.41867e-02      4.33522e-02     1.64365e+00     6.43493e-01     3.36911e-01     1.77258e-04     4.67792e-04     1.84728e-04     4.01990e-03     9.05385e-08     8.85702e-03     3.74886e-06     2.12889e-05     1.99047e-03     3.94108e-05     7.58899e-04     6.84144e-05     8.36691e-04     9.22734e-06     4.16978e-04     5.54286e-06     8.05830e-05     4.42155e-06     7.36186e-05     4.64372e-08     3.42077e-06     4.37675e-07     2.08956e-05     1.52738e-05     1.45042e-03     3.93050e-06     8.56398e-05
   1.550e-01     2.03749e-01     7.96900e-01     1.00330e+01     7.03834e+00     1.68746e+01     1.72742e+00     4.83531e+07     1.37251e-03      4.83698e+00      3.67069e+00      6.00726e+00      7.23292e-01      1.74517e-02      5.71275e+00      6.09220e-02      4.15314e-02     1.64184e+00     6.44143e-01     3.36267e-01     1.79483e-04     5.00255e-04     1.97366e-04     3.96793e-03     8.93657e-08     8.85658e-03     3.74158e-06     2.12877e-05     1.99037e-03     3.94089e-05     7.58863e-04     6.84111e-05     8.36651e-04     9.22689e-06     4.16958e-04     5.54260e-06     8.05792e-05     4.42134e-06     7.36150e-05     4.64350e-08     3.42061e-06     4.37655e-07     2.08946e-05     1.52731e-05     1.45035e-03     3.93031e-06     8.56357e-05
   1.555e-01     2.05117e-01     7.99149e-01     1.00344e+01     7.03760e+00     1.68721e+01     1.72544e+00     4.83238e+07     1.37500e-03      4.79669e+00      3.62698e+00      5.98388e+00      7.06185e-01      1.66127e-02      5.87986e+00      5.77645e-02      3.97683e-02     1.64003e+00     6.44788e-01     3.35628e-01     1.81734e-04     5.33633e-04     2.10309e-04     3.91427e-03     8.81533e-08     8.85563e-03     3.73434e-06     2.12852e-05     1.99016e-03     3.94048e-05     7.58782e-04     6.84039e-05     8.36563e-04     9.22593e-06     4.16914e-04     5.54202e-06     8.05707e-05     4.42087e-06     7.36073e-05     4.64301e-08     3.42025e-06     4.37609e-07     2.08924e-05     1.52715e-05     1.45019e-03     3.92990e-06     8.56267e-05
   1.560e-01     2.06487e-01     8.01378e-01     1.00358e+01     7.03685e+00     1.68695e+01     1.72346e+00     4.82945e+07     1.37747e-03      4.75651e+00      3.58362e+00      5.96033e+00      6.89454e-01      1.58130e-02      6.03948e+00      5.47334e-02      3.80773e-02     1.63822e+00     6.45428e-01     3.34996e-01     1.84013e-04     5.68066e-04     2.23585e-04     3.85871e-03     8.68964e-08     8.85408e-03     3.72717e-06     2.12813e-05     1.98981e-03     3.93980e-05     7.58650e-04     6.83921e-05     8.36419e-04     9.22433e-06     4.16842e-04     5.54106e-06     8.05568e-05     4.42011e-06     7.35946e-05     4.64221e-08     3.41966e-06     4.37533e-07     2.08888e-05     1.52689e-05     1.44994e-03     3.92922e-06     8.56119e-05
   1.565e-01     2.07858e-01     8.03588e-01     1.00371e+01     7.03610e+00     1.68670e+01     1.72148e+00     4.82650e+07     1.37996e-03      4.71666e+00      3.54074e+00      5.93685e+00      6.73128e-01      1.50519e-02      6.19072e+00      5.18306e-02      3.64581e-02     1.63641e+00     6.46064e-01     3.34368e-01     1.86320e-04     6.03504e-04     2.37166e-04     3.80178e-03     8.56071e-08     8.85275e-03     3.72038e-06     2.12780e-05     1.98951e-03     3.93922e-05     7.58538e-04     6.83820e-05     8.36295e-04     9.22297e-06     4.16781e-04     5.54024e-06     8.05449e-05     4.41946e-06     7.35838e-05     4.64152e-08     3.41916e-06     4.37469e-07     2.08857e-05     1.52666e-05     1.44973e-03     3.92865e-06     8.55993e-05
