 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   1.765e-01     2.64435e-01     8.77118e-01     1.00894e+01     7.00406e+00     1.67651e+01     1.64178e+00     4.70509e+07     1.46098e-03      3.23809e+00      2.09743e+00      4.88356e+00      2.47037e-01      1.94149e-03      5.24107e+00      3.84384e-03      6.07341e-03     1.56433e+00     6.75508e-01     3.07009e-01     3.21238e-04     2.17234e-03     5.43681e-04     1.37360e-03     3.03531e-08     7.58717e-03     3.08597e-06     1.82680e-05     1.86996e-03     3.15115e-05     6.96654e-04     6.13763e-05     7.68089e-04     7.54969e-06     3.91712e-04     5.32826e-06     1.04494e-04     4.34938e-06     7.07681e-05     5.49189e-08     3.44320e-06     3.34201e-07     1.83186e-05     1.53749e-05     1.33138e-03     4.23930e-06     7.86182e-05
   1.770e-01     2.65890e-01     8.78620e-01     1.00906e+01     7.00331e+00     1.67625e+01     1.63974e+00     4.70181e+07     1.46249e-03      3.20508e+00      2.06805e+00      4.85599e+00      2.40821e-01      1.84329e-03      5.11094e+00      3.60785e-03      5.79999e-03     1.56240e+00     6.75955e-01     3.06563e-01     3.25273e-04     2.20092e-03     5.39192e-04     1.34484e-03     2.97119e-08     7.58669e-03     3.08495e-06     1.82667e-05     1.86984e-03     3.15096e-05     6.96611e-04     6.13726e-05     7.68043e-04     7.54924e-06     3.91689e-04     5.32794e-06     1.04488e-04     4.34913e-06     7.07639e-05     5.49156e-08     3.44300e-06     3.34181e-07     1.83175e-05     1.53740e-05     1.33129e-03     4.23905e-06     7.86136e-05
   1.775e-01     2.67346e-01     8.80106e-01     1.00918e+01     7.00256e+00     1.67598e+01     1.63770e+00     4.69852e+07     1.46363e-03      3.17153e+00      2.03851e+00      4.82726e+00      2.34699e-01      1.74954e-03      4.98024e+00      3.38707e-03      5.53721e-03     1.56047e+00     6.76398e-01     3.06122e-01     3.29362e-04     2.22877e-03     5.34236e-04     1.31730e-03     2.91005e-08     7.58596e-03     3.08386e-06     1.82647e-05     1.86966e-03     3.15066e-05     6.96546e-04     6.13669e-05     7.67972e-04     7.54853e-06     3.91652e-04     5.32745e-06     1.04478e-04     4.34872e-06     7.07573e-05     5.49105e-08     3.44268e-06     3.34149e-07     1.83158e-05     1.53726e-05     1.33116e-03     4.23865e-06     7.86062e-05
   1.780e-01     2.68804e-01     8.81577e-01     1.00930e+01     7.00181e+00     1.67571e+01     1.63565e+00     4.69521e+07     1.46467e-03      3.13800e+00      2.00917e+00      4.79825e+00      2.28708e-01      1.66030e-03      4.85005e+00      3.18092e-03      5.28552e-03     1.55854e+00     6.76838e-01     3.05685e-01     3.33504e-04     2.25590e-03     5.28844e-04     1.29095e-03     2.85188e-08     7.58501e-03     3.08272e-06     1.82623e-05     1.86942e-03     3.15027e-05     6.96459e-04     6.13593e-05     7.67877e-04     7.54760e-06     3.91604e-04     5.32679e-06     1.04465e-04     4.34818e-06     7.07485e-05     5.49037e-08     3.44225e-06     3.34108e-07     1.83135e-05     1.53707e-05     1.33100e-03     4.23813e-06     7.85965e-05
   1.785e-01     2.70264e-01     8.83033e-01     1.00942e+01     7.00106e+00     1.67545e+01     1.63361e+00     4.69190e+07     1.46614e-03      3.10568e+00      1.98077e+00      4.77070e+00      2.22934e-01      1.57604e-03      4.72245e+00      2.98978e-03      5.04667e-03     1.55661e+00     6.77273e-01     3.05251e-01     3.37697e-04     2.28238e-03     5.23073e-04     1.26584e-03     2.79690e-08     7.58422e-03     3.08167e-06     1.82603e-05     1.86924e-03     3.14995e-05     6.96388e-04     6.13530e-05     7.67798e-04     7.54683e-06     3.91564e-04     5.32625e-06     1.04454e-04     4.34774e-06     7.07413e-05     5.48981e-08     3.44190e-06     3.34074e-07     1.83117e-05     1.53691e-05     1.33086e-03     4.23770e-06     7.85885e-05
   1.790e-01     2.71726e-01     8.84474e-01     1.00955e+01     7.00031e+00     1.67519e+01     1.63156e+00     4.68860e+07     1.46750e-03      3.07342e+00      1.95259e+00      4.74289e+00      2.17290e-01      1.49595e-03      4.59583e+00      2.81150e-03      4.81821e-03     1.55467e+00     6.77703e-01     3.04822e-01     3.41943e-04     2.30822e-03     5.16947e-04     1.24195e-03     2.74518e-08     7.58358e-03     3.08072e-06     1.82586e-05     1.86908e-03     3.14969e-05     6.96331e-04     6.13480e-05     7.67735e-04     7.54621e-06     3.91532e-04     5.32581e-06     1.04446e-04     4.34738e-06     7.07355e-05     5.48936e-08     3.44162e-06     3.34047e-07     1.83102e-05     1.53678e-05     1.33074e-03     4.23735e-06     7.85820e-05
   1.795e-01     2.73188e-01     8.85899e-01     1.00966e+01     6.99956e+00     1.67492e+01     1.62951e+00     4.68529e+07     1.46850e-03      3.04066e+00      1.92428e+00      4.71400e+00      2.11733e-01      1.41952e-03      4.46951e+00      2.64457e-03      4.59874e-03     1.55273e+00     6.78130e-01     3.04396e-01     3.46242e-04     2.33343e-03     5.10491e-04     1.21922e-03     2.69671e-08     7.58301e-03     3.07983e-06     1.82570e-05     1.86894e-03     3.14947e-05     6.96280e-04     6.13436e-05     7.67680e-04     7.54567e-06     3.91504e-04     5.32542e-06     1.04438e-04     4.34707e-06     7.07304e-05     5.48896e-08     3.44137e-06     3.34023e-07     1.83088e-05     1.53667e-05     1.33065e-03     4.23704e-06     7.85764e-05
   1.800e-01     2.74650e-01     8.87308e-01     1.00978e+01     6.99882e+00     1.67465e+01     1.62746e+00     4.68197e+07     1.46963e-03      3.00847e+00      1.89650e+00      4.68561e+00      2.06336e-01      1.34709e-03      4.34527e+00      2.48907e-03      4.38956e-03     1.55079e+00     6.78552e-01     3.03974e-01     3.50592e-04     2.35802e-03     5.03742e-04     1.19756e-03     2.65148e-08     7.58252e-03     3.07900e-06     1.82557e-05     1.86882e-03     3.14928e-05     6.96237e-04     6.13399e-05     7.67633e-04     7.54521e-06     3.91480e-04     5.32510e-06     1.04432e-04     4.34680e-06     7.07261e-05     5.48863e-08     3.44116e-06     3.34002e-07     1.83077e-05     1.53658e-05     1.33057e-03     4.23679e-06     7.85716e-05
   1.805e-01     2.76114e-01     8.88702e-01     1.00990e+01     6.99807e+00     1.67438e+01     1.62541e+00     4.67864e+07     1.47094e-03      2.97693e+00      1.86931e+00      4.65788e+00      2.01100e-01      1.27850e-03      4.22333e+00      2.34427e-03      4.19033e-03     1.54885e+00     6.78971e-01     3.03555e-01     3.54998e-04     2.38195e-03     4.96713e-04     1.17693e-03     2.60969e-08     7.58198e-03     3.07817e-06     1.82544e-05     1.86870e-03     3.14907e-05     6.96190e-04     6.13358e-05     7.67583e-04     7.54471e-06     3.91454e-04     5.32475e-06     1.04425e-04     4.34652e-06     7.07214e-05     5.48827e-08     3.44094e-06     3.33980e-07     1.83065e-05     1.53648e-05     1.33047e-03     4.23651e-06     7.85664e-05
   1.810e-01     2.77580e-01     8.90082e-01     1.01003e+01     6.99733e+00     1.67411e+01     1.62335e+00     4.67530e+07     1.47225e-03      2.94562e+00      1.84242e+00      4.63018e+00      1.95990e-01      1.21331e-03      4.10307e+00      2.20902e-03      3.99986e-03     1.54690e+00     6.79386e-01     3.03141e-01     3.59462e-04     2.40519e-03     4.89406e-04     1.15729e-03     2.57168e-08     7.58124e-03     3.07729e-06     1.82524e-05     1.86852e-03     3.14877e-05     6.96123e-04     6.13300e-05     7.67510e-04     7.54400e-06     3.91417e-04     5.32425e-06     1.04415e-04     4.34611e-06     7.07147e-05     5.48775e-08     3.44061e-06     3.33949e-07     1.83048e-05     1.53633e-05     1.33034e-03     4.23610e-06     7.85590e-05
   1.815e-01     2.79048e-01     8.91447e-01     1.01015e+01     6.99658e+00     1.67385e+01     1.62129e+00     4.67196e+07     1.47351e-03      2.91445e+00      1.81580e+00      4.60239e+00      1.90997e-01      1.15133e-03      3.98445e+00      2.08259e-03      3.81765e-03     1.54495e+00     6.79797e-01     3.02730e-01     3.63985e-04     2.42774e-03     4.81852e-04     1.13863e-03     2.53799e-08     7.58033e-03     3.07637e-06     1.82501e-05     1.86829e-03     3.14840e-05     6.96042e-04     6.13228e-05     7.67420e-04     7.54312e-06     3.91371e-04     5.32362e-06     1.04403e-04     4.34560e-06     7.07065e-05     5.48711e-08     3.44021e-06     3.33910e-07     1.83027e-05     1.53616e-05     1.33019e-03     4.23561e-06     7.85498e-05
   1.820e-01     2.80517e-01     8.92798e-01     1.01027e+01     6.99583e+00     1.67358e+01     1.61923e+00     4.66862e+07     1.47478e-03      2.88359e+00      1.78953e+00      4.57473e+00      1.86134e-01      1.09252e-03      3.86789e+00      1.96458e-03      3.64372e-03     1.54299e+00     6.80204e-01     3.02323e-01     3.68563e-04     2.44965e-03     4.74101e-04     1.12096e-03     2.50930e-08     7.57947e-03     3.07548e-06     1.82478e-05     1.86808e-03     3.14805e-05     6.95964e-04     6.13160e-05     7.67335e-04     7.54228e-06     3.91328e-04     5.32303e-06     1.04391e-04     4.34512e-06     7.06986e-05     5.48650e-08     3.43983e-06     3.33873e-07     1.83006e-05     1.53598e-05     1.33004e-03     4.23514e-06     7.85411e-05
   1.825e-01     2.81985e-01     8.94133e-01     1.01039e+01     6.99508e+00     1.67331e+01     1.61717e+00     4.66528e+07     1.47601e-03      2.85296e+00      1.76359e+00      4.54707e+00      1.81392e-01      1.03670e-03      3.75338e+00      1.85435e-03      3.47766e-03     1.54104e+00     6.80607e-01     3.01921e-01     3.73196e-04     2.47097e-03     4.66185e-04     1.10425e-03     2.48640e-08     7.57875e-03     3.07468e-06     1.82459e-05     1.86790e-03     3.14776e-05     6.95900e-04     6.13104e-05     7.67265e-04     7.54159e-06     3.91292e-04     5.32254e-06     1.04382e-04     4.34472e-06     7.06921e-05     5.48599e-08     3.43951e-06     3.33842e-07     1.82989e-05     1.53584e-05     1.32991e-03     4.23475e-06     7.85339e-05
   1.830e-01     2.83455e-01     8.95454e-01     1.01051e+01     6.99433e+00     1.67305e+01     1.61511e+00     4.66193e+07     1.47707e-03      2.82223e+00      1.73774e+00      4.51893e+00      1.76746e-01      9.83571e-04      3.64050e+00      1.75101e-03      3.31859e-03     1.53908e+00     6.81006e-01     3.01521e-01     3.77890e-04     2.49173e-03     4.58118e-04     1.08843e-03     2.47018e-08     7.57819e-03     3.07396e-06     1.82444e-05     1.86776e-03     3.14754e-05     6.95849e-04     6.13060e-05     7.67209e-04     7.54104e-06     3.91264e-04     5.32216e-06     1.04374e-04     4.34440e-06     7.06870e-05     5.48560e-08     3.43926e-06     3.33818e-07     1.82976e-05     1.53573e-05     1.32981e-03     4.23444e-06     7.85282e-05
   1.835e-01     2.84927e-01     8.96761e-01     1.01062e+01     6.99358e+00     1.67278e+01     1.61304e+00     4.65857e+07     1.47793e-03      2.79139e+00      1.71199e+00      4.49028e+00      1.72191e-01      9.32982e-04      3.52930e+00      1.65404e-03      3.16618e-03     1.53712e+00     6.81402e-01     3.01125e-01     3.82644e-04     2.51191e-03     4.49917e-04     1.07345e-03     2.46174e-08     7.57763e-03     3.07327e-06     1.82430e-05     1.86763e-03     3.14731e-05     6.95799e-04     6.13016e-05     7.67154e-04     7.54050e-06     3.91236e-04     5.32178e-06     1.04367e-04     4.34409e-06     7.06820e-05     5.48521e-08     3.43902e-06     3.33794e-07     1.82963e-05     1.53562e-05     1.32971e-03     4.23414e-06     7.85226e-05
   1.840e-01     2.86398e-01     8.98052e-01     1.01074e+01     6.99283e+00     1.67251e+01     1.61098e+00     4.65521e+07     1.47871e-03      2.76072e+00      1.68651e+00      4.46153e+00      1.67748e-01      8.84970e-04      3.42031e+00      1.56328e-03      3.02066e-03     1.53516e+00     6.81793e-01     3.00733e-01     3.87454e-04     2.53139e-03     4.41600e-04     1.05925e-03     2.46241e-08     7.57683e-03     3.07250e-06     1.82409e-05     1.86743e-03     3.14699e-05     6.95728e-04     6.12953e-05     7.67075e-04     7.53973e-06     3.91195e-04     5.32123e-06     1.04356e-04     4.34365e-06     7.06747e-05     5.48464e-08     3.43866e-06     3.33760e-07     1.82944e-05     1.53546e-05     1.32957e-03     4.23371e-06     7.85145e-05
   1.845e-01     2.87869e-01     8.99328e-01     1.01086e+01     6.99209e+00     1.67224e+01     1.60891e+00     4.65186e+07     1.47957e-03      2.73049e+00      1.66147e+00      4.43313e+00      1.63430e-01      8.39490e-04      3.31391e+00      1.47843e-03      2.88200e-03     1.53320e+00     6.82181e-01     3.00345e-01     3.92320e-04     2.55023e-03     4.33193e-04     1.04581e-03     2.47420e-08     7.57587e-03     3.07169e-06     1.82385e-05     1.86720e-03     3.14660e-05     6.95642e-04     6.12877e-05     7.66981e-04     7.53880e-06     3.91147e-04     5.32058e-06     1.04343e-04     4.34311e-06     7.06660e-05     5.48397e-08     3.43824e-06     3.33718e-07     1.82922e-05     1.53528e-05     1.32940e-03     4.23318e-06     7.85048e-05
   1.850e-01     2.89343e-01     9.00592e-01     1.01098e+01     6.99135e+00     1.67196e+01     1.60684e+00     4.64849e+07     1.48068e-03      2.70095e+00      1.63700e+00      4.40553e+00      1.59243e-01      7.96409e-04      3.21023e+00      1.39908e-03      2.74992e-03     1.53123e+00     6.82565e-01     2.99960e-01     3.97254e-04     2.56858e-03     4.24721e-04     1.03314e-03     2.49975e-08     7.57514e-03     3.07099e-06     1.82366e-05     1.86702e-03     3.14631e-05     6.95577e-04     6.12821e-05     7.66910e-04     7.53810e-06     3.91111e-04     5.32008e-06     1.04334e-04     4.34271e-06     7.06595e-05     5.48346e-08     3.43792e-06     3.33688e-07     1.82905e-05     1.53513e-05     1.32927e-03     4.23279e-06     7.84976e-05
   1.855e-01     2.90820e-01     9.01843e-01     1.01110e+01     6.99060e+00     1.67170e+01     1.60477e+00     4.64512e+07     1.48194e-03      2.67194e+00      1.61299e+00      4.37846e+00      1.55173e-01      7.55555e-04      3.10912e+00      1.32471e-03      2.62396e-03     1.52925e+00     6.82946e-01     2.99577e-01     4.02256e-04     2.58649e-03     4.16202e-04     1.02118e-03     2.54105e-08     7.57464e-03     3.07040e-06     1.82353e-05     1.86690e-03     3.14611e-05     6.95532e-04     6.12782e-05     7.66862e-04     7.53763e-06     3.91087e-04     5.31975e-06     1.04327e-04     4.34244e-06     7.06550e-05     5.48311e-08     3.43770e-06     3.33667e-07     1.82893e-05     1.53504e-05     1.32918e-03     4.23253e-06     7.84927e-05
   1.860e-01     2.92297e-01     9.03080e-01     1.01122e+01     6.98985e+00     1.67143e+01     1.60270e+00     4.64174e+07     1.48307e-03      2.64295e+00      1.58915e+00      4.35110e+00      1.51195e-01      7.16727e-04      3.01012e+00      1.25481e-03      2.50351e-03     1.52727e+00     6.83323e-01     2.99199e-01     4.07319e-04     2.60380e-03     4.07645e-04     1.00986e-03     2.59960e-08     7.57399e-03     3.06976e-06     1.82335e-05     1.86674e-03     3.14585e-05     6.95474e-04     6.12732e-05     7.66799e-04     7.53701e-06     3.91054e-04     5.31931e-06     1.04318e-04     4.34208e-06     7.06492e-05     5.48267e-08     3.43742e-06     3.33639e-07     1.82878e-05     1.53491e-05     1.32907e-03     4.23218e-06     7.84862e-05
   1.865e-01     2.93774e-01     9.04302e-01     1.01133e+01     6.98910e+00     1.67116e+01     1.60062e+00     4.63836e+07     1.48396e-03      2.61380e+00      1.56539e+00      4.32312e+00      1.47294e-01      6.79788e-04      2.91308e+00      1.18898e-03      2.38820e-03     1.52529e+00     6.83696e-01     2.98825e-01     4.12442e-04     2.62053e-03     3.99069e-04     9.99130e-04     2.67822e-08     7.57316e-03     3.06906e-06     1.82314e-05     1.86654e-03     3.14552e-05     6.95400e-04     6.12667e-05     7.66717e-04     7.53621e-06     3.91013e-04     5.31875e-06     1.04307e-04     4.34162e-06     7.06417e-05     5.48208e-08     3.43706e-06     3.33604e-07     1.82859e-05     1.53475e-05     1.32893e-03     4.23173e-06     7.84779e-05
   1.870e-01     2.95251e-01     9.05510e-01     1.01145e+01     6.98835e+00     1.67088e+01     1.59854e+00     4.63498e+07     1.48464e-03      2.58460e+00      1.54174e+00      4.29469e+00      1.43475e-01      6.44660e-04      2.81807e+00      1.12700e-03      2.27785e-03     1.52331e+00     6.84065e-01     2.98454e-01     4.17628e-04     2.63675e-03     3.90497e-04     9.89008e-04     2.78087e-08     7.57237e-03     3.06839e-06     1.82293e-05     1.86635e-03     3.14521e-05     6.95330e-04     6.12606e-05     7.66641e-04     7.53546e-06     3.90974e-04     5.31822e-06     1.04297e-04     4.34119e-06     7.06347e-05     5.48154e-08     3.43671e-06     3.33571e-07     1.82841e-05     1.53460e-05     1.32881e-03     4.23131e-06     7.84701e-05
   1.875e-01     2.96730e-01     9.06705e-01     1.01156e+01     6.98761e+00     1.67061e+01     1.59646e+00     4.63159e+07     1.48520e-03      2.55544e+00      1.51829e+00      4.26601e+00      1.39741e-01      6.11273e-04      2.72521e+00      1.06864e-03      2.17233e-03     1.52133e+00     6.84431e-01     2.98087e-01     4.22881e-04     2.65254e-03     3.81953e-04     9.79497e-04     2.91191e-08     7.57182e-03     3.06784e-06     1.82279e-05     1.86621e-03     3.14499e-05     6.95281e-04     6.12563e-05     7.66587e-04     7.53493e-06     3.90947e-04     5.31784e-06     1.04290e-04     4.34088e-06     7.06297e-05     5.48115e-08     3.43647e-06     3.33547e-07     1.82828e-05     1.53449e-05     1.32871e-03     4.23101e-06     7.84646e-05
   1.880e-01     2.98209e-01     9.07887e-01     1.01167e+01     6.98686e+00     1.67034e+01     1.59438e+00     4.62820e+07     1.48577e-03      2.52656e+00      1.49515e+00      4.23746e+00      1.36102e-01      5.79594e-04      2.63472e+00      1.01375e-03      2.07161e-03     1.51934e+00     6.84793e-01     2.97722e-01     4.28201e-04     2.66785e-03     3.73444e-04     9.70560e-04     3.07724e-08     7.57132e-03     3.06733e-06     1.82266e-05     1.86610e-03     3.14479e-05     6.95238e-04     6.12525e-05     7.66540e-04     7.53446e-06     3.90922e-04     5.31752e-06     1.04283e-04     4.34061e-06     7.06254e-05     5.48081e-08     3.43626e-06     3.33527e-07     1.82817e-05     1.53439e-05     1.32863e-03     4.23075e-06     7.84597e-05
   1.885e-01     2.99689e-01     9.09055e-01     1.01179e+01     6.98611e+00     1.67007e+01     1.59230e+00     4.62481e+07     1.48647e-03      2.49820e+00      1.47245e+00      4.20943e+00      1.32570e-01      5.49596e-04      2.54684e+00      9.62212e-04      1.97569e-03     1.51735e+00     6.85152e-01     2.97361e-01     4.33589e-04     2.68258e-03     3.64978e-04     9.62144e-04     3.28308e-08     7.57067e-03     3.06676e-06     1.82248e-05     1.86594e-03     3.14453e-05     6.95178e-04     6.12473e-05     7.66475e-04     7.53383e-06     3.90889e-04     5.31707e-06     1.04274e-04     4.34025e-06     7.06194e-05     5.48035e-08     3.43597e-06     3.33498e-07     1.82801e-05     1.53426e-05     1.32850e-03     4.23039e-06     7.84531e-05
   1.890e-01     3.01169e-01     9.10210e-01     1.01190e+01     6.98537e+00     1.66980e+01     1.59021e+00     4.62142e+07     1.48734e-03      2.47040e+00      1.45024e+00      4.18202e+00      1.29144e-01      5.21206e-04      2.46160e+00      9.13801e-04      1.88440e-03     1.51536e+00     6.85507e-01     2.97004e-01     4.39044e-04     2.69675e-03     3.56569e-04     9.54216e-04     3.53424e-08     7.56983e-03     3.06614e-06     1.82227e-05     1.86573e-03     3.14418e-05     6.95101e-04     6.12406e-05     7.66391e-04     7.53300e-06     3.90846e-04     5.31648e-06     1.04263e-04     4.33977e-06     7.06116e-05     5.47975e-08     3.43559e-06     3.33462e-07     1.82781e-05     1.53409e-05     1.32835e-03     4.22993e-06     7.84444e-05
   1.895e-01     3.02651e-01     9.11352e-01     1.01202e+01     6.98462e+00     1.66953e+01     1.58813e+00     4.61802e+07     1.48829e-03      2.44297e+00      1.42839e+00      4.15489e+00      1.25811e-01      4.94294e-04      2.37879e+00      8.68207e-04      1.79735e-03     1.51337e+00     6.85859e-01     2.96650e-01     4.44568e-04     2.71048e-03     3.48232e-04     9.46759e-04     3.83383e-08     7.56905e-03     3.06555e-06     1.82206e-05     1.86554e-03     3.14386e-05     6.95031e-04     6.12343e-05     7.66313e-04     7.53223e-06     3.90807e-04     5.31594e-06     1.04252e-04     4.33933e-06     7.06044e-05     5.47919e-08     3.43524e-06     3.33428e-07     1.82762e-05     1.53394e-05     1.32820e-03     4.22950e-06     7.84365e-05
   1.900e-01     3.04133e-01     9.12481e-01     1.01214e+01     6.98388e+00     1.66925e+01     1.58604e+00     4.61461e+07     1.48916e-03      2.41569e+00      1.40677e+00      4.12769e+00      1.22557e-01      4.68736e-04      2.29817e+00      8.25150e-04      1.71419e-03     1.51137e+00     6.86207e-01     2.96299e-01     4.50162e-04     2.72382e-03     3.39978e-04     9.39749e-04     4.18638e-08     7.56840e-03     3.06502e-06     1.82190e-05     1.86538e-03     3.14360e-05     6.94974e-04     6.12293e-05     7.66250e-04     7.53161e-06     3.90774e-04     5.31550e-06     1.04244e-04     4.33897e-06     7.05986e-05     5.47874e-08     3.43496e-06     3.33400e-07     1.82747e-05     1.53381e-05     1.32809e-03     4.22915e-06     7.84300e-05
   1.905e-01     3.05616e-01     9.13597e-01     1.01225e+01     6.98313e+00     1.66898e+01     1.58394e+00     4.61121e+07     1.48984e-03      2.38835e+00      1.38526e+00      4.10003e+00      1.19370e-01      4.44430e-04      2.21951e+00      7.84406e-04      1.63461e-03     1.50937e+00     6.86552e-01     2.95952e-01     4.55828e-04     2.73672e-03     3.31813e-04     9.33152e-04     4.59818e-08     7.56776e-03     3.06451e-06     1.82173e-05     1.86522e-03     3.14335e-05     6.94916e-04     6.12243e-05     7.66188e-04     7.53100e-06     3.90743e-04     5.31507e-06     1.04235e-04     4.33862e-06     7.05929e-05     5.47829e-08     3.43468e-06     3.33373e-07     1.82733e-05     1.53369e-05     1.32798e-03     4.22881e-06     7.84236e-05
   1.910e-01     3.07100e-01     9.14700e-01     1.01237e+01     6.98239e+00     1.66870e+01     1.58185e+00     4.60780e+07     1.49032e-03      2.36097e+00      1.36386e+00      4.07199e+00      1.16250e-01      4.21318e-04      2.14283e+00      7.45835e-04      1.55847e-03     1.50736e+00     6.86893e-01     2.95608e-01     4.61565e-04     2.74917e-03     3.23743e-04     9.26942e-04     5.07674e-08     7.56705e-03     3.06398e-06     1.82154e-05     1.86505e-03     3.14306e-05     6.94852e-04     6.12188e-05     7.66118e-04     7.53031e-06     3.90707e-04     5.31459e-06     1.04226e-04     4.33822e-06     7.05865e-05     5.47779e-08     3.43437e-06     3.33343e-07     1.82716e-05     1.53355e-05     1.32786e-03     4.22842e-06     7.84165e-05
   1.915e-01     3.08584e-01     9.15791e-01     1.01248e+01     6.98164e+00     1.66843e+01     1.57976e+00     4.60439e+07     1.49079e-03      2.33383e+00      1.34275e+00      4.04402e+00      1.13209e-01      3.99389e-04      2.06834e+00      7.09387e-04      1.48580e-03     1.50535e+00     6.87232e-01     2.95266e-01     4.67377e-04     2.76116e-03     3.15777e-04     9.21101e-04     5.63048e-08     7.56627e-03     3.06343e-06     1.82134e-05     1.86485e-03     3.14274e-05     6.94781e-04     6.12125e-05     7.66040e-04     7.52955e-06     3.90667e-04     5.31405e-06     1.04215e-04     4.33778e-06     7.05793e-05     5.47724e-08     3.43402e-06     3.33309e-07     1.82697e-05     1.53339e-05     1.32772e-03     4.22799e-06     7.84085e-05
   1.920e-01     3.10069e-01     9.16870e-01     1.01259e+01     6.98089e+00     1.66816e+01     1.57766e+00     4.60098e+07     1.49131e-03      2.30703e+00      1.32196e+00      4.01630e+00      1.10250e-01      3.78604e-04      1.99612e+00      6.74954e-04      1.41653e-03     1.50334e+00     6.87567e-01     2.94928e-01     4.73262e-04     2.77274e-03     3.07922e-04     9.15612e-04     6.26238e-08     7.56549e-03     3.06289e-06     1.82114e-05     1.86466e-03     3.14242e-05     6.94711e-04     6.12064e-05     7.65963e-04     7.52879e-06     3.90628e-04     5.31351e-06     1.04205e-04     4.33734e-06     7.05722e-05     5.47669e-08     3.43367e-06     3.33275e-07     1.82679e-05     1.53324e-05     1.32758e-03     4.22756e-06     7.84006e-05
   1.925e-01     3.11555e-01     9.17936e-01     1.01270e+01     6.98015e+00     1.66789e+01     1.57557e+00     4.59756e+07     1.49182e-03      2.28049e+00      1.30147e+00      3.98871e+00      1.07367e-01      3.58894e-04      1.92609e+00      6.42375e-04      1.35045e-03     1.50133e+00     6.87899e-01     2.94593e-01     4.79222e-04     2.78401e-03     3.00184e-04     9.10452e-04     6.97040e-08     7.56485e-03     3.06242e-06     1.82097e-05     1.86451e-03     3.14217e-05     6.94656e-04     6.12015e-05     7.65901e-04     7.52818e-06     3.90597e-04     5.31309e-06     1.04196e-04     4.33700e-06     7.05665e-05     5.47625e-08     3.43340e-06     3.33249e-07     1.82664e-05     1.53311e-05     1.32747e-03     4.22723e-06     7.83943e-05
   1.930e-01     3.13041e-01     9.18990e-01     1.01281e+01     6.97940e+00     1.66762e+01     1.57346e+00     4.59414e+07     1.49232e-03      2.25420e+00      1.28126e+00      3.96123e+00      1.04558e-01      3.40202e-04      1.85821e+00      6.11529e-04      1.28742e-03     1.49932e+00     6.88227e-01     2.94261e-01     4.85256e-04     2.79497e-03     2.92566e-04     9.05603e-04     7.75775e-08     7.56437e-03     3.06202e-06     1.82084e-05     1.86439e-03     3.14199e-05     6.94614e-04     6.11979e-05     7.65856e-04     7.52774e-06     3.90574e-04     5.31277e-06     1.04190e-04     4.33674e-06     7.05624e-05     5.47592e-08     3.43320e-06     3.33229e-07     1.82654e-05     1.53302e-05     1.32740e-03     4.22698e-06     7.83897e-05
   1.935e-01     3.14528e-01     9.20032e-01     1.01293e+01     6.97866e+00     1.66734e+01     1.57136e+00     4.59072e+07     1.49285e-03      2.22822e+00      1.26135e+00      3.93394e+00      1.01824e-01      3.22482e-04      1.79245e+00      5.82329e-04      1.22732e-03     1.49730e+00     6.88552e-01     2.93933e-01     4.91367e-04     2.80558e-03     2.85072e-04     9.01042e-04     8.63235e-08     7.56391e-03     3.06164e-06     1.82071e-05     1.86429e-03     3.14181e-05     6.94574e-04     6.11945e-05     7.65814e-04     7.52733e-06     3.90552e-04     5.31248e-06     1.04184e-04     4.33650e-06     7.05585e-05     5.47562e-08     3.43301e-06     3.33211e-07     1.82644e-05     1.53294e-05     1.32732e-03     4.22675e-06     7.83854e-05
   1.940e-01     3.16015e-01     9.21061e-01     1.01304e+01     6.97791e+00     1.66706e+01     1.56926e+00     4.58730e+07     1.49345e-03      2.20258e+00      1.24178e+00      3.90695e+00      9.91644e-02      3.05690e-04      1.72879e+00      5.54689e-04      1.17004e-03     1.49528e+00     6.88873e-01     2.93608e-01     4.97553e-04     2.81579e-03     2.77710e-04     8.96750e-04     9.60227e-08     7.56335e-03     3.06123e-06     1.82057e-05     1.86416e-03     3.14160e-05     6.94526e-04     6.11903e-05     7.65762e-04     7.52682e-06     3.90526e-04     5.31212e-06     1.04177e-04     4.33621e-06     7.05537e-05     5.47525e-08     3.43278e-06     3.33188e-07     1.82631e-05     1.53284e-05     1.32723e-03     4.22646e-06     7.83801e-05
