radius,pp fraction,pep fraction,hep fraction,7Be fraction,8B fraction,13N fraction,15O fraction,17F fraction
0.3185,0.0603074,0.0105782,0.0553176,1.39034e-05,4.92541e-11,4.86593e-05,5.14071e-09,4.11701e-09
0.319,0.0593491,0.0103577,0.0533808,1.31806e-05,4.54575e-11,4.65939e-05,4.90274e-09,3.91139e-09
0.3195,0.0584053,0.0101416,0.0515107,1.2495e-05,4.19505e-11,4.46158e-05,4.67573e-09,3.71599e-09
0.32,0.0574758,0.00992996,0.049705,1.18449e-05,3.8713e-11,4.27214e-05,4.45922e-09,3.53034e-09
0.3205,0.0565604,0.00972258,0.0479615,1.12285e-05,3.5725e-11,4.09074e-05,4.25275e-09,3.35398e-09
0.321,0.055659,0.00951942,0.046278,1.06439e-05,3.29671e-11,3.91706e-05,4.05584e-09,3.18644e-09
0.3215,0.0547714,0.00932042,0.0446526,1.00896e-05,3.0423e-11,3.75077e-05,3.86809e-09,3.02731e-09
0.322,0.0538977,0.00912553,0.0430837,9.56426e-06,2.80775e-11,3.5916e-05,3.68911e-09,2.8762e-09
0.3225,0.0530379,0.00893471,0.0415694,9.06633e-06,2.59155e-11,3.43924e-05,3.51848e-09,2.7327e-09
0.323,0.052192,0.00874791,0.0401082,8.59439e-06,2.39219e-11,3.29341e-05,3.35582e-09,2.59644e-09
0.3235,0.0513601,0.00856508,0.0386982,8.147e-06,2.20815e-11,3.1538e-05,3.20073e-09,2.467e-09
0.324,0.0505421,0.00838617,0.0373378,7.7228e-06,2.03805e-11,3.02014e-05,3.05282e-09,2.34402e-09
0.3245,0.0497376,0.00821107,0.0360252,7.32066e-06,1.88093e-11,2.89218e-05,2.91178e-09,2.22718e-09
0.325,0.0489462,0.00803968,0.0347589,6.93955e-06,1.73595e-11,2.76969e-05,2.7773e-09,2.11622e-09
0.3255,0.0481675,0.00787188,0.0335372,6.5784e-06,1.60225e-11,2.65244e-05,2.64909e-09,2.01083e-09
0.326,0.0474012,0.00770757,0.0323584,6.23616e-06,1.47897e-11,2.54018e-05,2.52685e-09,1.91073e-09
0.3265,0.0466467,0.00754663,0.0312208,5.91177e-06,1.36527e-11,2.43269e-05,2.41026e-09,1.81564e-09
0.327,0.0459038,0.00738897,0.0301229,5.6042e-06,1.26028e-11,2.32972e-05,2.29903e-09,1.72526e-09
0.3275,0.045172,0.00723449,0.029063,5.31249e-06,1.16328e-11,2.23108e-05,2.1929e-09,1.63935e-09
0.328,0.0444514,0.00708315,0.02804,5.0359e-06,1.07373e-11,2.1366e-05,2.09165e-09,1.5577e-09
0.3285,0.0437417,0.00693489,0.0270527,4.77368e-06,9.91077e-12,2.04611e-05,1.99507e-09,1.48011e-09
0.329,0.043043,0.00678966,0.0260999,4.52507e-06,9.14784e-12,1.95944e-05,1.90294e-09,1.40639e-09
0.3295,0.0423552,0.00664742,0.0251802,4.28933e-06,8.44312e-12,1.87644e-05,1.81506e-09,1.33633e-09
0.33,0.0416781,0.00650812,0.0242926,4.06576e-06,7.7917e-12,1.79695e-05,1.73122e-09,1.26974e-09
0.3305,0.0410116,0.0063717,0.0234361,3.85379e-06,7.19012e-12,1.72083e-05,1.65125e-09,1.20647e-09
0.331,0.0403555,0.0062381,0.0226096,3.6529e-06,6.63521e-12,1.64795e-05,1.575e-09,1.14638e-09
0.3315,0.0397097,0.00610727,0.0218123,3.46255e-06,6.12376e-12,1.57818e-05,1.50231e-09,1.0893e-09
0.332,0.039074,0.00597916,0.021043,3.28222e-06,5.6526e-12,1.51139e-05,1.433e-09,1.0351e-09
0.3325,0.0384483,0.0058537,0.0203008,3.11136e-06,5.21854e-12,1.44745e-05,1.36692e-09,9.83632e-10
0.333,0.0378324,0.00573085,0.0195848,2.94945e-06,4.8184e-12,1.38623e-05,1.30391e-09,9.34739e-10
0.3335,0.0372261,0.00561053,0.0188939,2.79596e-06,4.44898e-12,1.3276e-05,1.24381e-09,8.88275e-10
0.334,0.0366294,0.00549271,0.0182272,2.65036e-06,4.10719e-12,1.27143e-05,1.18644e-09,8.44097e-10
0.3345,0.036042,0.00537734,0.0175839,2.51224e-06,3.79089e-12,1.21761e-05,1.1317e-09,8.02091e-10
0.335,0.0354639,0.00526437,0.0169633,2.3813e-06,3.49858e-12,1.16608e-05,1.07948e-09,7.62168e-10
0.3355,0.0348951,0.00515376,0.0163646,2.2572e-06,3.22879e-12,1.11672e-05,1.02968e-09,7.24237e-10
0.336,0.0343354,0.00504548,0.0157872,2.13963e-06,2.98003e-12,1.06948e-05,9.82185e-10,6.8821e-10
0.3365,0.0337848,0.00493949,0.0152304,2.02827e-06,2.75082e-12,1.02425e-05,9.36909e-10,6.53995e-10
0.337,0.0332431,0.00483574,0.0146935,1.92279e-06,2.5397e-12,9.80955e-06,8.93745e-10,6.21504e-10
0.3375,0.0327104,0.0047342,0.0141757,1.82287e-06,2.34516e-12,9.39511e-06,8.52593e-10,5.90646e-10
0.338,0.0321864,0.00463483,0.0136764,1.72819e-06,2.16574e-12,8.99832e-06,8.1335e-10,5.61332e-10
0.3385,0.0316712,0.00453759,0.0131948,1.63843e-06,1.99996e-12,8.61833e-06,7.75915e-10,5.33473e-10
0.339,0.0311646,0.00444243,0.0127304,1.55332e-06,1.8466e-12,8.25438e-06,7.40198e-10,5.06989e-10
0.3395,0.0306663,0.0043493,0.0122824,1.47262e-06,1.70487e-12,7.90584e-06,7.06127e-10,4.81819e-10
0.34,0.030176,0.00425812,0.0118504,1.39614e-06,1.57401e-12,7.57207e-06,6.73628e-10,4.57901e-10
0.3405,0.0296934,0.00416884,0.0114336,1.32365e-06,1.45325e-12,7.25244e-06,6.42632e-10,4.35176e-10
0.341,0.0292183,0.00408139,0.0110316,1.25495e-06,1.34183e-12,6.94633e-06,6.13065e-10,4.13583e-10
0.3415,0.0287503,0.00399572,0.0106436,1.18981e-06,1.23898e-12,6.6531e-06,5.84858e-10,3.93061e-10
0.342,0.0282892,0.00391177,0.0102691,1.12804e-06,1.14397e-12,6.37216e-06,5.57939e-10,3.73552e-10
0.3425,0.027835,0.00382951,0.00990765,1.06947e-06,1.05623e-12,6.10301e-06,5.32254e-10,3.55007e-10
0.343,0.0273877,0.00374893,0.00955889,1.01394e-06,9.75256e-13,5.8452e-06,5.0775e-10,3.37383e-10
0.3435,0.0269474,0.00367001,0.00922239,9.61301e-07,9.00534e-13,5.5983e-06,4.84376e-10,3.20637e-10
0.344,0.0265141,0.00359275,0.00889778,9.11405e-07,8.31562e-13,5.36185e-06,4.62082e-10,3.04724e-10
0.3445,0.026088,0.00351713,0.00858464,8.64099e-07,7.67835e-13,5.13542e-06,4.40815e-10,2.89601e-10
0.345,0.0256688,0.00344313,0.00828261,8.19249e-07,7.08944e-13,4.91859e-06,4.2053e-10,2.7523e-10
0.3455,0.0252565,0.0033707,0.00799131,7.7674e-07,6.54575e-13,4.71099e-06,4.01184e-10,2.61575e-10
0.346,0.024851,0.0032998,0.00771035,7.36458e-07,6.0442e-13,4.51223e-06,3.82737e-10,2.48605e-10
0.3465,0.024452,0.00323041,0.00743936,6.98288e-07,5.58171e-13,4.32194e-06,3.65147e-10,2.36284e-10
0.347,0.0240593,0.00316247,0.00717798,6.62116e-07,5.15519e-13,4.13974e-06,3.48372e-10,2.2458e-10
0.3475,0.0236729,0.00309595,0.00692581,6.27829e-07,4.76156e-13,3.96525e-06,3.3237e-10,2.13457e-10
0.348,0.0232926,0.00303081,0.0066825,5.95311e-07,4.39774e-13,3.7981e-06,3.17102e-10,2.02884e-10
0.3485,0.0229181,0.00296702,0.00644768,5.6446e-07,4.06105e-13,3.63793e-06,3.02528e-10,1.92829e-10
0.349,0.0225496,0.00290455,0.00622111,5.35201e-07,3.74979e-13,3.48449e-06,2.88621e-10,1.83269e-10
0.3495,0.0221868,0.00284337,0.00600252,5.07463e-07,3.46237e-13,3.33752e-06,2.75353e-10,1.74184e-10
0.35,0.0218297,0.00278348,0.00579165,4.81174e-07,3.19723e-13,3.19678e-06,2.62699e-10,1.65552e-10
0.3505,0.0214784,0.00272484,0.00558825,4.56263e-07,2.95279e-13,3.06202e-06,2.50631e-10,1.57352e-10
0.351,0.0211326,0.00266743,0.00539207,4.32659e-07,2.72747e-13,2.93298e-06,2.39123e-10,1.49562e-10
0.3515,0.0207925,0.00261123,0.00520284,4.1029e-07,2.51971e-13,2.80942e-06,2.28147e-10,1.42161e-10
0.352,0.0204578,0.00255623,0.00502031,3.89085e-07,2.32792e-13,2.69108e-06,2.17676e-10,1.35128e-10
0.3525,0.0201286,0.00250238,0.00484423,3.68974e-07,2.15056e-13,2.57772e-06,2.07685e-10,1.28441e-10
0.353,0.0198048,0.00244968,0.00467437,3.49896e-07,1.98641e-13,2.46911e-06,1.98149e-10,1.22082e-10
0.3535,0.0194862,0.00239809,0.00451051,3.31806e-07,1.83467e-13,2.36509e-06,1.89052e-10,1.16038e-10
0.354,0.0191728,0.00234759,0.00435245,3.14656e-07,1.69453e-13,2.26546e-06,1.80373e-10,1.10294e-10
0.3545,0.0188643,0.00229815,0.0042,2.98402e-07,1.56521e-13,2.17005e-06,1.72095e-10,1.04837e-10
0.355,0.0185607,0.00224974,0.00405293,2.82996e-07,1.4459e-13,2.07868e-06,1.64199e-10,9.96507e-11
0.3555,0.0182618,0.00220234,0.00391106,2.68393e-07,1.3358e-13,1.99117e-06,1.56667e-10,9.47228e-11
0.356,0.0179676,0.00215591,0.00377417,2.54546e-07,1.23413e-13,1.90734e-06,1.49481e-10,9.00386e-11
0.3565,0.0176779,0.00211044,0.00364206,2.41411e-07,1.14012e-13,1.82702e-06,1.42622e-10,8.55846e-11
0.357,0.0173926,0.00206591,0.00351457,2.28952e-07,1.05322e-13,1.75007e-06,1.36077e-10,8.135e-11
0.3575,0.0171119,0.0020223,0.00339157,2.17138e-07,9.72948e-14,1.67635e-06,1.29832e-10,7.7325e-11
0.358,0.0168356,0.0019796,0.0032729,2.05938e-07,8.98852e-14,1.60575e-06,1.23875e-10,7.35e-11
0.3585,0.0165638,0.00193781,0.00315843,1.95321e-07,8.30463e-14,1.53814e-06,1.18192e-10,6.98652e-11
0.359,0.0162964,0.00189691,0.003048,1.85255e-07,7.67313e-14,1.47339e-06,1.12772e-10,6.64111e-11
0.3595,0.0160335,0.00185689,0.00294148,1.75709e-07,7.08936e-14,1.41138e-06,1.076e-10,6.31278e-11
0.36,0.015775,0.00181773,0.00283873,1.66655e-07,6.54942e-14,1.35199e-06,1.02666e-10,6.00068e-11
0.3605,0.0155209,0.00177942,0.00273962,1.5807e-07,6.05052e-14,1.29511e-06,9.79599e-11,5.70408e-11
0.361,0.0152709,0.00174192,0.00264402,1.49932e-07,5.58995e-14,1.24064e-06,9.3471e-11,5.42226e-11
0.3615,0.015025,0.00170522,0.0025518,1.42218e-07,5.165e-14,1.18849e-06,8.919e-11,5.15451e-11
0.362,0.014783,0.00166929,0.00246283,1.34907e-07,4.77298e-14,1.13855e-06,8.51069e-11,4.90012e-11
0.3625,0.0145449,0.00163412,0.00237699,1.27974e-07,4.41117e-14,1.09072e-06,8.12118e-11,4.65836e-11
0.363,0.0143105,0.00159968,0.00229415,1.21398e-07,4.07688e-14,1.0449e-06,7.7495e-11,4.42854e-11
0.3635,0.0140797,0.00156594,0.00221418,1.15157e-07,3.76741e-14,1.00099e-06,7.39467e-11,4.20993e-11
0.364,0.0138525,0.0015329,0.00213697,1.09233e-07,3.48068e-14,9.58897e-07,7.05585e-11,4.00196e-11
0.3645,0.0136287,0.00150054,0.00206245,1.03611e-07,3.21536e-14,9.18565e-07,6.73245e-11,3.80417e-11
0.365,0.0134085,0.00146885,0.00199053,9.82788e-08,2.9702e-14,8.79928e-07,6.42387e-11,3.61616e-11
0.3655,0.0131918,0.00143782,0.00192114,9.32238e-08,2.74394e-14,8.42923e-07,6.12951e-11,3.4375e-11
0.366,0.0129785,0.00140745,0.0018542,8.84328e-08,2.5353e-14,8.07488e-07,5.84877e-11,3.26776e-11
0.3665,0.0127687,0.00137772,0.00178964,8.38929e-08,2.34304e-14,7.73559e-07,5.58105e-11,3.10653e-11
0.367,0.0125623,0.00134863,0.00172737,7.95912e-08,2.16588e-14,7.41074e-07,5.32576e-11,2.95338e-11
0.3675,0.0123594,0.00132016,0.00166732,7.55146e-08,2.00257e-14,7.0997e-07,5.0823e-11,2.80789e-11
0.368,0.0121599,0.00129231,0.0016094,7.16503e-08,1.85184e-14,6.80184e-07,4.85008e-11,2.66963e-11
0.3685,0.0119638,0.00126506,0.00155356,6.79853e-08,1.71244e-14,6.51652e-07,4.62849e-11,2.53818e-11
0.369,0.011771,0.00123841,0.00149969,6.45078e-08,1.58327e-14,6.24318e-07,4.417e-11,2.41317e-11
0.3695,0.0115814,0.00121234,0.00144774,6.12086e-08,1.46366e-14,5.9813e-07,4.21515e-11,2.29429e-11
0.37,0.011395,0.00118682,0.00139761,5.80789e-08,1.35299e-14,5.73043e-07,4.02253e-11,2.18126e-11
0.3705,0.0112115,0.00116183,0.00134924,5.51097e-08,1.25063e-14,5.49008e-07,3.8387e-11,2.07379e-11
0.371,0.0110309,0.00113736,0.00130255,5.22922e-08,1.15595e-14,5.25979e-07,3.66326e-11,1.97159e-11
0.3715,0.010853,0.00111339,0.00125746,4.96178e-08,1.06834e-14,5.03907e-07,3.49576e-11,1.8744e-11
0.372,0.0106778,0.0010899,0.00121392,4.70792e-08,9.87306e-15,4.82754e-07,3.33588e-11,1.78196e-11
0.3725,0.0105052,0.0010669,0.00117188,4.46706e-08,9.12438e-15,4.62488e-07,3.1833e-11,1.69409e-11
0.373,0.0103353,0.00104436,0.00113129,4.23862e-08,8.43336e-15,4.43074e-07,3.03772e-11,1.61057e-11
0.3735,0.010168,0.0010223,0.00109212,4.02199e-08,7.79597e-15,4.2448e-07,2.89886e-11,1.53121e-11
0.374,0.0100035,0.0010007,0.00105432,3.8166e-08,7.20818e-15,4.06672e-07,2.7664e-11,1.45581e-11
0.3745,0.00984162,0.000979556,0.00101785,3.62185e-08,6.66594e-15,3.89618e-07,2.64006e-11,1.38416e-11
0.375,0.00968244,0.000958868,0.000982664,3.43716e-08,6.16523e-15,3.73284e-07,2.51953e-11,1.31606e-11
0.3755,0.00952593,0.000938628,0.000948716,3.26194e-08,5.70201e-15,3.57638e-07,2.40451e-11,1.25132e-11
0.376,0.0093721,0.00091883,0.000915964,3.09564e-08,5.27273e-15,3.42647e-07,2.29472e-11,1.18974e-11
0.3765,0.00922087,0.000899461,0.000884369,2.93785e-08,4.87522e-15,3.28287e-07,2.18995e-11,1.13118e-11
0.377,0.00907216,0.00088051,0.000853889,2.78818e-08,4.50754e-15,3.14532e-07,2.08999e-11,1.07552e-11
0.3775,0.0089259,0.000861965,0.000824484,2.64624e-08,4.16775e-15,3.01358e-07,1.99462e-11,1.02261e-11
0.378,0.00878202,0.000843814,0.000796113,2.51163e-08,3.8539e-15,2.88741e-07,1.90365e-11,9.72333e-12
0.3785,0.00864043,0.000826044,0.000768736,2.38398e-08,3.56406e-15,2.76655e-07,1.81685e-11,9.24543e-12
0.379,0.00850105,0.000808643,0.000742312,2.26287e-08,3.29628e-15,2.65076e-07,1.73401e-11,8.79111e-12
0.3795,0.00836382,0.000791599,0.000716801,2.14793e-08,3.04862e-15,2.53979e-07,1.65494e-11,8.35902e-12
0.38,0.00822869,0.000774904,0.000692168,2.03882e-08,2.81943e-15,2.43342e-07,1.57945e-11,7.948e-12
0.3805,0.00809567,0.000758555,0.000668387,1.93525e-08,2.60747e-15,2.33149e-07,1.50738e-11,7.55713e-12
0.381,0.00796479,0.00074255,0.000645432,1.83698e-08,2.41154e-15,2.23384e-07,1.43861e-11,7.1855e-12
0.3815,0.00783606,0.000726886,0.000623278,1.74374e-08,2.23043e-15,2.14029e-07,1.37299e-11,6.83222e-12
0.382,0.0077095,0.000711561,0.0006019,1.65528e-08,2.06296e-15,2.05068e-07,1.31038e-11,6.49639e-12
0.3825,0.00758513,0.000696573,0.000581271,1.57132e-08,1.90795e-15,1.96486e-07,1.25064e-11,6.17711e-12
0.383,0.00746291,0.000681914,0.000561368,1.49166e-08,1.7645e-15,1.88267e-07,1.19364e-11,5.87361e-12
0.3835,0.00734277,0.000667575,0.000542163,1.41609e-08,1.63189e-15,1.80395e-07,1.13927e-11,5.58518e-12
0.384,0.00722464,0.000653546,0.000523633,1.34441e-08,1.5094e-15,1.72858e-07,1.08741e-11,5.3111e-12
0.3845,0.00710847,0.000639818,0.000505751,1.27644e-08,1.39631e-15,1.6564e-07,1.03794e-11,5.05067e-12
0.385,0.00699417,0.00062638,0.000488493,1.21196e-08,1.29191e-15,1.58727e-07,9.90756e-12,4.80317e-12
0.3855,0.00688169,0.000613224,0.000471832,1.15078e-08,1.19546e-15,1.52105e-07,9.4573e-12,4.56791e-12
0.386,0.00677095,0.000600339,0.000455744,1.09271e-08,1.10626e-15,1.45758e-07,9.02749e-12,4.34416e-12
0.3865,0.00666189,0.000587716,0.000440204,1.03754e-08,1.02359e-15,1.39673e-07,8.61696e-12,4.13124e-12
0.387,0.00655447,0.000575349,0.000425191,9.8513e-09,9.46918e-16,1.33838e-07,8.2248e-12,3.92857e-12
0.3875,0.00644869,0.000563234,0.00041069,9.35353e-09,8.75907e-16,1.28244e-07,7.85031e-12,3.73574e-12
0.388,0.00634454,0.000551368,0.000396687,8.88099e-09,8.10215e-16,1.22883e-07,7.49281e-12,3.55235e-12
0.3885,0.00624201,0.000539747,0.000383166,8.43255e-09,7.49501e-16,1.17746e-07,7.15162e-12,3.37798e-12
0.389,0.0061411,0.000528369,0.000370112,8.00706e-09,6.93427e-16,1.12825e-07,6.82603e-12,3.21223e-12
0.3895,0.00604181,0.00051723,0.000357512,7.6034e-09,6.41653e-16,1.0811e-07,6.51539e-12,3.05468e-12
0.39,0.00594412,0.000506327,0.000345349,7.22043e-09,5.9384e-16,1.03594e-07,6.21898e-12,2.90493e-12
0.3905,0.00584804,0.000495655,0.000333608,6.85701e-09,5.49648e-16,9.92673e-08,5.93614e-12,2.76256e-12
0.391,0.00575355,0.000485213,0.000322276,6.512e-09,5.0874e-16,9.51219e-08,5.66618e-12,2.62718e-12
0.3915,0.00566065,0.000474997,0.000311337,6.18437e-09,4.70815e-16,9.11495e-08,5.40845e-12,2.49838e-12
0.392,0.00556931,0.000465,0.000300779,5.87331e-09,4.35684e-16,8.73434e-08,5.16246e-12,2.3759e-12
0.3925,0.00547948,0.000455218,0.000290588,5.57807e-09,4.03173e-16,8.36973e-08,4.92771e-12,2.25944e-12
0.393,0.00539113,0.000445645,0.000280751,5.2979e-09,3.7311e-16,8.02045e-08,4.70372e-12,2.14874e-12
0.3935,0.00530422,0.000436276,0.000271256,5.03203e-09,3.45324e-16,7.68587e-08,4.48999e-12,2.0435e-12
0.394,0.00521872,0.000427105,0.00026209,4.77971e-09,3.1964e-16,7.36534e-08,4.28605e-12,1.94346e-12
0.3945,0.0051346,0.000418127,0.000253239,4.54019e-09,2.95886e-16,7.05822e-08,4.09139e-12,1.84833e-12
0.395,0.00505181,0.000409337,0.000244691,4.31271e-09,2.73892e-16,6.76386e-08,3.90555e-12,1.75785e-12
0.3955,0.00497034,0.00040073,0.000236435,4.09665e-09,2.53521e-16,6.48172e-08,3.72811e-12,1.67177e-12
0.396,0.00489017,0.000392303,0.000228462,3.89148e-09,2.34668e-16,6.21135e-08,3.55872e-12,1.5899e-12
0.3965,0.00481129,0.000384053,0.000220763,3.69669e-09,2.17228e-16,5.95227e-08,3.39705e-12,1.51205e-12
0.397,0.00473368,0.000375978,0.000213328,3.51175e-09,2.01096e-16,5.70404e-08,3.24275e-12,1.43803e-12
0.3975,0.00465734,0.000368074,0.000206148,3.33615e-09,1.86168e-16,5.4662e-08,3.09548e-12,1.36764e-12
0.398,0.00458225,0.000360338,0.000199214,3.16937e-09,1.72339e-16,5.23829e-08,2.9549e-12,1.30069e-12
0.3985,0.0045084,0.000352768,0.000192519,3.01095e-09,1.59523e-16,5.01989e-08,2.8207e-12,1.23701e-12
0.399,0.00443577,0.000345358,0.000186053,2.86052e-09,1.47657e-16,4.81065e-08,2.69261e-12,1.17646e-12
0.3995,0.00436432,0.000338107,0.000179809,2.71771e-09,1.36683e-16,4.61021e-08,2.5704e-12,1.1189e-12
0.4,0.00429403,0.000331009,0.00017378,2.58217e-09,1.2654e-16,4.41821e-08,2.45379e-12,1.06419e-12
0.4005,0.00422488,0.000324062,0.000167959,2.45352e-09,1.17171e-16,4.23431e-08,2.34255e-12,1.01219e-12
0.401,0.00415685,0.000317261,0.000162337,2.33142e-09,1.08514e-16,4.05813e-08,2.2364e-12,9.62758e-13
0.4015,0.0040899,0.000310604,0.000156907,2.21548e-09,1.00511e-16,3.88934e-08,2.1351e-12,9.15764e-13
0.402,0.00402402,0.000304085,0.000151661,2.10535e-09,9.31023e-17,3.72757e-08,2.03839e-12,8.71065e-13
0.4025,0.00395919,0.000297703,0.000146593,2.00067e-09,8.62288e-17,3.57247e-08,1.94602e-12,8.28524e-13
0.403,0.00389537,0.000291453,0.000141694,1.90113e-09,7.98445e-17,3.42375e-08,1.85777e-12,7.88025e-13
0.4035,0.00383257,0.000285333,0.000136961,1.80653e-09,7.39219e-17,3.28117e-08,1.77349e-12,7.49485e-13
0.404,0.00377076,0.000279341,0.000132389,1.71665e-09,6.8435e-17,3.14451e-08,1.69302e-12,7.12826e-13
0.4045,0.00370995,0.000273474,0.000127973,1.63131e-09,6.33581e-17,3.01357e-08,1.61622e-12,6.77966e-13
0.405,0.00365011,0.000267731,0.000123707,1.55028e-09,5.86649e-17,2.88812e-08,1.54293e-12,6.44827e-13
0.4055,0.00359123,0.000262109,0.000119588,1.47337e-09,5.43298e-17,2.76794e-08,1.473e-12,6.13328e-13
0.406,0.00353331,0.000256606,0.00011561,1.40038e-09,5.03266e-17,2.65281e-08,1.40628e-12,5.8339e-13
0.4065,0.00347634,0.00025122,0.000111769,1.33109e-09,4.66294e-17,2.54252e-08,1.34262e-12,5.54934e-13
0.407,0.00342029,0.000245948,0.00010806,1.26531e-09,4.32123e-17,2.43685e-08,1.28186e-12,5.27878e-13
0.4075,0.00336517,0.000240788,0.000104478,1.20283e-09,4.00494e-17,2.33557e-08,1.22386e-12,5.02144e-13
0.408,0.00331095,0.000235737,0.000101017,1.14345e-09,3.71149e-17,2.23848e-08,1.16846e-12,4.77652e-13
0.4085,0.00325763,0.000230794,9.76749e-05,1.087e-09,3.43893e-17,2.14538e-08,1.11554e-12,4.54337e-13
0.409,0.00320519,0.000225956,9.44458e-05,1.03334e-09,3.18598e-17,2.05614e-08,1.06499e-12,4.3215e-13
0.4095,0.00315359,0.00022122,9.13261e-05,9.8234e-10,2.9514e-17,1.9706e-08,1.01673e-12,4.11041e-13
0.41,0.00310282,0.000216583,8.83115e-05,9.33873e-10,2.73394e-17,1.88862e-08,9.70654e-13,3.90961e-13
0.4105,0.00305286,0.000212044,8.5398e-05,8.8781e-10,2.53241e-17,1.81006e-08,9.2667e-13,3.71863e-13
0.411,0.0030037,0.000207599,8.25825e-05,8.44042e-10,2.34579e-17,1.73478e-08,8.84689e-13,3.53703e-13
0.4115,0.00295532,0.000203249,7.98619e-05,8.02466e-10,2.17315e-17,1.66266e-08,8.44629e-13,3.36439e-13
0.412,0.00290773,0.000198989,7.72332e-05,7.62979e-10,2.01354e-17,1.59358e-08,8.06406e-13,3.20029e-13
0.4125,0.0028609,0.00019482,7.46935e-05,7.25478e-10,1.86601e-17,1.5274e-08,7.69934e-13,3.04431e-13
0.413,0.00281484,0.000190739,7.22398e-05,6.8986e-10,1.72961e-17,1.46399e-08,7.35131e-13,2.89603e-13
0.4135,0.00276952,0.000186744,6.9869e-05,6.56022e-10,1.60341e-17,1.40324e-08,7.01912e-13,2.75502e-13
0.414,0.00272495,0.000182834,6.75782e-05,6.23862e-10,1.48645e-17,1.345e-08,6.70193e-13,2.62088e-13
0.4145,0.0026811,0.000179007,6.53644e-05,5.93281e-10,1.37786e-17,1.28917e-08,6.39895e-13,2.49319e-13
0.415,0.00263798,0.000175261,6.32252e-05,5.64206e-10,1.27708e-17,1.23564e-08,6.10958e-13,2.37168e-13
0.4155,0.00259555,0.000171594,6.1158e-05,5.36571e-10,1.18364e-17,1.18434e-08,5.83326e-13,2.25607e-13
0.416,0.00255382,0.000168004,5.91606e-05,5.10308e-10,1.09706e-17,1.13517e-08,5.56947e-13,2.14611e-13
0.4165,0.00251277,0.00016449,5.72304e-05,4.85352e-10,1.01687e-17,1.08804e-08,5.31765e-13,2.04152e-13
0.417,0.00247237,0.00016105,5.5365e-05,4.61634e-10,9.425920000000001e-18,1.04289e-08,5.07726e-13,1.94205e-13
0.4175,0.00243262,0.000157682,5.35621e-05,4.39089e-10,8.737620000000001e-18,9.99608e-09,4.84777e-13,1.84744e-13
0.418,0.00239351,0.000154385,5.18195e-05,4.17659e-10,8.099890000000001e-18,9.5813e-09,4.62867e-13,1.75745e-13
0.4185,0.00235503,0.000151157,5.0135e-05,3.9729e-10,7.50926e-18,9.18381e-09,4.41953e-13,1.67187e-13
0.419,0.00231716,0.000147997,4.85068e-05,3.77929e-10,6.962280000000001e-18,8.80288e-09,4.21989e-13,1.59047e-13
0.4195,0.00227989,0.000144902,4.69327e-05,3.59524e-10,6.455530000000001e-18,8.43779e-09,4.02928e-13,1.51305e-13
0.42,0.00224323,0.000141873,4.54107e-05,3.4202e-10,5.985540000000001e-18,8.08782e-09,3.84727e-13,1.43939e-13
0.4205,0.00220715,0.000138906,4.39389e-05,3.25365e-10,5.54897e-18,7.75226e-09,3.67341e-13,1.36927e-13
0.421,0.00217165,0.000136002,4.25156e-05,3.0952e-10,5.1435000000000004e-18,7.43054e-09,3.50733e-13,1.30254e-13
0.4215,0.00213672,0.000133159,4.11394e-05,2.94452e-10,4.76741e-18,7.12217e-09,3.34876e-13,1.23905e-13
0.422,0.00210235,0.000130376,3.9809e-05,2.80128e-10,4.4189900000000004e-18,6.82666e-09,3.19739e-13,1.17867e-13
0.4225,0.00206855,0.000127651,3.8523e-05,2.66515e-10,4.09654e-18,6.54353e-09,3.05293e-13,1.12126e-13
0.423,0.00203529,0.000124984,3.728e-05,2.53581e-10,3.79836e-18,6.27228e-09,2.91509e-13,1.0667e-13
0.4235,0.00200258,0.000122374,3.60786e-05,2.41293e-10,3.52272e-18,6.01245e-09,2.78357e-13,1.01483e-13
0.424,0.0019704,0.000119819,3.49175e-05,2.29618e-10,3.2679400000000003e-18,5.76353e-09,2.65808e-13,9.65531e-14
0.4245,0.00193876,0.000117318,3.37952e-05,2.18524e-10,3.0323000000000004e-18,5.52504e-09,2.53832e-13,9.18663e-14
0.425,0.00190763,0.000114871,3.27105e-05,2.07978e-10,2.8141000000000003e-18,5.29649e-09,2.42401e-13,8.74089e-14
0.4255,0.00187703,0.000112476,3.16619e-05,1.97947e-10,2.6116200000000003e-18,5.07741e-09,2.31483e-13,8.31675e-14
0.426,0.00184693,0.000110131,3.06481e-05,1.88401e-10,2.42331e-18,4.86732e-09,2.21052e-13,7.91292e-14
0.4265,0.00181732,0.000107837,2.96679e-05,1.79317e-10,2.24823e-18,4.66587e-09,2.11088e-13,7.52848e-14
0.427,0.00178821,0.000105591,2.87202e-05,1.70675e-10,2.08564e-18,4.47275e-09,2.01571e-13,7.16264e-14
0.4275,0.00175956,0.000103393,2.7804e-05,1.62456e-10,1.9347700000000003e-18,4.28764e-09,1.92484e-13,6.81456e-14
0.428,0.00173138,0.000101241,2.69181e-05,1.5464e-10,1.79488e-18,4.11021e-09,1.83807e-13,6.48345e-14
0.4285,0.00170365,9.91332e-05,2.60613e-05,1.47207e-10,1.66522e-18,3.94014e-09,1.75523e-13,6.16848e-14
