E_nu_MeV,E_e_MeV,p_e_MeV,dsigma_dpe_cm2_per_MeV
5.2,3.54947639818405,3.51250091127743,2.85696718514693e-43
5.2,3.55692079319627,3.52002350553673,2.88119467616748e-43
5.2,3.56436551657193,3.52754609979604,2.90537772918794e-43
5.2,3.56869841327024,3.53192416613617,2.91942604961937e-43
5.2,3.57614365192659,3.53944676039547,2.94351005571093e-43
5.2,3.58358921367963,3.54696935465478,2.96751214107243e-43
5.2,3.58792259589698,3.55134742099492,2.9814371153661102e-43
5.2,3.59536866468745,3.55887001525422,3.00527683779533e-43
5.2,3.60281505141931,3.56639260951352,3.02899194598667e-43
5.2,3.60714891140874,3.57077067585366,3.04272939141264e-43
5.2,3.61459579710879,3.57829327011296,3.06621012103731e-43
5.2,3.62204299570348,3.58581586437226,3.08951774334192e-43
5.2,3.62637732588116,3.5901939307124,3.1029947597132503e-43
5.2,3.63382501554427,3.5977165249717,3.12598631511894e-43
5.2,3.64127301316098,3.60523911923101,3.14874982876248e-43
5.2,3.64560780610194,3.60961718557114,3.16188383400517e-43
5.2,3.65305628705235,3.61713977983044,3.18423886211023e-43
5.2,3.6605050711183,3.62466237408975,3.20630377725025e-43
5.2,3.66484031955233,3.62904044042989,3.2190014624496904e-43
5.2,3.67228957937806,3.63656303468919,3.2405536002034405e-43
5.2,3.6797391375816,3.64408562894849,3.2617456679387304e-43
5.2,3.68407483438923,3.64846369528863,3.27390187177538e-43
5.2,3.69152486093529,3.65598628954793,3.29446377104872e-43
5.2,3.69897518121917,3.66350888380723,3.3145869572495503e-43
5.2,3.70331131942782,3.66788695014737,3.32608346383674e-43
5.2,3.71076210078961,3.67540954440667,3.3454446876165503e-43
5.2,3.71821317134448,3.68293213866597,3.36427902278757e-43
5.2,3.72254974412473,3.68731020500611,3.37498329015284e-43
5.2,3.73000126864166,3.69483279926542,3.3929080952241202e-43
5.2,3.73745307789977,3.70235539352472,3.4102074195509304e-43
5.2,3.74179007856167,3.70673345986486,3.4199712515794e-43
5.2,3.74924233481097,3.71425605412416,3.43619628321786e-43
5.2,3.75669487144004,3.72177864838346,3.4516859164756005e-43
5.2,3.76103229342964,3.7261567147236,3.46034409808277e-43
5.2,3.76848527022037,3.7336793089829,3.4745760349121302e-43
5.2,3.77593852311766,3.74120190324221,3.48795041602311e-43
5.2,3.78027636001355,3.74557996958234,3.49531934062132e-43
5.2,3.78773004638076,3.75310256384165,3.5072325455883504e-43
5.2,3.79518400466732,3.76062515810095,3.5181529054056403e-43
5.2,3.79952225017734,3.76500322444109,3.5240292357526006e-43
5.2,3.80697663537641,3.77252581870039,3.5332634909193203e-43
5.2,3.81443128839149,3.78004841295969,3.5413556461742006e-43
5.2,3.81876993634947,3.78442647929983,3.5455150645251403e-43
5.2,3.82622500985068,3.79194907355913,3.5516734955821305e-43
5.2,3.83368034714631,3.79947166781843,3.5565258827456705e-43
5.2,3.838019391509,3.80384973415857,3.5587220062409405e-43
5.2,3.84547514299213,3.81137232841787,3.5613693387974704e-43
5.2,3.85293115432788,3.81889492267717,3.5625314465330404e-43
5.2,3.85727058917186,3.82327298901731,3.5624950081562103e-43
5.2,3.86472700852111,3.83079558327662,3.5611563431136005e-43
5.2,3.87218368385896,3.83831817753592,3.5581377501036705e-43
5.2,3.87652350337774,3.84269624387606,3.5555761753312203e-43
5.2,3.88398058067664,3.85021883813536,3.54973652638214e-43
5.2,3.89143791017604,3.85774143239466,3.54200681445491e-43
5.2,3.89577810867719,3.8621194987348,3.5366043637348002e-43
5.2,3.9032358342038,3.8696420929941,3.5257092715906206e-43
5.2,3.91069380821686,3.87716468725341,3.5126991594012606e-43
5.2,3.91503438011921,3.88154275359354,3.50411785313751e-43
5.2,3.92249274434136,3.88906534785284,3.4875754787233207e-43
5.2,3.92995135340816,3.89658794211215,3.46867961835398e-43
5.2,3.93679823684828,3.90349334674864,3.44918051661849e-43
5.2,3.952869451945,3.91970111801641,3.3948789606635602e-43
5.2,3.96894177763886,3.93590888928418,3.3278050972211006e-43
5.2,3.97829619868176,3.94534163221702,3.28249127457859e-43
5.2,3.9943702539689,3.96154940348479,3.1931590990199105e-43
5.2,4.01044538559452,3.97775717475257,3.0884693262650503e-43
5.2,4.01980142410455,3.9871899176854,3.02008948952984e-43
5.2,4.03587823223849,4.00339768895317,2.8891759216883102e-43
5.2,4.05195608384135,4.01960546022095,2.74059501548015e-43
5.2,4.06131369042254,4.02903820315379,2.64571192729776e-43
5.2,4.07739316759062,4.04524597442156,2.4678720195956604e-43
5.2,4.09347365667775,4.06145374568932,2.2710736476990005e-43
5.2,4.1028327839174,4.07088648862217,2.14781597669987e-43
5.2,4.118914849662,4.08709425988994,1.92134261525077e-43
5.2,4.13499789703016,4.10330203115771,1.6771970884646501e-43
5.2,4.14435849940066,4.11273477409055,1.5276661365889902e-43
5.2,4.16044307645363,4.12894254535832,1.2599098112962703e-43
5.2,4.17652860602753,4.14515031662609,9.82404171427034e-44
5.2,4.18589063979399,4.15458305955893,8.19125013318194e-44
5.2,4.20197765392071,4.17079083082671,5.43065629543025e-44
5.2,4.21806559260071,4.18699860209448,2.8910626913618495e-44
5.2,4.22742901573387,4.19643134502732,1.64400989934166e-44
5.2,4.24351839558642,4.21263911629509,2.89532116714954e-45
5.2,4.25960867310495,4.22884688756286,2.94329063993717e-47
5.2,4.26849831608675,4.23780106008937,0.0
5.4,0.51099907,0.0,0.0
5.4,0.511467639584527,0.0218882799987288,3.49768574746943e-48
5.4,0.5201440688714011,0.0971071719350936,3.60210444405285e-47
5.4,0.539273883875615,0.172326063871445,1.03988084171411e-46
5.4,0.554815639274792,0.21610262386891899,1.6067101494893502e-46
5.4,0.588207680255832,0.291321515805274,2.89335112074358e-46
5.4,0.628865581860116,0.36654040774162605,4.60355140448197e-46
5.4,0.655347284693753,0.41031696773910104,5.80860142061507e-46
5.4,0.704886601214442,0.485535859675455,8.26793843459626e-46
5.4,0.7586606230694231,0.560754751611808,1.1258319217524299e-45
5.4,0.791566899419692,0.604531311609283,1.32628528983246e-45
5.4,0.850400134502105,0.6797502035456361,1.71978907760543e-45
5.4,0.911645975515582,0.754969095481989,2.1804006599490303e-45
5.4,0.948216574253047,0.7987456554794641,2.4818732219275602e-45
5.4,1.01239028031713,0.873964547415816,3.06195259325133e-45
5.4,1.0779931591069,0.949183439352167,3.72694547820831e-45
5.4,1.11673166421004,0.9929599993496521,4.1562446333170696e-45
5.4,1.18411409641548,1.068178891286,4.97250044708439e-45
5.4,1.25238913290505,1.14339778322236,5.89635705178591e-45
5.4,1.29247938890347,1.18717434321982,6.48764490135481e-45
5.4,1.36189453692603,1.26239323515619,7.603387243215229e-45
5.4,1.43189603396541,1.33761212709253,8.855800726915729e-45
5.4,1.47287295934209,1.38138868709001,9.652855344241379e-45
5.4,1.54364040139467,1.45660757902636,1.11493651774337e-44
5.4,1.61481032529612,1.53182647096272,1.2820021472129799e-44
5.4,1.65639517045656,1.57560303096019,1.3879283706762699e-44
5.4,1.72810100128919,1.65082192289654,1.58615489341164e-44
5.4,1.80009359312506,1.7260408148329,1.8066564047353198e-44
5.4,1.84211117737023,1.76981737483037,1.94612411690467e-44
5.4,1.91449180599588,1.84503626676673,2.20656866364726e-44
5.4,1.98708327054169,1.92025515870308,2.49562851286093e-44
5.4,2.02941879403999,1.96403171870056,2.67818828156287e-44
5.4,2.10229947974209,2.03925061063691,3.0186784667645e-44
5.4,2.17533935900891,2.11446950257326,3.39609730133064e-44
5.4,2.21791481264339,2.15824606257074,3.63427208123194e-44
5.4,2.29117562673668,2.23346495450709,4.0782140697606897e-44
5.4,2.36455939920522,2.30868384644344,4.57002363161647e-44
5.4,2.40732008952134,2.35246040644092,4.880290442713289e-44
5.4,2.48087622127958,2.42767929837728,5.45849535343057e-44
5.4,2.55452919353373,2.50289819031363,6.0989643875212e-44
5.4,2.59743572267207,2.5466747503111,6.50300295363841e-44
5.4,2.67122562147013,2.62189364224745,7.25596119305248e-44
5.4,2.74509308978626,2.69711253418381,8.090002958656919e-44
5.4,2.78811640290407,2.74088909418128,8.616134817580701e-44
5.4,2.86209437982335,2.81610798611764,9.596486613410259e-44
5.4,2.93613541331089,2.89132687805399,1.06819896140027e-43
5.4,2.97925363834676,2.93510343805147,1.1366376998895e-43
5.4,3.05338510181145,3.01032232998781,1.26404572232498e-43
5.4,3.12756849353202,3.08554122192417,1.40487117819125e-43
5.4,3.15142736686746,3.10972255982753,1.45318953433845e-43
5.4,3.15920341770545,3.11760263422087,1.4692679848348401e-43
5.4,3.16697998278916,3.1254827086142,1.48551227395444e-43
5.4,3.17150609256368,3.13006882442346,1.49504314250252e-43
5.4,3.17928346347513,3.1379488988168,1.5115525065293701e-43
5.4,3.1870613389499,3.14582897321012,1.52823113214284e-43
5.4,3.1915882069374,3.15041508901939,1.53801634445166e-43
5.4,3.19936687311365,3.15829516341272,1.5549654011799902e-43
5.4,3.20714603441082,3.16617523780605,1.57208706261135e-43
5.4,3.21167364642195,3.17076135361531,1.5821316411681802e-43
5.4,3.21945358366815,3.17864142800864,1.5995289444214901e-43
5.4,3.2272340068255,3.18652150240197,1.6171020906228e-43
5.4,3.23176234902052,3.19110761821123,1.6274109001648101e-43
5.4,3.23954353373687,3.19898769260457,1.6452647110897602e-43
5.4,3.24732519538018,3.20686776699789,1.6632974697858402e-43
5.4,3.25185425425833,3.21145388280715,1.67387517436745e-43
5.4,3.25963666342202,3.21933395720049,1.6921933846529801e-43
5.4,3.26741954074724,3.22721403159382,1.7106934815745501e-43
5.4,3.2719493031365,3.23180014740308,1.7215444956567502e-43
5.4,3.27973291428429,3.23968022179641,1.7403345401186101e-43
5.4,3.28751698504036,3.24756029618974,1.75930920711703e-43
5.4,3.29204743808756,3.25214641199901,1.7704376399390402e-43
5.4,3.299832229299,3.26002648639233,1.7897063968899602e-43
5.4,3.30761747177132,3.26790656078567,1.80916226720279e-43
5.4,3.31214860293259,3.27249267659493,1.82057185942624e-43
5.4,3.31993455281383,3.28037275098826,1.84032553789943e-43
5.4,3.32772094580824,3.28825282538159,1.86026852775412e-43
5.4,3.33225274283986,3.29283894119085,1.8719625797993603e-43
5.4,3.340039830508,3.30071901558419,1.89220659112479e-43
5.4,3.34782735333543,3.30859908997752,1.9126417648559902e-43
5.4,3.35235980428492,3.31318520578678,1.92462305535141e-43
5.4,3.36014800935296,3.32106528018011,1.9453618677523e-43
5.4,3.36793664181453,3.32894535457344,1.9662932851843303e-43
5.4,3.37246973501212,3.3335314703827,1.97856397868394e-43
5.4,3.3802590375744,3.34141154477603,1.9998009524843e-43
5.4,3.38804875994709,3.34929161916937,2.02123149601743e-43
5.4,3.39258248399743,3.35387773497862,2.0337930384725904e-43
5.4,3.40037286461561,3.36175780937195,2.0555302395403e-43
5.4,3.40816365763839,3.36963788376529,2.0774614184408803e-43
5.4,3.41269800141262,3.37422399957454,2.09031441892154e-43
5.4,3.4204894411021,3.38210407396787,2.11255240761048e-43
5.4,3.42828128596257,3.38998414836121,2.13498413666594e-43
5.4,3.43281623859059,3.39457026417047,2.1481282336123002e-43
5.4,3.44060871880744,3.4024503385638,2.17086582614699e-43
5.4,3.44840159712891,3.41033041295713,2.1937961754779204e-43
5.4,3.45293714799195,3.41491652876639,2.20722988555772e-43
5.4,3.46073065062027,3.42279660315972,2.2304638844367006e-43
5.4,3.46852454444932,3.43067667755306,2.25388879689157e-43
5.4,3.47306068317275,3.43526279336232,2.2676093443004304e-43
5.4,3.48085519051245,3.44314286775565,2.2913342338783e-43
5.4,3.48865008230683,3.45102294214898,2.31524720600729e-43
5.4,3.49318679875324,3.45560905795824,2.3292503298548002e-43
5.4,3.50098229350826,3.46348913235158,2.3534579328723705e-43
5.4,3.5087781661253,3.47136920674491,2.37784965502616e-43
5.4,3.51331545038778,3.47595532255416,2.39212939183549e-43
5.4,3.52111191565466,3.4838353969475,2.41680848178459e-43
5.4,3.52890875233999,3.49171547134083,2.4416664321990604e-43
5.4,3.53344659473567,3.49630158715009,2.45621487120208e-43
5.4,3.54124401399255,3.50418166154342,2.48135073603261e-43
5.4,3.54904179836924,3.51206173593676,2.50665872373546e-43
5.4,3.55358018943301,3.51664785174602,2.52146573072196e-43
5.4,3.56137854652899,3.52452792613934,2.54703968084555e-43
5.4,3.56917726258701,3.53240800053267,2.5727773307033204e-43
5.4,3.57371619306547,3.53699411634194,2.58783023740033e-43
5.4,3.58151547221032,3.54487419073527,2.61381905227833e-43
5.4,3.58931510429641,3.5527542651286,2.63996122574919e-43
5.4,3.593854565142,3.55734038093786,2.65524448036933e-43
5.4,3.60165475089615,3.56522045533119,2.6816197861053704e-43
5.4,3.60945528370398,3.57310052972453,2.70813593003188e-43
5.4,3.61399526606935,3.57768664553379,2.7236307045293e-43
5.4,3.62179634333431,3.58556671992712,2.7503582745517003e-43
5.4,3.62959776189494,3.59344679432045,2.7772116897986704e-43
5.4,3.63413825712745,3.59803291012971,2.7928954389460602e-43
5.4,3.64194021113647,3.60591298452304,2.8199344090857503e-43
5.4,3.6497425008092,3.61379305891637,2.8470814297589803e-43
5.4,3.65428350044561,3.61837917472563,2.8629273963557902e-43
5.4,3.66208631675466,3.62625924911897,2.8902293847078004e-43
5.4,3.66988946321811,3.6341393235123,2.91761845881702e-43
5.4,3.67443095897946,3.63872543932156,2.9335951199799903e-43
5.4,3.68223462345852,3.64660551371489,2.9611032416423904e-43
5.4,3.69003861270198,3.65448558810822,2.9886739018215904e-43
5.4,3.69458059648865,3.65907170391748,3.0047443490607506e-43
5.4,3.70238509531325,3.66695177831081,3.03239211433952e-43
5.4,3.71018991362839,3.67483185270414,3.06007382806777e-43
5.4,3.71473237751526,3.6794179685134,3.07619507530058e-43
5.4,3.72253769715831,3.68729804290673,3.1039051602019104e-43
5.4,3.73034333113108,3.69517811730007,3.13161604753366e-43
5.4,3.73488626736289,3.69976423310933,3.1477382597873404e-43
5.4,3.74269239458678,3.70764430750266,3.17542113637959e-43
5.4,3.7504988310896,3.71552438189599,3.2030665427718603e-43
5.4,3.75504223207645,3.72011049770525,3.2191321785055103e-43
5.4,3.76284915392536,3.72799057209858,3.2466845933935703e-43
5.4,3.77065638010954,3.73587064649191,3.2741555060892803e-43
5.4,3.77520023842252,3.74045676230117,3.2900983660082004e-43
5.4,3.78300794221501,3.74833683669451,3.31740165426888e-43
5.4,3.79081594550344,3.75621691108784,3.3445729492546902e-43
5.4,3.79536025387041,3.7608030268971,3.3603171247593106e-43
5.4,3.80316872719222,3.76868310129043,3.3872353479928303e-43
5.4,3.81097749527224,3.77656317568376,3.4139638572086403e-43
5.4,3.81552224657373,3.78114929149302,3.4294225722706306e-43
5.4,3.82333147727084,3.78902936588636,3.4558004707098906e-43
5.4,3.83114099808737,3.79690944027969,3.4819228598051203e-43
5.4,3.83568618535261,3.80149555608894,3.49699720121181e-43
5.4,3.84349616152444,3.80937563048228,3.52265795176504e-43
5.4,3.85130642327331,3.81725570487561,3.54798840164516e-43
5.4,3.85585203967641,3.82184182068487,3.5625659343392603e-43
5.4,3.86366274966931,3.8297218950782,3.58730871081662e-43
5.4,3.87147374079079,3.83760196947153,3.6116364010870304e-43
5.4,3.87601977964697,3.84218808528079,3.6255896683636304e-43
5.4,3.88383121204789,3.85006815967413,3.649187004341e-43
5.4,3.89164292122043,3.85794823406746,3.672273401707291e-43
5.4,3.89618937598244,3.86253434987672,3.68545831354296e-43
5.4,3.90400151961273,3.87041442427005,3.70765327718324e-43
5.4,3.91181393574688,3.87829449866338,3.729229241873711e-43
5.4,3.91636080000149,3.88288061447264,3.74148336080949e-43
5.4,3.924173643911,3.89076068886598,3.76198656075545e-43
5.4,3.93198675614351,3.8986407632593,3.78174929523115e-43
5.4,3.9365340236081,3.90322687906856,3.7928900365942e-43
5.4,3.94434755706934,3.9111069534619,3.8113764931384705e-43
5.4,3.95216135475747,3.91898702785523,3.8289863740455004e-43
5.4,3.95670901927677,3.92357314366449,3.838809147732861e-43
5.4,3.96452323177934,3.93145321805783,3.85491508217344e-43
5.4,3.97233770449529,3.93933329245115,3.86999243766903e-43
5.4,3.97688576003813,3.94391940826042,3.8782687723451e-43
5.4,3.98470064128327,3.95179948265375,3.89158839382708e-43
5.4,3.99251577880882,3.95967955704708,3.90371031759813e-43
5.4,3.99706421946508,3.96426567285634,3.910186026480841e-43
5.4,4.00487975936039,3.97214574724967,3.92026842895176e-43
5.4,4.01269555168168,3.980025821643,3.92896575879079e-43
5.4,4.01724437165925,3.98461193745226,3.9333592290291605e-43
5.4,4.02506056031356,3.99249201184559,3.93970555386364e-43
5.4,4.03287699761602,4.00037208623892,3.94446019072377e-43
5.4,4.03742619123791,4.00495820204818,3.9464609089206206e-43
5.4,4.04524301895634,4.01283827644152,3.94852198539192e-43
5.4,4.05306009161978,4.02071835083484,3.94876479014393e-43
5.4,4.05760965332126,4.02530446664411,3.94803225501226e-43
5.4,4.06542711060034,4.03318454103744,3.94520700067072e-43
5.4,4.0732448091942,4.04106461543077,3.94031658336717e-43
5.4,4.07779473352005,4.04565073124003,3.93647980377113e-43
5.4,4.0856128110431,4.05353080563336,3.92811475712492e-43
5.4,4.09343112632179,4.0614108800267,3.9174175713096404e-43
5.4,4.09798140792365,4.06599699583596,3.9100754113999706e-43
5.4,4.10580009655619,4.07387707022929,3.89546588179057e-43
5.4,4.11361901945461,4.08175714462262,3.8782381603712e-43
5.4,4.12079664559306,4.08899070001268,3.86002023357569e-43
5.4,4.13764411690829,4.10596867847831,3.80769079481765e-43
5.4,4.15449265079939,4.12294665694395,3.740956586176281e-43
5.4,4.16429879451181,4.13282765191481,3.69499493766566e-43
5.4,4.18114898317174,4.14980563038044,3.6029251405211904e-43
5.4,4.19800020158279,4.16678360884607,3.4932156436408e-43
5.4,4.20780789275344,4.17666460381694,3.42075501127519e-43
5.4,4.22466071507221,4.19364258228256,3.28064591732102e-43
5.4,4.24151453565072,4.2106205607482,3.1198653040143e-43
5.4,4.25132372695468,4.22050155571906,3.0163889010158504e-43
5.4,4.26817910263557,4.23747953418469,2.8210378859920703e-43
5.4,4.28503544635137,4.25445751265033,2.60305242059885e-43
5.4,4.29484609236719,4.26433850762118,2.4656919654938302e-43
5.4,4.31170394433334,4.28131648608682,2.21184557935989e-43
5.4,4.32856273531332,4.29829446455245,1.93631184556499e-43
5.4,4.33837479242859,4.30817545952332,1.7666888011365502e-43
5.4,4.35523504666378,4.32515343798894,1.46143870580534e-43
5.4,4.37209621203636,4.34213141645458,1.14313091190304e-43
5.4,4.38190963835882,4.35201241142544,9.54939403688866e-44
5.4,4.3987722237576,4.36899038989107,6.35186363858795e-44
5.4,4.41563569350626,4.38596836835671,3.39122463398818e-44
5.4,4.42545044878013,4.39584936332757,1.93040163157171e-44
5.4,4.44231529700656,4.4128273417932,3.4428710117310596e-45
5.4,4.4591810038318,4.42980532025884,3.76443273444117e-47
5.4,4.46849902519345,4.43918500274701,0.0
5.6,0.51099907,0.0,0.0
5.6,0.511511069116649,0.0228806531373649,3.39915600457845e-48
5.6,0.5209839676408751,0.101509827100451,3.5785428668590097e-47
5.6,0.5418211044662551,0.180139001063533,1.03783428807341e-46
5.6,0.558704750647777,0.225900307338281,1.6059782715509e-46
5.6,0.594859861246781,0.30452948130135904,2.89763092044599e-46
5.6,0.6386944532755211,0.38315865526443704,4.61742128575911e-46
5.6,0.6671524435596721,0.42891996153918605,5.8306823225423206e-46
5.6,0.72022647444395,0.507549135502265,8.309575096011652e-46
5.6,0.77764070111364,0.586178309465344,1.1327636459833e-45
5.6,0.812691655846546,0.631939615740093,1.33526286771858e-45
5.6,0.87523028651955,0.710568789703171,1.73314368325039e-45
5.6,0.9401880000275581,0.7891979636662491,2.1993825043653098e-45
5.6,0.9789162538242331,0.8349592699409991,2.5047873025350098e-45
5.6,1.0467874160382,0.9135884439040741,3.0929102862066e-45
5.6,1.11607161542028,0.992217617867153,3.76779875599729e-45
5.6,1.15694437917458,1.03797892414191,4.2038247835565104e-45
5.6,1.22797951705006,1.11660809810499,5.03352549466842e-45
5.6,1.2998892976256,1.19523727206807,5.973531767169609e-45
5.6,1.34208700201952,1.24099857834281,6.57562791782151e-45
5.6,1.41511040353633,1.31962775230589,7.71268272532047e-45
5.6,1.48870496788316,1.39825692626897,8.990331917660921e-45
5.6,1.53176653098948,1.44401823254372,9.80411499521621e-45
5.6,1.60610559244488,1.52264740650679,1.1333335427798701e-44
5.6,1.68083513073179,1.60127658046987,1.30423768564887e-44
5.6,1.72448654674748,1.64703788674462,1.41269309944572e-44
5.6,1.7997352177341,1.7256670607077,1.61583909220846e-44
5.6,1.87526130232243,1.80429623467078,1.84208106059635e-44
5.6,1.91933138210948,1.85005754094553,1.98531706581341e-44
5.6,1.99523244104686,1.92868671490861,2.2530678748181595e-44
5.6,2.07133703854723,2.00731588887169,2.5506252932467796e-44
5.6,2.1157140682926,2.05307719514644,2.73875168508606e-44
5.6,2.19209764692245,2.13170636910952,3.09001709396564e-44
5.6,2.26863466924731,2.21033554307259,3.4799490906915596e-44
5.6,2.31324297106375,2.25609684934734,3.7263145710118795e-44
5.6,2.38999281452136,2.33472602331042,4.18610442981831e-44
5.6,2.46686103332714,2.41335519727349,4.696316512411629e-44
5.6,2.51164767186089,2.45911650354825,5.01863228609316e-44
5.6,2.58868174429926,2.53774567751132,5.620164381016669e-44
5.6,2.66580896032866,2.6163748514744,6.28775206576512e-44
5.6,2.71073587277261,2.66213615774915,6.709567621208289e-44
5.6,2.78799473691335,2.74076533171223,7.49699449816314e-44
5.6,2.86532815366285,2.8193945056753,8.37119646759475e-44
5.6,2.91036730951474,2.86515581195006,8.923706896169429e-44
5.6,2.98780690353786,2.94378498591314,9.95532177396541e-44
5.6,3.06530706510149,3.02241415987621,1.11007388227571e-43
5.6,3.1104373873511,3.06817546615096,1.18245828513062e-43
5.6,3.18802438707487,3.14680464011404,1.31755577085268e-43
5.6,3.26566124062692,3.22543381407712,1.4674009333840802e-43
5.6,3.29062991353964,3.25071148801936,1.51894049900936e-43
5.6,3.29876757690634,3.25894883005359,1.5361052496548401e-43
5.6,3.30690573385797,3.26718617208782,1.5534543706971001e-43
5.6,3.31164227663091,3.27198021369755,1.5636369012945501e-43
5.6,3.31978120701829,3.28021755573178,1.5812810933357501e-43
5.6,3.32792062167686,3.28845489776601,1.5991139462953403e-43
5.6,3.3326578921696,3.29324893937574,1.6095799736952e-43
5.6,3.3407980657141,3.30148628140997,1.6277146577553301e-43
5.6,3.34893871444753,3.3097236234442,1.6460422534403202e-43
5.6,3.35367669901191,3.31451766505393,1.6567981640182701e-43
5.6,3.36181809244199,3.32275500708816,1.6754342697610001e-43
5.6,3.3699599522031,3.33099234912238,1.6942674742809102e-43
5.6,3.37469863752817,3.33578639073212,1.70531955873928e-43
5.6,3.38284122814617,3.34402373276635,1.7244678307944702e-43
5.6,3.39098427645485,3.35226107480058,1.7438172978648303e-43
5.6,3.39572364955653,3.35705511641031,1.7551717100971702e-43
5.6,3.40386741522119,3.36529245844454,1.77484263426426e-43
5.6,3.41201163014712,3.37352980047877,1.79471872730458e-43
5.6,3.41675167835833,3.3783238420885,1.80638143708783e-43
5.6,3.42489659746796,3.38656118412273,1.82658515551842e-43
5.6,3.43304195761402,3.39479852615696,1.8469978581837003e-43
5.6,3.43778266857511,3.39959256776669,1.85897459687681e-43
5.6,3.44592872005133,3.40782990980092,1.8797208107754503e-43
5.6,3.45407520453759,3.41606725183515,1.9006796243864803e-43
5.6,3.45881656618709,3.42086129344488,1.91297582270422e-43
5.6,3.46696372945919,3.42909863547911,1.9342736808798203e-43
5.6,3.47511131790745,3.43733597751334,1.9557875070520702e-43
5.6,3.47985331847322,3.44213001912307,1.96840822386726e-43
5.6,3.48800157346301,3.4503673611573,1.99026619532758e-43
5.6,3.49615024598192,3.45860470319153,2.0123432015904304e-43
5.6,3.50089287397256,3.46339874480127,2.0252930425730503e-43
5.6,3.50904220107985,3.47163608683549,2.0477187706786003e-43
5.6,3.51719193825051,3.47987342886972,2.07036623737147e-43
5.6,3.52193518244708,3.48466747047945,2.0836492621172103e-43
5.6,3.53008556253557,3.49290481251368,2.1066493987843805e-43
5.6,3.5382363453977,3.50114215454791,2.12987354423437e-43
5.6,3.54298019484575,3.50593619615765,2.14349316037447e-43
5.6,3.55113160922949,3.51417353819187,2.16707317645423e-43
5.6,3.559283419268,3.5224108802261,2.19087895771467e-43
5.6,3.56402786326984,3.52720492183583,2.20483780027886e-43
5.6,3.57218029370013,3.53544226387006,2.22900176991436e-43
5.6,3.58033311283222,3.54367960590429,2.25339265599879e-43
5.6,3.58507814093952,3.54847364751403,2.2676924501073702e-43
5.6,3.59323156959222,3.55671098954825,2.2924428052760904e-43
5.6,3.60138538015492,3.56494833158248,2.3174205191545403e-43
5.6,3.60613098216147,3.56974237319221,2.3320619238459302e-43
5.6,3.61428539162484,3.57797971522644,2.3573991752459603e-43
5.6,3.62244017636292,3.58621705726067,2.3829634005462003e-43
5.6,3.62718634229775,3.59101109887041,2.3979458312754004e-43
5.6,3.63534171556063,3.59924844090463,2.42386825116413e-43
5.6,3.64349745761499,3.60748578293886,2.45001629898112e-43
5.6,3.6482441777356,3.6122798245486,2.4653377260230806e-43
5.6,3.65640049817601,3.62051716658282,2.4918409880661e-43
5.6,3.66455718107242,3.62875450861705,2.51856741869352e-43
5.6,3.66930444585838,3.63354855022679,2.5342241383137602e-43
5.6,3.67746169723251,3.64178589226101,2.56130090887102e-43
5.6,3.68561930487075,3.65002323429524,2.5885971026510803e-43
5.6,3.69036710501738,3.65481727590498,2.6045834775461302e-43
5.6,3.69852527144896,3.66305461793921,2.6322229522059e-43
5.6,3.70668378809232,3.67129195997343,2.66007662300271e-43
5.6,3.71143211450467,3.67608600158317,2.6763847880889903e-43
5.6,3.71959118047466,3.68432334361739,2.70457216613507e-43
5.6,3.72775059073979,3.69256068565162,2.73296680976159e-43
5.6,3.73249943452678,3.69735472726135,2.7495863387460703e-43
5.6,3.74065938486347,3.70559206929558,2.77830222847921e-43
5.6,3.74881967371054,3.71382941132981,2.8072164988166503e-43
5.6,3.75356902617934,3.71862345293955,2.8241340270395704e-43
5.6,3.76172984604868,3.72686079497378,2.8533537721905e-43
5.6,3.76989099877191,3.735098137008,2.8827607746244102e-43
5.6,3.77464085142242,3.73989217861773,2.89995957212565e-43
5.6,3.78280252631876,3.74812952065196,2.92965249038213e-43
5.6,3.79096452853726,3.75636686268619,2.95951898337034e-43
5.6,3.79571487305685,3.76116090429592,2.9769784725166402e-43
5.6,3.80387738879393,3.76939824633016,3.00710699507738e-43
5.6,3.81204022644279,3.77763558836438,3.0373924882537504e-43
5.6,3.81679105470119,3.78242962997412,3.0550876990346702e-43
5.6,3.82495439740342,3.79066697200834,3.08560639937086e-43
5.6,3.83311805672512,3.79890431404258,3.1162621359514402e-43
5.6,3.83786936076945,3.8036983556523,3.13416309156609e-43
5.6,3.84603351686355,3.81193569768654,3.1650175900913706e-43
5.6,3.85419798439964,3.82017303972076,3.1959853997268003e-43
5.6,3.85894975644965,3.8249670813305,3.21405642441065e-43
5.6,3.86711471265642,3.83320442336472,3.2451821553650405e-43
5.6,3.8752799752395,3.84144176539895,3.2763931636366105e-43
5.6,3.8800322076829,3.84623580700869,3.2945921039535804e-43
5.6,3.8881979510094,3.85447314904292,3.3259129285771503e-43
5.6,3.89636399575531,3.86271049107714,3.35728610615275e-43
5.6,3.90111668114329,3.86750453268688,3.3755634563894605e-43
5.6,3.90928319887515,3.8757418747211,3.40699010614606e-43
5.6,3.91745001317544,3.88397921675534,3.43843064170735e-43
5.6,3.92220314421833,3.88877325836507,3.45672856348408e-43
5.6,3.9303704239124,3.8970106003993,3.48815689620844e-43
5.6,3.938537995427,3.90524794243352,3.5195543752462403e-43
