E_nu_MeV,E_e_MeV,p_e_MeV,dsigma_dpe_cm2_per_MeV
1.6,0.599347426530282,0.313204866098225,4.67691241112813e-46
1.6,0.5995801390631861,0.31364995395849304,4.66550999716668e-46
1.6,0.599980556693956,0.314414724321118,4.6456121602634796e-46
1.6,0.600381681441034,0.315179494683741,4.6253273761161e-46
1.6,0.60061545655015,0.31562458254401005,4.61334351737458e-46
1.6,0.601017697055206,0.316389352906634,4.59244554551408e-46
1.6,0.601420641022202,0.317154123269258,4.57115939362228e-46
1.6,0.601655473216161,0.317599211129527,4.55859223906941e-46
1.6,0.602059527166873,0.31836398149215,4.536691241911e-46
1.6,0.602464280933941,0.319128751854774,4.51440120782744e-46
1.6,0.6027001647345721,0.31957383971504205,4.50124947056255e-46
1.6,0.603106022725156,0.32033861007766706,4.47834354886386e-46
1.6,0.6035125768955001,0.32110338044029,4.4550481358690996e-46
1.6,0.6037495068381431,0.32154846830056005,4.44131113450479e-46
1.6,0.6041571594861841,0.322313238663182,4.4173994501832e-46
1.6,0.6045655046865841,0.323078009025807,4.39309825063928e-46
1.6,0.60480347532039,0.323523096886075,4.37877595074274e-46
1.6,0.605212913267368,0.324287867248699,4.3538588011844596e-46
1.6,0.6056230401486921,0.325052637611325,4.32855257293072e-46
1.6,0.6058620460369221,0.325497725471593,4.31364563258876e-46
1.6,0.6062732599487111,0.326262495834217,4.287724529503621e-46
1.6,0.606685159186414,0.327027266196841,4.26141527833806e-46
1.6,0.606925194906728,0.32747235405711006,4.2459250970882596e-46
1.6,0.607338175474093,0.328237124419733,4.2190028534643e-46
1.6,0.607751837768711,0.32900189478235603,4.1916939198435306e-46
1.6,0.6079928979134501,0.329446982642625,4.17562269031302e-46
1.6,0.60840763585253,0.330211753005249,4.147703510520311e-46
1.6,0.6088230519301561,0.33097652336787303,4.119399663790339e-46
1.6,0.6090651311066191,0.331421611228143,4.10275042790161e-46
1.6,0.6094816171593951,0.332186381590767,4.07384000662766e-46
1.6,0.609898777772143,0.332951151953389,4.04454754637493e-46
1.6,0.6101418706028551,0.333396239813658,4.02732425529649e-46
1.6,0.610560095537612,0.334161010176282,3.99742988234799e-46
1.6,0.6109789914640771,0.33492578053890604,3.96715674633237e-46
1.6,0.611223092587053,0.335370868399174,3.94936432475965e-46
1.6,0.611643047198828,0.336135638761799,3.91849499847789e-46
1.6,0.612063669244523,0.33690040912442404,3.88725087888346e-46
1.6,0.6123087733135251,0.337345496984692,3.86889529449959e-46
1.6,0.61273044842454,0.33811026734731503,3.83706184341587e-46
1.6,0.613152787422334,0.33887503770994004,3.80485831214899e-46
1.6,0.613398889107118,0.339320125570208,3.78594664986257e-46
1.6,0.613822275567212,0.34008489593283203,3.7531618634438e-46
1.6,0.6142463223777481,0.34084966629545604,3.72001250690758e-46
1.6,0.6144934163643101,0.341294754155724,3.70055304934442e-46
1.6,0.614918505051347,0.342059524518348,3.66683181937904e-46
1.6,0.6153442505634561,0.342824294880973,3.63275238363652e-46
1.6,0.6155923315542661,0.343269382741241,3.61275469734793e-46
1.6,0.6160191133745441,0.344034153103866,3.57811416960567e-46
1.6,0.616446548505639,0.34479892346649005,3.54312271692501e-46
1.6,0.616695611219875,0.345244011326758,3.52259774576251e-46
1.6,0.617124077108514,0.346008781689382,3.4870574842687302e-46
1.6,0.617553192804984,0.346773552052005,3.4511745618660703e-46
1.6,0.6178032319787541,0.34721863991227403,3.4301347276221e-46
1.6,0.6182333729000831,0.347983410274898,3.3937168913728903e-46
1.6,0.618664160137669,0.348748180637523,3.35696571404104e-46
1.6,0.6189151705242291,0.34919326849779103,3.33542502516016e-46
1.6,0.6193469774721541,0.34995803886041504,3.29815455977132e-46
1.6,0.6197794272563151,0.35072280922304006,3.2605612068134e-46
1.6,0.6200314036262821,0.35116789708330803,3.23853537564659e-46
