pull_index,E_MeV,f
0,3.758,1.0022520673552715
0,3.782,1.0025455137899006
0,3.806,1.0028347367747084
0,3.83,1.0031233357228733
0,3.854,1.0034146992231503
0,3.878,1.0037019794405868
0,3.902,1.0039853207303011
0,3.926,1.0042647798412383
0,3.95,1.0045404866016026
0,3.974,1.0048124706786958
0,3.998,1.0050807681486125
0,4.022,1.0053454642920194
0,4.046,1.005597963118381
0,4.07,1.005847151594334
0,4.094,1.006093005646442
0,4.118,1.0063356915300334
0,4.142,1.0065751758372967
0,4.166,1.006811535396695
0,4.19,1.007044882191068
0,4.214,1.0072752497665325
0,4.238,1.0075020322701755
0,4.262,1.007725712803668
0,4.286,1.0079464928580997
0,4.31,1.0081645330670452
0,4.334,1.0083798592732367
0,4.358,1.0085924712355872
0,4.382,1.0088025201579731
0,4.406,1.0090099356543722
0,4.43,1.0092116493242609
0,4.454,1.0094044956326125
0,4.478,1.0095950393180704
0,4.502,1.009783241882026
0,4.526,1.00996922342265
0,4.55,1.0101529378755485
0,4.574,1.0103344649674235
0,4.598,1.0105138525632549
0,4.622,1.010691072679483
0,4.646,1.010886622812544
0,4.67,1.01107990803308
0,4.694,1.0112709676563367
0,4.718,1.0114598380353264
0,4.742,1.0116465529120835
0,4.766,1.0118311510318814
0,4.79,1.0120136609222532
0,4.814,1.0121941235241276
0,4.838,1.0123693994867298
0,4.862,1.012541152596639
0,4.886,1.0127109776272718
0,4.91,1.0128788929122534
0,4.934,1.0130450035964305
0,4.958,1.013209250232624
0,4.982,1.0133717382240073
0,5.006,1.0135324680802225
0,5.03,1.013690532511747
0,5.054,1.0138451865275806
0,5.078,1.0139981318904363
0,5.102,1.0141494888513214
0,5.126,1.0142991926913567
0,5.15,1.0144473648826584
0,5.174,1.0145939507268424
0,5.198,1.0147390141201822
0,5.222,1.014882531776623
0,5.246,1.0150246113058798
0,5.27,1.0151651926875975
0,5.294,1.0153043605754335
0,5.318,1.015442069927638
0,5.342,1.0155784081523944
0,5.366,1.015713322200507
0,5.39,1.0158469328350008
0,5.414,1.0159791615167189
0,5.438,1.016110079661647
0,5.462,1.0162396630071862
0,5.486,1.0163680049472716
0,5.51,1.0164950493867535
0,5.534,1.0166168871277526
0,5.558,1.0167335332278633
0,5.582,1.0168490985528664
0,5.606,1.0169634801848677
0,5.63,1.0170767512397811
0,5.654,1.0171889287766622
0,5.678,1.0173000674304349
0,5.702,1.0174101079955509
0,5.726,1.0175190893171897
0,5.75,1.0176270322479248
0,5.774,1.0177339902540294
0,5.798,1.0178399251709032
0,5.822,1.0179448485923213
0,5.846,1.0180487874139597
0,5.87,1.0181517847841282
0,5.894,1.0182538355078934
0,5.918,1.0183549161660768
0,5.942,1.018455064468528
