    Seven representative survival probability curves are given as
    function of energy. The survival probabilities have been averaged over 
    the boron neutrino production region in the Sun. The seven pairs of
    values of the parameters sin^2(2theta0 and Delta m^2 have been chozen
    from the small mixing angle region. The first pair provides the best
    fit to the data with a chi^2 of 0.31 for two degrees of freedom.


  DM2(eV^2)= 0.54120E-05    0.54120E-05    0.54120E-05    0.10000E-04    0.39810E-05    0.42990E-05   0.92610E-05 
 SIN2(2tet)= 0.79430E-02    0.95500E-02    0.66070E-02	  0.45710E-02    0.95500E-02    0.11480E-01   0.43650E-02 
                 
    Energy
 
     2.26   0.986531E-02   0.541229E-02   0.193659E-01 	 0.444753E-02   0.170765E-01   0.715869E-02   0.778426E-02
     2.28   0.102184E-01   0.556936E-02   0.200336E-01 	 0.463670E-02   0.177638E-01   0.734201E-02   0.813671E-02
     2.30   0.105596E-01   0.572240E-02   0.206746E-01 	 0.483506E-02   0.185039E-01   0.751688E-02   0.850120E-02
     2.32   0.108868E-01   0.587018E-02   0.212855E-01 	 0.504257E-02   0.192464E-01   0.769355E-02   0.888117E-02
     2.34   0.111976E-01   0.601147E-02   0.218626E-01 	 0.525870E-02   0.199763E-01   0.788669E-02   0.927743E-02
     2.36   0.115071E-01   0.615482E-02   0.224293E-01 	 0.548344E-02   0.206908E-01   0.809780E-02   0.969047E-02
     2.38   0.118367E-01   0.630866E-02   0.230284E-01 	 0.571684E-02   0.213870E-01   0.832843E-02   0.101208E-01
     2.40   0.121876E-01   0.647384E-02   0.236625E-01 	 0.595891E-02   0.220618E-01   0.858026E-02   0.105688E-01
     2.42   0.125616E-01   0.665126E-02   0.243339E-01 	 0.620967E-02   0.227124E-01   0.885505E-02   0.110352E-01
     2.44   0.129600E-01   0.684189E-02   0.250446E-01 	 0.646913E-02   0.233357E-01   0.915469E-02   0.115202E-01
     2.46   0.133846E-01   0.704672E-02   0.257969E-01 	 0.673729E-02   0.239287E-01   0.948116E-02   0.120234E-01
     2.48   0.138370E-01   0.726684E-02   0.265931E-01 	 0.701449E-02   0.245044E-01   0.983438E-02   0.125346E-01
     2.50   0.143190E-01   0.750338E-02   0.274355E-01 	 0.730317E-02   0.250984E-01   0.101925E-01   0.130507E-01
     2.52   0.148315E-01   0.775678E-02   0.283257E-01 	 0.760411E-02   0.257133E-01   0.105482E-01   0.135707E-01
     2.54   0.153637E-01   0.802168E-02   0.292454E-01 	 0.791767E-02   0.263500E-01   0.108999E-01   0.140937E-01
     2.56   0.159121E-01   0.829699E-02   0.301867E-01 	 0.824422E-02   0.270095E-01   0.112463E-01   0.146186E-01
     2.58   0.164771E-01   0.858302E-02   0.311497E-01 	 0.858412E-02   0.276929E-01   0.115859E-01   0.151446E-01
     2.60   0.170589E-01   0.888004E-02   0.321347E-01 	 0.893776E-02   0.284013E-01   0.119169E-01   0.156706E-01
     2.62   0.176580E-01   0.918836E-02   0.331421E-01 	 0.930551E-02   0.291358E-01   0.122381E-01   0.161956E-01
     2.64   0.182745E-01   0.950828E-02   0.341720E-01 	 0.968777E-02   0.298975E-01   0.125476E-01   0.167221E-01
     2.66   0.189089E-01   0.984009E-02   0.352247E-01 	 0.100829E-01   0.306868E-01   0.128441E-01   0.172654E-01
     2.68   0.195614E-01   0.101841E-01   0.363005E-01 	 0.104835E-01   0.315010E-01   0.131402E-01   0.178279E-01
     2.70   0.202323E-01   0.105405E-01   0.373995E-01 	 0.108884E-01   0.323403E-01   0.134473E-01   0.184101E-01
     2.72   0.209077E-01   0.109005E-01   0.385029E-01 	 0.112970E-01   0.332057E-01   0.137661E-01   0.190129E-01
     2.74   0.215724E-01   0.112572E-01   0.395829E-01 	 0.117085E-01   0.340978E-01   0.140970E-01   0.196368E-01
     2.76   0.222247E-01   0.116096E-01   0.406369E-01 	 0.121224E-01   0.350175E-01   0.144407E-01   0.202826E-01
