energy_GeV,cos_zenith,azimuth_deg,particle,flux
63.096,0.95,45.0,nue,7.1026e-05
63.096,0.95,45.0,nuebar,5.9196e-05
70.795,0.95,45.0,numu,0.00072302
70.795,0.95,45.0,numubar,0.00050265
70.795,0.95,45.0,nue,4.8897e-05
70.795,0.95,45.0,nuebar,3.796e-05
79.433,0.95,45.0,numu,0.00050929
79.433,0.95,45.0,numubar,0.00034862
79.433,0.95,45.0,nue,3.2648e-05
79.433,0.95,45.0,nuebar,2.658e-05
89.125,0.95,45.0,numu,0.00035347
89.125,0.95,45.0,numubar,0.00024206
89.125,0.95,45.0,nue,2.1e-05
89.125,0.95,45.0,nuebar,1.7286e-05
100.0,0.95,45.0,numu,0.00025096
100.0,0.95,45.0,numubar,0.00017069
100.0,0.95,45.0,nue,1.4045e-05
100.0,0.95,45.0,nuebar,1.1728e-05
112.2,0.95,45.0,numu,0.00017516
112.2,0.95,45.0,numubar,0.00011907
112.2,0.95,45.0,nue,9.6421e-06
112.2,0.95,45.0,nuebar,8.0554e-06
125.89,0.95,45.0,numu,0.00012218
125.89,0.95,45.0,numubar,8.2827e-05
125.89,0.95,45.0,nue,6.7352e-06
125.89,0.95,45.0,nuebar,5.3894e-06
141.25,0.95,45.0,numu,8.513e-05
141.25,0.95,45.0,numubar,5.7473e-05
141.25,0.95,45.0,nue,4.5375e-06
141.25,0.95,45.0,nuebar,3.6674e-06
158.49,0.95,45.0,numu,5.9108e-05
158.49,0.95,45.0,numubar,3.9616e-05
158.49,0.95,45.0,nue,3.0028e-06
158.49,0.95,45.0,nuebar,2.4741e-06
177.83,0.95,45.0,numu,4.1381e-05
177.83,0.95,45.0,numubar,2.7423e-05
177.83,0.95,45.0,nue,2.043e-06
177.83,0.95,45.0,nuebar,1.6859e-06
199.53,0.95,45.0,numu,2.9064e-05
199.53,0.95,45.0,numubar,1.9049e-05
199.53,0.95,45.0,nue,1.4817e-06
199.53,0.95,45.0,nuebar,1.1734e-06
223.87,0.95,45.0,numu,2.0415e-05
223.87,0.95,45.0,numubar,1.3111e-05
223.87,0.95,45.0,nue,9.5172e-07
223.87,0.95,45.0,nuebar,8.1333e-07
251.19,0.95,45.0,numu,1.4038e-05
251.19,0.95,45.0,numubar,9.1702e-06
251.19,0.95,45.0,nue,5.7835e-07
251.19,0.95,45.0,nuebar,5.5234e-07
281.84,0.95,45.0,numu,9.599e-06
281.84,0.95,45.0,numubar,6.355e-06
281.84,0.95,45.0,nue,3.9106e-07
281.84,0.95,45.0,nuebar,3.7287e-07
316.23,0.95,45.0,numu,6.7928e-06
316.23,0.95,45.0,numubar,4.3796e-06
316.23,0.95,45.0,nue,2.8572e-07
316.23,0.95,45.0,nuebar,2.3329e-07
354.81,0.95,45.0,numu,4.6799e-06
354.81,0.95,45.0,numubar,3.0022e-06
354.81,0.95,45.0,nue,1.9225e-07
354.81,0.95,45.0,nuebar,1.5858e-07
398.11,0.95,45.0,numu,3.2517e-06
398.11,0.95,45.0,numubar,2.0717e-06
398.11,0.95,45.0,nue,1.3273e-07
398.11,0.95,45.0,nuebar,1.0604e-07
446.68,0.95,45.0,numu,2.2377e-06
446.68,0.95,45.0,numubar,1.4e-06
446.68,0.95,45.0,nue,8.9705e-08
446.68,0.95,45.0,nuebar,7.0831e-08
501.19,0.95,45.0,numu,1.5273e-06
501.19,0.95,45.0,numubar,9.5829e-07
501.19,0.95,45.0,nue,5.4389e-08
501.19,0.95,45.0,nuebar,4.7476e-08
562.34,0.95,45.0,numu,1.0635e-06
562.34,0.95,45.0,numubar,6.5732e-07
562.34,0.95,45.0,nue,3.9279e-08
562.34,0.95,45.0,nuebar,3.2052e-08
630.96,0.95,45.0,numu,7.2712e-07
630.96,0.95,45.0,numubar,4.5012e-07
630.96,0.95,45.0,nue,2.7528e-08
630.96,0.95,45.0,nuebar,2.1279e-08
707.95,0.95,45.0,numu,4.9726e-07
707.95,0.95,45.0,numubar,3.1198e-07
707.95,0.95,45.0,nue,1.8646e-08
707.95,0.95,45.0,nuebar,1.3764e-08
794.33,0.95,45.0,numu,3.4266e-07
794.33,0.95,45.0,numubar,2.1108e-07
794.33,0.95,45.0,nue,1.2513e-08
794.33,0.95,45.0,nuebar,8.8126e-09
891.25,0.95,45.0,numu,2.306e-07
891.25,0.95,45.0,numubar,1.4158e-07
891.25,0.95,45.0,nue,8.799e-09
891.25,0.95,45.0,nuebar,5.831e-09
1000.0,0.95,45.0,numu,1.6092e-07
1000.0,0.95,45.0,numubar,9.5905e-08
1000.0,0.95,45.0,nue,5.5667e-09
1000.0,0.95,45.0,nuebar,4.2743e-09
1122.0,0.95,45.0,numu,1.0914e-07
1122.0,0.95,45.0,numubar,6.5038e-08
1122.0,0.95,45.0,nue,3.7993e-09
1122.0,0.95,45.0,nuebar,2.88e-09
1258.9,0.95,45.0,numu,7.3927e-08
1258.9,0.95,45.0,numubar,4.4234e-08
1258.9,0.95,45.0,nue,2.5342e-09
1258.9,0.95,45.0,nuebar,2.0277e-09
1412.5,0.95,45.0,numu,4.9221e-08
1412.5,0.95,45.0,numubar,2.9778e-08
1412.5,0.95,45.0,nue,1.484e-09
1412.5,0.95,45.0,nuebar,1.3004e-09
1584.9,0.95,45.0,numu,3.319e-08
1584.9,0.95,45.0,numubar,2.0285e-08
1584.9,0.95,45.0,nue,8.3157e-10
1584.9,0.95,45.0,nuebar,7.7963e-10
1778.3,0.95,45.0,numu,2.2337e-08
1778.3,0.95,45.0,numubar,1.3069e-08
1778.3,0.95,45.0,nue,5.934e-10
1778.3,0.95,45.0,nuebar,4.416e-10
1995.3,0.95,45.0,numu,1.4934e-08
1995.3,0.95,45.0,numubar,8.876e-09
1995.3,0.95,45.0,nue,4.2653e-10
1995.3,0.95,45.0,nuebar,3.2527e-10
2238.7,0.95,45.0,numu,9.7903e-09
2238.7,0.95,45.0,numubar,5.9461e-09
2238.7,0.95,45.0,nue,3.0987e-10
2238.7,0.95,45.0,nuebar,2.2857e-10
2511.9,0.95,45.0,numu,6.5827e-09
2511.9,0.95,45.0,numubar,3.9834e-09
2511.9,0.95,45.0,nue,2.295e-10
2511.9,0.95,45.0,nuebar,1.5508e-10
2818.4,0.95,45.0,numu,4.4943e-09
2818.4,0.95,45.0,numubar,2.6579e-09
2818.4,0.95,45.0,nue,1.4463e-10
2818.4,0.95,45.0,nuebar,1.0677e-10
3162.3,0.95,45.0,numu,3.0623e-09
3162.3,0.95,45.0,numubar,1.7654e-09
3162.3,0.95,45.0,nue,9.1923e-11
3162.3,0.95,45.0,nuebar,6.8206e-11
3548.1,0.95,45.0,numu,1.9965e-09
3548.1,0.95,45.0,numubar,1.1355e-09
3548.1,0.95,45.0,nue,5.963e-11
3548.1,0.95,45.0,nuebar,4.733e-11
3981.1,0.95,45.0,numu,1.3278e-09
3981.1,0.95,45.0,numubar,7.4468e-10
3981.1,0.95,45.0,nue,3.2641e-11
3981.1,0.95,45.0,nuebar,2.6712e-11
4466.8,0.95,45.0,numu,8.7814e-10
4466.8,0.95,45.0,numubar,4.9158e-10
4466.8,0.95,45.0,nue,2.1906e-11
4466.8,0.95,45.0,nuebar,1.581e-11
5011.9,0.95,45.0,numu,5.8318e-10
5011.9,0.95,45.0,numubar,3.2219e-10
5011.9,0.95,45.0,nue,1.4847e-11
5011.9,0.95,45.0,nuebar,1.1216e-11
5623.4,0.95,45.0,numu,3.9099e-10
5623.4,0.95,45.0,numubar,2.0979e-10
5623.4,0.95,45.0,nue,9.1926e-12
5623.4,0.95,45.0,nuebar,7.2746e-12
6309.6,0.95,45.0,numu,2.5333e-10
6309.6,0.95,45.0,numubar,1.3806e-10
6309.6,0.95,45.0,nue,6.2065e-12
6309.6,0.95,45.0,nuebar,6.2478e-12
7079.5,0.95,45.0,numu,1.6944e-10
7079.5,0.95,45.0,numubar,9.0548e-11
7079.5,0.95,45.0,nue,4.3605e-12
7079.5,0.95,45.0,nuebar,3.6662e-12
7943.3,0.95,45.0,numu,1.0954e-10
7943.3,0.95,45.0,numubar,5.8502e-11
7943.3,0.95,45.0,nue,3.3989e-12
7943.3,0.95,45.0,nuebar,1.8662e-12
8912.5,0.95,45.0,numu,6.8766e-11
8912.5,0.95,45.0,numubar,3.6369e-11
8912.5,0.95,45.0,nue,2.0813e-12
8912.5,0.95,45.0,nuebar,1.3612e-12
10000.0,0.95,45.0,numu,4.5379e-11
10000.0,0.95,45.0,numubar,2.4526e-11
10000.0,0.95,45.0,nue,1.4138e-12
10000.0,0.95,45.0,nuebar,1.1583e-12
0.1,0.95,75.0,numu,7963.2
0.1,0.95,75.0,numubar,8030.3
0.1,0.95,75.0,nue,3875.4
0.1,0.95,75.0,nuebar,3821.2
0.1122,0.95,75.0,numu,7229.3
0.1122,0.95,75.0,numubar,7261.3
0.1122,0.95,75.0,nue,3499.9
0.1122,0.95,75.0,nuebar,3419.3
0.12589,0.95,75.0,numu,6508.1
0.12589,0.95,75.0,numubar,6515.2
0.12589,0.95,75.0,nue,3120.0
0.12589,0.95,75.0,nuebar,3020.0
0.14125,0.95,75.0,numu,5782.8
0.14125,0.95,75.0,numubar,5779.1
0.14125,0.95,75.0,nue,2764.2
0.14125,0.95,75.0,nuebar,2642.1
0.15849,0.95,75.0,numu,5082.7
0.15849,0.95,75.0,numubar,5066.7
0.15849,0.95,75.0,nue,2416.0
0.15849,0.95,75.0,nuebar,2285.7
0.17783,0.95,75.0,numu,4399.4
0.17783,0.95,75.0,numubar,4393.8
0.17783,0.95,75.0,nue,2088.4
0.17783,0.95,75.0,nuebar,1954.7
0.19953,0.95,75.0,numu,3761.7
0.19953,0.95,75.0,numubar,3749.6
0.19953,0.95,75.0,nue,1790.1
0.19953,0.95,75.0,nuebar,1648.4
0.22387,0.95,75.0,numu,3188.7
0.22387,0.95,75.0,numubar,3156.2
0.22387,0.95,75.0,nue,1508.7
0.22387,0.95,75.0,nuebar,1385.5
0.25119,0.95,75.0,numu,2661.8
0.25119,0.95,75.0,numubar,2626.3
0.25119,0.95,75.0,nue,1266.9
0.25119,0.95,75.0,nuebar,1152.6
0.28184,0.95,75.0,numu,2195.4
0.28184,0.95,75.0,numubar,2165.0
0.28184,0.95,75.0,nue,1048.0
0.28184,0.95,75.0,nuebar,937.37
0.31623,0.95,75.0,numu,1792.8
0.31623,0.95,75.0,numubar,1763.7
0.31623,0.95,75.0,nue,856.33
0.31623,0.95,75.0,nuebar,755.43
0.35481,0.95,75.0,numu,1445.6
0.35481,0.95,75.0,numubar,1419.7
0.35481,0.95,75.0,nue,696.65
0.35481,0.95,75.0,nuebar,604.4
0.39811,0.95,75.0,numu,1156.8
0.39811,0.95,75.0,numubar,1132.2
0.39811,0.95,75.0,nue,555.64
0.39811,0.95,75.0,nuebar,476.81
0.44668,0.95,75.0,numu,915.87
0.44668,0.95,75.0,numubar,891.92
0.44668,0.95,75.0,nue,438.66
0.44668,0.95,75.0,nuebar,374.42
0.50119,0.95,75.0,numu,718.57
0.50119,0.95,75.0,numubar,696.32
0.50119,0.95,75.0,nue,341.34
0.50119,0.95,75.0,nuebar,290.73
0.56234,0.95,75.0,numu,560.84
0.56234,0.95,75.0,numubar,539.67
0.56234,0.95,75.0,nue,264.86
0.56234,0.95,75.0,nuebar,222.96
0.63096,0.95,75.0,numu,432.37
0.63096,0.95,75.0,numubar,414.93
0.63096,0.95,75.0,nue,204.43
0.63096,0.95,75.0,nuebar,168.55
0.70795,0.95,75.0,numu,330.98
0.70795,0.95,75.0,numubar,316.83
0.70795,0.95,75.0,nue,155.61
0.70795,0.95,75.0,nuebar,127.32
0.79433,0.95,75.0,numu,252.29
0.79433,0.95,75.0,numubar,238.95
0.79433,0.95,75.0,nue,116.46
0.79433,0.95,75.0,nuebar,96.095
0.89125,0.95,75.0,numu,191.38
0.89125,0.95,75.0,numubar,179.93
0.89125,0.95,75.0,nue,86.238
0.89125,0.95,75.0,nuebar,70.585
1.0,0.95,75.0,numu,144.53
1.0,0.95,75.0,numubar,134.58
1.0,0.95,75.0,nue,64.695
1.0,0.95,75.0,nuebar,51.524
1.122,0.95,75.0,numu,108.99
1.122,0.95,75.0,numubar,100.28
1.122,0.95,75.0,nue,47.466
1.122,0.95,75.0,nuebar,37.728
1.2589,0.95,75.0,numu,81.66
1.2589,0.95,75.0,numubar,74.558
1.2589,0.95,75.0,nue,34.613
1.2589,0.95,75.0,nuebar,27.483
1.4125,0.95,75.0,numu,60.681
1.4125,0.95,75.0,numubar,55.059
1.4125,0.95,75.0,nue,25.194
1.4125,0.95,75.0,nuebar,19.791
1.5849,0.95,75.0,numu,44.816
1.5849,0.95,75.0,numubar,40.442
1.5849,0.95,75.0,nue,18.199
1.5849,0.95,75.0,nuebar,14.177
1.7783,0.95,75.0,numu,33.095
1.7783,0.95,75.0,numubar,29.497
1.7783,0.95,75.0,nue,13.088
1.7783,0.95,75.0,nuebar,10.103
1.9953,0.95,75.0,numu,24.559
1.9953,0.95,75.0,numubar,21.379
1.9953,0.95,75.0,nue,9.3238
1.9953,0.95,75.0,nuebar,7.1868
2.2387,0.95,75.0,numu,17.986
2.2387,0.95,75.0,numubar,15.5
2.2387,0.95,75.0,nue,6.5802
2.2387,0.95,75.0,nuebar,5.0497
2.5119,0.95,75.0,numu,13.081
2.5119,0.95,75.0,numubar,11.159
2.5119,0.95,75.0,nue,4.616
2.5119,0.95,75.0,nuebar,3.5435
2.8184,0.95,75.0,numu,9.6101
2.8184,0.95,75.0,numubar,7.9449
2.8184,0.95,75.0,nue,3.2267
2.8184,0.95,75.0,nuebar,2.4414
3.1623,0.95,75.0,numu,7.0234
3.1623,0.95,75.0,numubar,5.792
3.1623,0.95,75.0,nue,2.2194
3.1623,0.95,75.0,nuebar,1.683
3.5481,0.95,75.0,numu,5.0814
3.5481,0.95,75.0,numubar,4.1598
3.5481,0.95,75.0,nue,1.5284
3.5481,0.95,75.0,nuebar,1.165
3.9811,0.95,75.0,numu,3.6799
3.9811,0.95,75.0,numubar,2.9716
3.9811,0.95,75.0,nue,1.05
3.9811,0.95,75.0,nuebar,0.79448
4.4668,0.95,75.0,numu,2.6616
4.4668,0.95,75.0,numubar,2.1269
4.4668,0.95,75.0,nue,0.71443
4.4668,0.95,75.0,nuebar,0.53434
5.0119,0.95,75.0,numu,1.9137
5.0119,0.95,75.0,numubar,1.5245
5.0119,0.95,75.0,nue,0.48785
5.0119,0.95,75.0,nuebar,0.36207
5.6234,0.95,75.0,numu,1.373
5.6234,0.95,75.0,numubar,1.094
5.6234,0.95,75.0,nue,0.33434
5.6234,0.95,75.0,nuebar,0.24819
6.3096,0.95,75.0,numu,0.98599
6.3096,0.95,75.0,numubar,0.77339
6.3096,0.95,75.0,nue,0.22101
6.3096,0.95,75.0,nuebar,0.16716
7.0795,0.95,75.0,numu,0.70559
7.0795,0.95,75.0,numubar,0.54451
7.0795,0.95,75.0,nue,0.15038
7.0795,0.95,75.0,nuebar,0.11204
7.9433,0.95,75.0,numu,0.50421
7.9433,0.95,75.0,numubar,0.38666
7.9433,0.95,75.0,nue,0.10191
7.9433,0.95,75.0,nuebar,0.076427
8.9125,0.95,75.0,numu,0.36009
8.9125,0.95,75.0,numubar,0.27697
8.9125,0.95,75.0,nue,0.065203
8.9125,0.95,75.0,nuebar,0.05151
10.0,0.95,75.0,numu,0.25613
10.0,0.95,75.0,numubar,0.19582
10.0,0.95,75.0,nue,0.044705
10.0,0.95,75.0,nuebar,0.034226
11.22,0.95,75.0,numu,0.18325
11.22,0.95,75.0,numubar,0.13832
11.22,0.95,75.0,nue,0.02994
11.22,0.95,75.0,nuebar,0.022933
12.589,0.95,75.0,numu,0.1309
12.589,0.95,75.0,numubar,0.097467
12.589,0.95,75.0,nue,0.019983
12.589,0.95,75.0,nuebar,0.015526
14.125,0.95,75.0,numu,0.092752
14.125,0.95,75.0,numubar,0.068819
14.125,0.95,75.0,nue,0.013397
14.125,0.95,75.0,nuebar,0.01033
15.849,0.95,75.0,numu,0.065806
15.849,0.95,75.0,numubar,0.048796
15.849,0.95,75.0,nue,0.0088872
15.849,0.95,75.0,nuebar,0.0068121
17.783,0.95,75.0,numu,0.046937
17.783,0.95,75.0,numubar,0.034411
17.783,0.95,75.0,nue,0.0059337
17.783,0.95,75.0,nuebar,0.004521
19.953,0.95,75.0,numu,0.033197
19.953,0.95,75.0,numubar,0.024436
19.953,0.95,75.0,nue,0.0039409
19.953,0.95,75.0,nuebar,0.0030211
22.387,0.95,75.0,numu,0.023475
22.387,0.95,75.0,numubar,0.017337
22.387,0.95,75.0,nue,0.0025403
22.387,0.95,75.0,nuebar,0.0020522
25.119,0.95,75.0,numu,0.016592
25.119,0.95,75.0,numubar,0.012141
25.119,0.95,75.0,nue,0.0016826
25.119,0.95,75.0,nuebar,0.0013741
28.184,0.95,75.0,numu,0.011595
28.184,0.95,75.0,numubar,0.0086217
28.184,0.95,75.0,nue,0.0011289
28.184,0.95,75.0,nuebar,0.00092396
31.623,0.95,75.0,numu,0.0084622
31.623,0.95,75.0,numubar,0.0060634
31.623,0.95,75.0,nue,0.00077939
31.623,0.95,75.0,nuebar,0.00060552
35.481,0.95,75.0,numu,0.0059725
35.481,0.95,75.0,numubar,0.0042688
35.481,0.95,75.0,nue,0.00051625
35.481,0.95,75.0,nuebar,0.00041672
39.811,0.95,75.0,numu,0.0042034
39.811,0.95,75.0,numubar,0.0029904
39.811,0.95,75.0,nue,0.0003487
39.811,0.95,75.0,nuebar,0.00027763
44.668,0.95,75.0,numu,0.0029621
44.668,0.95,75.0,numubar,0.0021023
44.668,0.95,75.0,nue,0.0002343
44.668,0.95,75.0,nuebar,0.00018009
50.119,0.95,75.0,numu,0.0020799
50.119,0.95,75.0,numubar,0.0014824
50.119,0.95,75.0,nue,0.00015537
50.119,0.95,75.0,nuebar,0.00012157
56.234,0.95,75.0,numu,0.0014533
56.234,0.95,75.0,numubar,0.0010388
56.234,0.95,75.0,nue,0.00010432
56.234,0.95,75.0,nuebar,8.5209e-05
63.096,0.95,75.0,numu,0.0010312
63.096,0.95,75.0,numubar,0.00072222
63.096,0.95,75.0,nue,6.712e-05
63.096,0.95,75.0,nuebar,6.1248e-05
70.795,0.95,75.0,numu,0.00072453
70.795,0.95,75.0,numubar,0.00049937
70.795,0.95,75.0,nue,4.5065e-05
70.795,0.95,75.0,nuebar,4.0063e-05
79.433,0.95,75.0,numu,0.00050073
79.433,0.95,75.0,numubar,0.00035473
79.433,0.95,75.0,nue,3.2023e-05
79.433,0.95,75.0,nuebar,2.6826e-05
89.125,0.95,75.0,numu,0.00035039
89.125,0.95,75.0,numubar,0.00025059
89.125,0.95,75.0,nue,2.0555e-05
89.125,0.95,75.0,nuebar,1.7798e-05
100.0,0.95,75.0,numu,0.00025188
100.0,0.95,75.0,numubar,0.00017231
100.0,0.95,75.0,nue,1.3952e-05
100.0,0.95,75.0,nuebar,1.1559e-05
112.2,0.95,75.0,numu,0.00017467
112.2,0.95,75.0,numubar,0.00011806
112.2,0.95,75.0,nue,9.5153e-06
112.2,0.95,75.0,nuebar,7.965e-06
125.89,0.95,75.0,numu,0.00012228
125.89,0.95,75.0,numubar,8.1783e-05
125.89,0.95,75.0,nue,6.6915e-06
125.89,0.95,75.0,nuebar,5.421e-06
141.25,0.95,75.0,numu,8.6553e-05
141.25,0.95,75.0,numubar,5.7036e-05
141.25,0.95,75.0,nue,4.6372e-06
141.25,0.95,75.0,nuebar,3.5587e-06
158.49,0.95,75.0,numu,5.9933e-05
158.49,0.95,75.0,numubar,3.9319e-05
158.49,0.95,75.0,nue,3.1743e-06
158.49,0.95,75.0,nuebar,2.3115e-06
177.83,0.95,75.0,numu,4.1328e-05
177.83,0.95,75.0,numubar,2.7759e-05
177.83,0.95,75.0,nue,2.0067e-06
177.83,0.95,75.0,nuebar,1.5875e-06
199.53,0.95,75.0,numu,2.8959e-05
199.53,0.95,75.0,numubar,1.9223e-05
199.53,0.95,75.0,nue,1.3599e-06
199.53,0.95,75.0,nuebar,1.0575e-06
223.87,0.95,75.0,numu,2.037e-05
223.87,0.95,75.0,numubar,1.3193e-05
223.87,0.95,75.0,nue,9.9727e-07
223.87,0.95,75.0,nuebar,7.0827e-07
251.19,0.95,75.0,numu,1.4248e-05
251.19,0.95,75.0,numubar,9.0601e-06
251.19,0.95,75.0,nue,6.7136e-07
251.19,0.95,75.0,nuebar,5.349e-07
281.84,0.95,75.0,numu,9.8076e-06
281.84,0.95,75.0,numubar,6.1245e-06
281.84,0.95,75.0,nue,4.1706e-07
281.84,0.95,75.0,nuebar,3.9275e-07
316.23,0.95,75.0,numu,6.7519e-06
316.23,0.95,75.0,numubar,4.3129e-06
316.23,0.95,75.0,nue,2.8465e-07
316.23,0.95,75.0,nuebar,2.4034e-07
354.81,0.95,75.0,numu,4.635e-06
354.81,0.95,75.0,numubar,2.984e-06
354.81,0.95,75.0,nue,1.893e-07
354.81,0.95,75.0,nuebar,1.629e-07
398.11,0.95,75.0,numu,3.1942e-06
398.11,0.95,75.0,numubar,2.0622e-06
398.11,0.95,75.0,nue,1.3042e-07
398.11,0.95,75.0,nuebar,1.0733e-07
446.68,0.95,75.0,numu,2.2442e-06
446.68,0.95,75.0,numubar,1.4152e-06
446.68,0.95,75.0,nue,8.7958e-08
446.68,0.95,75.0,nuebar,6.5364e-08
501.19,0.95,75.0,numu,1.5553e-06
501.19,0.95,75.0,numubar,9.669e-07
501.19,0.95,75.0,nue,6.1614e-08
501.19,0.95,75.0,nuebar,4.5386e-08
562.34,0.95,75.0,numu,1.0679e-06
562.34,0.95,75.0,numubar,6.5813e-07
562.34,0.95,75.0,nue,4.1299e-08
562.34,0.95,75.0,nuebar,3.2342e-08
630.96,0.95,75.0,numu,7.2955e-07
630.96,0.95,75.0,numubar,4.46e-07
630.96,0.95,75.0,nue,2.7839e-08
630.96,0.95,75.0,nuebar,2.0796e-08
707.95,0.95,75.0,numu,5.0493e-07
707.95,0.95,75.0,numubar,3.1003e-07
707.95,0.95,75.0,nue,1.901e-08
707.95,0.95,75.0,nuebar,1.3686e-08
794.33,0.95,75.0,numu,3.4584e-07
794.33,0.95,75.0,numubar,2.1387e-07
794.33,0.95,75.0,nue,1.2658e-08
794.33,0.95,75.0,nuebar,1.0302e-08
891.25,0.95,75.0,numu,2.3465e-07
891.25,0.95,75.0,numubar,1.4518e-07
891.25,0.95,75.0,nue,9.3563e-09
891.25,0.95,75.0,nuebar,6.6953e-09
1000.0,0.95,75.0,numu,1.5894e-07
1000.0,0.95,75.0,numubar,9.9235e-08
1000.0,0.95,75.0,nue,5.7948e-09
1000.0,0.95,75.0,nuebar,4.009e-09
1122.0,0.95,75.0,numu,1.0702e-07
1122.0,0.95,75.0,numubar,6.558e-08
1122.0,0.95,75.0,nue,3.6016e-09
1122.0,0.95,75.0,nuebar,2.5735e-09
1258.9,0.95,75.0,numu,7.202e-08
1258.9,0.95,75.0,numubar,4.3598e-08
1258.9,0.95,75.0,nue,2.5703e-09
1258.9,0.95,75.0,nuebar,1.7215e-09
1412.5,0.95,75.0,numu,4.8793e-08
1412.5,0.95,75.0,numubar,2.8932e-08
1412.5,0.95,75.0,nue,1.7213e-09
1412.5,0.95,75.0,nuebar,1.232e-09
1584.9,0.95,75.0,numu,3.366e-08
1584.9,0.95,75.0,numubar,1.9256e-08
1584.9,0.95,75.0,nue,1.1466e-09
1584.9,0.95,75.0,nuebar,7.56e-10
1778.3,0.95,75.0,numu,2.244e-08
1778.3,0.95,75.0,numubar,1.3091e-08
1778.3,0.95,75.0,nue,7.3173e-10
1778.3,0.95,75.0,nuebar,4.613e-10
1995.3,0.95,75.0,numu,1.4844e-08
1995.3,0.95,75.0,numubar,8.9577e-09
1995.3,0.95,75.0,nue,4.4516e-10
1995.3,0.95,75.0,nuebar,3.5727e-10
2238.7,0.95,75.0,numu,1.0065e-08
2238.7,0.95,75.0,numubar,6.0846e-09
2238.7,0.95,75.0,nue,2.8386e-10
2238.7,0.95,75.0,nuebar,2.7684e-10
2511.9,0.95,75.0,numu,6.7384e-09
2511.9,0.95,75.0,numubar,3.9285e-09
2511.9,0.95,75.0,nue,2.0778e-10
2511.9,0.95,75.0,nuebar,1.5069e-10
2818.4,0.95,75.0,numu,4.4743e-09
2818.4,0.95,75.0,numubar,2.6677e-09
2818.4,0.95,75.0,nue,1.3277e-10
2818.4,0.95,75.0,nuebar,8.4157e-11
3162.3,0.95,75.0,numu,3.0615e-09
3162.3,0.95,75.0,numubar,1.7746e-09
3162.3,0.95,75.0,nue,9.732e-11
3162.3,0.95,75.0,nuebar,7.0289e-11
3548.1,0.95,75.0,numu,1.9748e-09
3548.1,0.95,75.0,numubar,1.1066e-09
3548.1,0.95,75.0,nue,6.5738e-11
3548.1,0.95,75.0,nuebar,4.2286e-11
3981.1,0.95,75.0,numu,1.3009e-09
3981.1,0.95,75.0,numubar,7.2971e-10
3981.1,0.95,75.0,nue,3.7706e-11
3981.1,0.95,75.0,nuebar,2.693e-11
4466.8,0.95,75.0,numu,8.616e-10
4466.8,0.95,75.0,numubar,4.9126e-10
4466.8,0.95,75.0,nue,2.4692e-11
4466.8,0.95,75.0,nuebar,1.9603e-11
5011.9,0.95,75.0,numu,5.7125e-10
5011.9,0.95,75.0,numubar,3.1985e-10
5011.9,0.95,75.0,nue,1.7285e-11
5011.9,0.95,75.0,nuebar,1.3525e-11
5623.4,0.95,75.0,numu,3.7942e-10
5623.4,0.95,75.0,numubar,2.1338e-10
5623.4,0.95,75.0,nue,1.1702e-11
5623.4,0.95,75.0,nuebar,7.704e-12
6309.6,0.95,75.0,numu,2.5028e-10
6309.6,0.95,75.0,numubar,1.4444e-10
6309.6,0.95,75.0,nue,7.0819e-12
6309.6,0.95,75.0,nuebar,5.1423e-12
7079.5,0.95,75.0,numu,1.6769e-10
7079.5,0.95,75.0,numubar,9.4415e-11
7079.5,0.95,75.0,nue,4.255e-12
7079.5,0.95,75.0,nuebar,3.2907e-12
7943.3,0.95,75.0,numu,1.1422e-10
7943.3,0.95,75.0,numubar,6.2816e-11
7943.3,0.95,75.0,nue,3.1131e-12
7943.3,0.95,75.0,nuebar,2.4847e-12
8912.5,0.95,75.0,numu,7.1154e-11
8912.5,0.95,75.0,numubar,4.1412e-11
8912.5,0.95,75.0,nue,1.9304e-12
8912.5,0.95,75.0,nuebar,1.607e-12
10000.0,0.95,75.0,numu,4.6211e-11
10000.0,0.95,75.0,numubar,2.6251e-11
10000.0,0.95,75.0,nue,1.0171e-12
10000.0,0.95,75.0,nuebar,1.1737e-12
0.1,0.95,105.0,numu,7988.6
0.1,0.95,105.0,numubar,8033.6
0.1,0.95,105.0,nue,3871.2
0.1,0.95,105.0,nuebar,3810.4
0.1122,0.95,105.0,numu,7218.6
0.1122,0.95,105.0,numubar,7237.7
0.1122,0.95,105.0,nue,3480.4
0.1122,0.95,105.0,nuebar,3414.2
0.12589,0.95,105.0,numu,6505.1
0.12589,0.95,105.0,numubar,6491.8
0.12589,0.95,105.0,nue,3105.6
0.12589,0.95,105.0,nuebar,3032.7
0.14125,0.95,105.0,numu,5794.6
0.14125,0.95,105.0,numubar,5782.4
0.14125,0.95,105.0,nue,2748.8
0.14125,0.95,105.0,nuebar,2651.9
0.15849,0.95,105.0,numu,5079.6
0.15849,0.95,105.0,numubar,5070.4
0.15849,0.95,105.0,nue,2406.1
0.15849,0.95,105.0,nuebar,2283.6
0.17783,0.95,105.0,numu,4407.3
0.17783,0.95,105.0,numubar,4377.7
0.17783,0.95,105.0,nue,2087.7
0.17783,0.95,105.0,nuebar,1959.3
0.19953,0.95,105.0,numu,3775.7
0.19953,0.95,105.0,numubar,3738.8
0.19953,0.95,105.0,nue,1794.9
0.19953,0.95,105.0,nuebar,1663.1
0.22387,0.95,105.0,numu,3199.9
