rj,alpha,beta,gamma
0.192,6.960957173447536,-4.7011284796573864,0.0
0.546,6.62312419700214,-4.1692698072805126,-1.2394817987152031
0.895,3.219757575757576,-1.4884747474747475,0.28565656565656566
0.937,-5.48460606060606,19.59808080808081,-12.772929292929291
1.0,11.77313131313131,-20.689696969696968,10.62030303030303
