radius,electron_density_mol_cm3
0.064,83.36811846196343
0.0645,83.17637711026708
0.065,82.98507675144225
0.0655,82.60379495771788
0.066,82.41381150130022
0.0665,82.22426499470713
0.067,82.03515443298181
0.0675,81.846478813479
0.068,81.65823713585922
0.0685,81.2830516164099
0.069,81.09610578538408
0.0695,80.90958991783822
0.07,80.72350302488383
0.0705,80.35261221856173
0.071,80.16780633876789
0.0715,79.98342550070285
0.072,79.79946872679764
0.0725,79.43282347242814
0.073,79.25013304804718
0.0735,79.06786279998249
0.074,78.88601176185544
0.0745,78.52356346100719
0.075,78.34296427662116
0.0755,78.16278045883297
0.076,77.98301105232585
0.0765,77.62471166286916
0.077,77.44617978025188
0.0775,77.26805850957021
0.078,76.91304402866095
0.0785,76.73614893618189
0.079,76.55966069112561
0.0795,76.20790100254119
0.08,76.03262769401819
0.0805,75.85775750291836
0.081,75.68328950209744
0.0815,75.33555637337174
0.082,75.16228940182053
0.0825,74.81695005111546
0.083,74.64487584100665
0.0835,74.47319739059893
0.084,74.13102413009177
0.0845,73.96052750582378
0.085,73.79042301291011
0.0855,73.45138681571152
0.086,73.2824533138904
0.0865,73.11390834834177
0.087,72.77798045368242
0.0875,72.61059574351547
0.088,72.44359600749902
0.0885,72.11074791828997
0.089,71.94489780036994
0.0895,71.6143410212902
0.09,71.44963260755135
0.0905,71.28530301265195
0.091,70.95777679633888
0.0915,70.79457843841381
0.092,70.46930689671471
0.0925,70.30723198838334
0.093,69.98419960022734
0.0935,69.82324040771715
0.094,69.66265141107687
0.0945,69.3425806016569
0.095,69.18309709189366
0.0955,68.86522963442762
0.096,68.7068440014232
0.0965,68.39116472814293
0.097,68.23386941416697
0.0975,68.07693586937414
0.098,67.7641507610675
0.0985,67.60829753919819
0.099,67.29766562843179
0.0995,67.14288529259522
0.1,66.83439175686145
0.1005,66.68067692136222
0.101,66.3743070401909
0.1015,66.22165037017619
0.102,65.91738952443212
0.1025,65.76578373554206
0.103,65.46361740672751
0.1035,65.31305526474723
0.104,65.01296903430907
0.1045,64.86344335482384
0.105,64.56542290346556
0.1055,64.41692655151772
0.106,64.12095765851615
0.1065,63.973483548264824
0.107,63.67955209079159
0.1075,63.53309318517436
0.108,63.24118513762193
0.1085,63.09573444801933
0.109,62.8058358813318
0.1095,62.66138646723353
0.11,62.373483548241914
0.1105,62.23002851691595
0.111,61.94410750767815
0.1115,61.80164001384158
0.112,61.517687270986805
0.1125,61.37620051647942
0.113,61.09420249055721
0.1135,60.81350012787179
0.114,60.673632958850526
0.1145,60.39486293763797
0.115,60.25595860743578
0.1155,59.979107625550945
0.116,59.84115950603196
0.1165,59.566214352901035
0.117,59.42921586155727
0.1175,59.1561634175474
0.118,58.8843655355589
0.1185,58.74893525297766
0.119,58.47900841444806
0.1195,58.34451042737448
0.12,58.07644175213121
0.1205,57.80960474057181
0.121,57.67664633922506
0.1215,57.41164622073274
0.122,57.279603098582925
0.1225,57.016427228074754
0.123,56.754460540854716
0.1235,56.623928903825316
0.124,56.36376558259543
0.1245,56.23413251903491
0.125,55.97576014951102
0.1255,55.71857489319299
0.126,55.59042572704037
0.1265,55.335010921573684
0.127,55.08076964054035
0.1275,54.954087385762456
0.128,54.70159628939716
0.1285,54.57578610912711
0.129,54.32503314924333
0.1295,54.0754322945581
0.13,53.95106225151276
0.1305,53.70317963702527
0.131,53.456435939697165
0.1315,53.33348954876211
0.132,53.08844442309885
0.1325,52.84452517751805
0.133,52.722986142282274
0.1335,52.48074602497726
0.134,52.239618899911974
0.1345,52.11947111050805
0.135,51.88000389289612
0.1355,51.64163692720711
0.136,51.52286445817565
0.1365,51.28613839913648
0.137,51.05049999754062
0.1375,50.93308710571955
0.138,50.69907082747044
0.1385,50.46612975635284
0.139,50.23425895223871
0.1395,50.11872336272722
0.14,49.88844874600122
0.1405,49.659232145033606
0.141,49.54501908047903
0.1415,49.31738039549359
0.142,49.09078761526032
0.1425,48.86523593428336
0.143,48.75284901033863
0.1435,48.5288500162121
0.144,48.30588020397726
0.1445,48.19477976251274
0.145,47.97334486366892
0.1455,47.75292736576909
0.146,47.533522594280534
0.1465,47.424198526024455
0.147,47.20630412635904
0.1475,46.98941086052154
0.148,46.77351412871981
0.1485,46.665938031428865
0.149,46.451527522274944
0.1495,46.238102139926035
0.15,46.025657358135604
0.1505,45.91980128368685
0.151,45.708818961487495
0.1515,45.498806015004845
0.152,45.28975799036207
0.1525,45.08167045414601
0.153,44.977985489328795
0.1535,44.77133041763626
0.154,44.56562483975033
0.1545,44.36086439314325
0.155,44.25883723626264
0.1555,44.05548635065532
0.156,43.85306977749856
0.1565,43.65158322401658
0.157,43.45102241715714
0.1575,43.35108783875289
0.158,43.151907682776525
0.1585,42.95364267648873
0.159,42.756288615158624
0.1595,42.55984131337431
0.16,42.36429660495411
0.1605,42.26686142656028
0.161,42.072662838444415
0.1615,41.87935651179185
0.162,41.68693834703355
0.1625,41.495404263436306
0.163,41.30475019901615
0.1635,41.20975190973302
0.164,41.02041029866068
0.1645,40.83193863326921
0.165,40.64433291652128
0.1655,40.45758916974427
0.166,40.271703432545905
0.1665,40.08667176273028
0.167,39.99447497610976
0.1675,39.810717055349734
0.168,39.62780342554395
0.1685,39.44573020752785
0.169,39.26449353995999
0.1695,39.084089579240214
0.17,38.90451449942807
0.1705,38.72576449216173
0.171,38.63669770540692
0.1715,38.459178204535355
0.172,38.282474331682266
0.1725,38.106582339377304
0.173,37.93149849736819
0.1735,37.7572190925416
0.174,37.583740428844415
0.1745,37.41105882720533
0.175,37.23917062545685
0.1755,37.068072178257594
0.176,36.982817978026624
0.1765,36.812897364253146
0.177,36.643757464783334
0.1775,36.47539469256078
0.178,36.30780547701014
0.1785,36.14098626396133
0.179,35.974933515574236
0.1795,35.80964371026361
0.18,35.64511334262443
0.1805,35.48133892335755
0.181,35.3183169791957
0.1815,35.15604405282981
0.182,34.99451670283573
0.1825,34.83373150360118
0.183,34.673685045253166
0.1835,34.514373933585624
0.184,34.43499307633384
0.1845,34.27677865464503
0.185,34.119291162192845
0.1855,33.96252725904083
0.186,33.80648362059815
0.1865,33.65115693754907
0.187,33.49654391578276
0.1875,33.34264127632349
0.188,33.18944575526103
0.1885,33.036954103681474
0.189,32.88516308759829
0.1895,32.734069487883815
0.19,32.58367010020087
0.1905,32.43396173493492
0.191,32.284941217126345
0.1915,32.13660538640317
0.192,31.988951096913972
0.1925,31.84197521726124
0.193,31.6956746304349
0.1935,31.550046233746276
0.194,31.40508693876218
0.1945,31.260793671239558
0.195,31.117163371060183
0.1955,30.97419299216581
0.196,30.83187950249355
0.1965,30.69021988391158
0.197,30.47894989627983
0.1975,30.338911841942704
0.198,30.19951720402016
0.1985,30.060763026282306
0.199,29.92264636608189
0.1995,29.785164294291896
0.2,29.648313895243422
0.2005,29.512092266663856
0.201,29.376496519615305
0.2015,29.241523778433354
0.202,29.10717118066605
0.2025,28.973435877013227
0.203,28.84031503126606
0.2035,28.707805820246907
0.204,28.575905433749465
0.2045,28.444611074479155
0.205,28.248799749157076
0.2055,28.11900830398941
0.206,27.98981319634363
0.2065,27.861211686297708
0.207,27.73320104651841
0.2075,27.60577856220346
0.208,27.478941531023974
0.2085,27.352687263067125
0.209,27.227013080779127
0.2095,27.10191631890843
0.21,26.977394324449207
0.2105,26.791683248190314
0.211,26.668586645214795
0.2115,26.54605561975539
0.212,26.42408757321946
0.2125,26.302679918953814
0.213,26.18183008218985
0.2135,26.06153549998895
0.214,25.941793621188136
0.2145,25.763211570025756
0.215,25.644840365177174
0.2155,25.527013026612472
0.216,25.40972705549305
0.2165,25.29297996446145
0.217,25.176769277588555
0.2175,25.06109253032114
0.218,24.888573182823905
0.2185,24.774220576332848
0.219,24.660393372343385
0.2195,24.547089156850298
0.22,24.434305526939713
0.2205,24.322040090738145
0.221,24.210290467361776
0.2215,24.043628000069333
0.222,23.933157564053875
0.2225,23.823194693586903
0.223,23.71373705661655
0.2235,23.60478233180577
0.224,23.49632820848307
0.2245,23.334580622810034
0.225,23.227367963571073
0.2255,23.12064790175595
0.226,23.01441817408509
0.2265,22.908676527677734
0.227,22.750974307720703
0.2275,22.646443075930595
0.228,22.54239212152429
0.2285,22.438819237827662
0.229,22.335722228305315
0.2295,22.181964198002195
0.23,22.080047330189004
0.2305,21.978598727848254
0.231,21.87761623949553
0.2315,21.77709772353159
0.232,21.6271852372702
0.2325,21.527817347243726
0.233,21.428906011200585
0.2335,21.330449131465762
0.234,21.183611352485023
0.2345,21.086281499332898
0.235,20.989398836235246
0.2355,20.892961308540396
0.236,20.79696687103696
0.2365,20.65380155810529
0.237,20.558905959841415
0.2375,20.46444636724674
0.238,20.37042077705718
0.2385,20.23019178678272
0.239,20.137242498623884
0.2395,20.044720273651613
0.24,19.952623149688797
0.2405,19.81527025805098
0.241,19.724227361148536
0.2415,19.633602768360465
0.242,19.543394557753942
0.2425,19.408858775927783
0.243,19.31968317016924
0.2435,19.230917289101587
0.244,19.14255925021086
0.2445,19.010782799232995
0.245,18.92343618644975
0.2455,18.836490894898002
0.246,18.706821403658008
0.2465,18.620871366628677
0.247,18.535316234148116
0.2475,18.450154191794738
0.248,18.323144223712113
0.2485,18.238957023196374
0.249,18.15515662773135
0.2495,18.03017740859569
0.25,17.947336268325266
0.2505,17.864875748520507
0.251,17.78279410038923
0.2515,17.660378206861647
0.252,17.579236139586932
0.2525,17.498466886246575
0.253,17.378008287493753
0.2535,17.298163592151013
0.254,17.218685749860068
0.2545,17.139573075084254
0.255,17.02158508394951
0.2555,16.94337800447329
0.256,16.865530253887414
0.2565,16.749428760264372
0.257,16.672472125510627
0.2575,16.595869074375607
0.258,16.481623915255085
0.2585,16.405897731995395
0.259,16.330519478943348
0.2595,16.218100973589298
0.26,16.14358556826486
0.2605,16.069412530128773
0.261,15.958791472367329
0.2615,15.88546748597779
0.262,15.812480392703835
0.2625,15.703628043335524
0.263,15.631476426409538
0.2635,15.559656316050742
0.264,15.452544395384141
0.2645,15.381546403030349
0.265,15.310874616820303
0.2655,15.205475297324954
0.266,15.13561248436208
0.2665,15.066070661867418
0.267,14.962356560944336
0.2675,14.893610777109155
0.268,14.825180851459537
0.2685,14.723125024327187
0.269,14.655478409559112
0.2695,14.588142602753482
0.27,14.487718535447618
0.2705,14.421153515248688
0.271,14.35489433353656
0.2715,14.25607593602188
0.272,14.190575216890918
0.2725,14.12537544622754
0.273,14.028137045619582
0.2735,13.963683610559377
0.274,13.867558288718882
0.2745,13.803842646028846
0.275,13.740419750125149
0.2755,13.645831365889245
0.276,13.583134465871542
0.2765,13.520725631942772
0.277,13.427649611378635
0.2775,13.365955165464419
0.278,13.273944577297396
0.2785,13.212956341865752
0.279,13.152248321922384
0.2795,13.061708881318419
0.28,13.001695780332906
0.2805,12.91219273613534
0.281,12.852866599436155
0.2815,12.793813041575246
0.282,12.705741052085418
0.2825,12.647363474711517
0.283,12.589254117941675
0.2835,12.5025903021772
0.284,12.44514611771385
0.2845,12.359474334445107
0.285,12.302687708123818
0.2855,12.246161992650489
0.286,12.161860006463678
0.2865,12.105981335504822
0.287,12.02264434617413
0.2875,11.967405313072437
0.288,11.91242008027375
0.2885,11.830415557251646
0.289,11.776059735208072
0.2895,11.694993910198711
0.29,11.641260294104914
0.2905,11.587773561551263
0.291,11.508003889444357
0.2915,11.455129414455355
0.292,11.37627285823431
0.2925,11.324003632355572
0.293,11.271974561755105
0.2935,11.194378834671515
0.294,11.142945335917299
0.2945,11.066237839776663
0.295,11.01539309541415
0.2955,10.939563662720936
0.296,10.889300933334333
0.2965,10.839269140212034
0.297,10.76465213629835
0.2975,10.715193052376065
0.298,10.641430182243159
0.2985,10.592537251772887
0.299,10.543868963912587
0.2995,10.471285480508996
0.3,10.423174293933041
0.3005,10.351421666793437
0.301,10.303861204416158
0.3015,10.232929922807541
0.302,10.18591388054117
0.3025,10.115794542598982
0.303,10.06931668851804
0.3035,10.023052380778994
0.304,9.954054173515269
0.3045,9.908319448927676
0.305,9.840111057611336
0.3055,9.794899854086989
0.306,9.749896377173869
0.3065,9.68277856261249
0.307,9.638290236239705
0.3075,9.571940712948445
0.308,9.52796164023652
0.3085,9.462371613657929
0.309,9.418895965228414
0.3095,9.35405674147552
0.31,9.311078754678302
0.3105,9.246981739382225
0.311,9.204495717531712
0.3115,9.162204901219997
0.312,9.099132726322514
0.3125,9.057326008982
0.313,8.994975815300352
0.3135,8.953647655495937
0.314,8.892011178579484
0.3145,8.851156098308353
0.315,8.81048873008014
0.3155,8.74983775227436
0.316,8.709635899560805
0.3165,8.649679187756934
0.317,8.609937521846007
0.3175,8.550667128846834
0.318,8.511380382023766
0.3185,8.452788451602899
0.319,8.413951416451951
0.3195,8.375292821268827
0.32,8.31763771102671
0.3205,8.279421637123342
0.321,8.222426499470712
0.3215,8.1846478813479
0.322,8.128305161640993
0.3225,8.090958991783824
0.323,8.035261221856173
0.3235,7.9983425500702845
0.324,7.961593504173188
0.3245,7.906786279998252
0.325,7.870457896950986
0.3255,7.816278045883297
0.326,7.78036551039804
0.3265,7.726805850957024
0.327,7.691304402866097
0.3275,7.638357835776907
0.328,7.603262769401819
0.3285,7.568328950209744
0.329,7.516228940182055
0.3295,7.481695005111543
0.33,7.430191378967014
0.3305,7.396052750582378
0.331,7.345138681571149
0.3315,7.3113908348341745
0.332,7.261059574351547
0.3325,7.227698036021702
0.333,7.177942912713617
0.3335,7.144963260755133
0.334,7.11213513653329
0.3345,7.06317554262962
0.335,7.030723198838334
0.3355,6.982324040771713
0.336,6.950243175887968
0.3365,6.902398038402419
0.337,6.870684400142321
0.3375,6.823386941416696
0.338,6.792036326171845
0.3385,6.745280276979219
0.339,6.714288529259523
0.3395,6.6834391756861455
0.34,6.637430704019088
0.3405,6.606934480075959
0.341,6.561452663029053
0.3415,6.531305526474723
0.342,6.486344335482385
0.3425,6.456542290346556
0.343,6.412095765851617
0.3435,6.382634861905488
0.344,6.33869711256927
0.3445,6.309573444801933
0.345,6.266138646723355
0.3455,6.237348354824193
0.346,6.208690342300636
0.3465,6.165950018614822
0.347,6.137620051647943
0.3475,6.095368972401692
0.348,6.0673632958850545
0.3485,6.025595860743578
0.349,5.997910762555095
0.3495,5.956621435290105
0.35,5.929253245799998
0.3505,5.902010801718443
0.351,5.861381645140288
0.3515,5.834451042737448
0.352,5.79428696426881
0.3525,5.767664633922507
0.353,5.727960309858292
0.3535,5.701642722807475
0.354,5.662392890382533
0.3545,5.636376558259545
0.355,5.610479760324705
0.3555,5.5718574893192985
0.356,5.546257129579107
0.3565,5.508076964054034
0.357,5.482769649208537
0.3575,5.445026528424211
0.358,5.420008904016238
0.3585,5.382697825162883
0.359,5.357966575133416
0.3595,5.321082592667942
0.36,5.296634438916578
0.3605,5.260172663907062
0.361,5.236004365857502
0.3615,5.211947111050804
0.362,5.176068319505676
0.3625,5.152286445817564
0.363,5.116818355403077
0.3635,5.093308710571954
0.364,5.069907082747043
0.3645,5.035006087879047
0.365,5.011872336272722
0.3655,4.977370849789359
0.366,4.954501908047901
0.3665,4.920395356814509
0.367,4.897788193684462
0.3675,4.864072056914616
0.368,4.841723675840994
0.3685,4.808393484497286
0.369,4.786300923226384
0.3695,4.764309868054157
0.37,4.731512589614805
0.3705,4.709773263969529
0.371,4.677351412871983
0.3715,4.65586093522959
0.372,4.623810213992603
0.3725,4.6025657358135605
0.373,4.570881896148751
0.3735,4.549880601500486
0.374,4.528975799036208
0.3745,4.49779854893288
0.375,4.477133041763626
0.3755,4.446312674691087
0.376,4.425883723626265
0.3765,4.395416154378245
0.377,4.375221051582521
0.3775,4.345102241715716
0.378,4.325138310350087
0.3785,4.305266104917107
0.379,4.275628861515862
0.3795,4.2559841313374305
0.38,4.22668614265603
0.3805,4.207266283844441
0.381,4.187935651179184
0.3815,4.1591061049402205
0.382,4.139996748197304
0.3825,4.111497211045222
0.383,4.092606597300109
0.3835,4.0644332916521275
0.384,4.045758916974426
0.3845,4.017908108489399
0.385,3.9994474976109746
0.3855,3.9810717055349722
0.386,3.953666200681279
0.3865,3.9355007545577743
0.387,3.90840895792402
0.3875,3.890451449942806
0.388,3.8636697705406915
0.3885,3.8459178204535354
0.389,3.8282474331682264
0.3895,3.8018939632056115
0.39,3.7844258471709327
0.3905,3.758374042884441
0.391,3.741105882720533
0.3915,3.7239170625456848
0.392,3.698281797802662
0.3925,3.681289736425314
0.393,3.6559479161312485
0.3935,3.6391503612720717
0.394,3.6140986263961334
0.3945,3.5974933515574232
0.395,3.5809643710263606
0.3955,3.5563131856898536
0.396,3.5399734108343472
0.3965,3.5156044052829816
0.397,3.499451670283573
0.3975,3.4753616144320585
0.398,3.45939377826122
0.3985,3.443499307633385
0.399,3.4197944251370886
0.3995,3.404081897010009
0.4,3.3806483620598162
0.4005,3.3651156937549076
0.401,3.3496543915782766
0.4015,3.326595532940045
0.402,3.311311214825911
0.4025,3.2885163087598306
0.403,3.273406948788382
0.4035,3.2583670100200877
0.404,3.2359365692962827
0.4045,3.2210687912834346
0.405,3.198895109691398
0.4055,3.1841975217261247
0.406,3.169567463043491
0.4065,3.1477483141013156
0.407,3.1332857243155856
0.4075,3.1117163371060177
0.408,3.0974192992165803
0.4085,3.083187950249354
0.409,3.061963433690677
0.4095,3.047894989627983
0.41,3.0269134281013055
0.4105,3.013006024186121
0.411,2.9991625189876507
0.4115,2.9785164294291895
0.412,2.9648313895243423
0.4125,2.944421633798761
0.413,2.930893245250321
0.4135,2.917427014001167
0.414,2.8973435877013234
0.4145,2.884031503126606
0.415,2.864177969906581
0.4155,2.8510182675039095
0.416,2.837919028441556
0.4165,2.8183829312644537
0.417,2.8054336379517135
0.4175,2.78612116862977
0.418,2.7733201046518405
0.4185,2.760577856220346
0.419,2.7415741719278826
0.4195,2.728977782808041
0.42,2.7164392688390824
0.4205,2.69773943244492
0.421,2.685344445658507
0.4215,2.6668586645214796
0.422,2.654605561975539
0.4225,2.6424087573219466
0.423,2.6242185433844414
0.4235,2.6121613543992064
0.424,2.594179362118814
0.4245,2.582260190634596
0.425,2.5703957827688635
0.4255,2.5527013026612466
0.426,2.540972705549305
0.4265,2.529297996446145
0.427,2.51188643150958
0.4275,2.5003453616964313
0.428,2.488857318282391
0.4285,2.4717241450161302
0.429,2.4603676041476272
0.4295,2.443430552693972
0.43,2.4322040090738155
0.4305,2.4210290467361784
0.431,2.4043628000069335
0.4315,2.3933157564053875
0.432,2.38231946935869
0.4325,2.3659196974857584
0.433,2.3550492838960095
0.4335,2.344228815319922
0.434,2.328091257665008
0.4345,2.3173946499684783
0.435,2.3014418174085085
0.4355,2.290867652767773
0.436,2.280342072000418
0.4365,2.2646443075930596
0.437,2.254239212152429
0.4375,2.2438819237827663
0.438,2.2284351492703034
0.4385,2.218196419800219
0.439,2.2080047330188997
0.4395,2.192804935350449
0.44,2.1827299118430017
0.4405,2.1677041048196948
0.441,2.1577444091526665
0.4415,2.147830474130534
0.442,2.1330449131465765
0.4425,2.1232444620002195
0.443,2.113489039836647
0.4435,2.0989398836235242
0.444,2.0892961308540396
0.4445,2.0796966871036955
0.445,2.0653801558105296
0.4455,2.055890595984142
0.446,2.046444636724674
0.4465,2.032357010936222
0.447,2.0230191786782714
0.4475,2.0137242498623884
0.448,1.9998618696327441
0.4485,1.9906733389871867
0.449,1.981527025805098
0.4495,1.9678862897068448
0.45,1.9588446735059897
0.4505,1.9498445997580451
0.451,1.9364219639466071
0.4515,1.927524913190936
0.452,1.9186687406702894
0.4525,1.9054607179632472
0.453,1.8967059212111463
0.4535,1.8879913490962936
0.454,1.8749945080674189
0.4545,1.86637969083467
0.455,1.8578044550916986
0.4555,1.8450154191794736
0.456,1.8365383433483464
0.4565,1.8281002161427427
0.457,1.8155156627731355
0.4575,1.807174126010927
0.458,1.7988709151287878
0.4585,1.7906058540352943
0.459,1.7782794100389228
0.4595,1.770108958317421
0.46,1.7619760464116292
0.4605,1.7498466886246569
0.461,1.741806873391614
0.4615,1.733803997754138
0.462,1.721868574986007
0.4625,1.7139573075084253
0.463,1.7060823890031236
0.4635,1.6943378004473284
0.464,1.686553025388741
0.4645,1.6788040181225603
0.465,1.667247212551063
0.4655,1.6595869074375607
0.466,1.651961798229015
0.4665,1.6405897731995394
0.467,1.6330519478943344
0.4675,1.625548755750484
0.468,1.6180800376430657
0.4685,1.6069412530128773
0.469,1.599558028614669
0.4695,1.5922087270511702
0.47,1.5812480392703832
0.4705,1.5739828644662195
0.471,1.566751070108149
0.4715,1.5559656316050745
0.472,1.5488166189124815
0.4725,1.5417004529495595
0.473,1.5346169827992944
0.4735,1.5240527537972912
0.474,1.5170503674593367
0.4745,1.5100801541641484
0.475,1.4996848355023735
0.4755,1.492794409578996
0.476,1.485935642287007
0.4765,1.4791083881682074
0.477,1.4689262776438667
0.4775,1.4621771744567182
0.478,1.455459080581966
0.4785,1.4454397707459274
0.479,1.4387985782558455
0.4795,1.4321878992735435
0.48,1.4223287871228198
0.4805,1.4157937799570817
0.481,1.4092887984218747
0.4815,1.4028137045619582
0.482,1.3931568029453032
0.4825,1.3867558288718884
0.483,1.3803842646028848
0.4835,1.3740419750125152
0.484,1.3645831365889245
0.4845,1.3583134465871542
0.485,1.3520725631942772
0.4855,1.3458603540559484
0.486,1.3365955165464423
0.4865,1.330454417978091
0.487,1.3243415351946646
0.4875,1.318256738556407
0.488,1.309181922999407
0.4885,1.3031667784522993
0.489,1.297179270983956
0.4895,1.288249551693134
0.49,1.2823305826560216
0.4905,1.2764388088113439
0.491,1.2705741052085415
0.4915,1.2618275345906707
0.492,1.2560299636948749
0.4925,1.2502590302177201
0.493,1.244514611771385
0.4935,1.2359474334445104
0.494,1.2302687708123816
0.4945,1.2246161992650486
0.495,1.2189895989248665
0.4955,1.2105981335504823
0.496,1.2050359403717974
0.4965,1.1994993031493788
0.497,1.1939881044642733
0.4975,1.1857687481671602
0.498,1.1803206356517297
0.4985,1.1748975549395295
0.499,1.169499391019871
0.4995,1.1614486138403428
0.5,1.1561122421920988
