radius,electron_density_mol_cm3
0.1985,29.648313895243422
0.199,29.512092266663856
0.1995,29.376496519615305
0.2,29.241523778433354
0.2005,29.10717118066605
0.201,28.973435877013227
0.2015,28.84031503126606
0.202,28.707805820246907
0.2025,28.575905433749465
0.203,28.444611074479155
0.2035,28.31391995799379
0.204,28.11900830398941
0.2045,27.98981319634363
0.205,27.861211686297708
0.2055,27.73320104651841
0.206,27.60577856220346
0.2065,27.478941531023974
0.207,27.352687263067125
0.2075,27.227013080779127
0.208,27.10191631890843
0.2085,26.977394324449207
0.209,26.791683248190314
0.2095,26.668586645214795
0.21,26.54605561975539
0.2105,26.42408757321946
0.211,26.302679918953814
0.2115,26.18183008218985
0.212,26.06153549998895
0.2125,25.941793621188136
0.213,25.763211570025756
0.2135,25.644840365177174
0.214,25.527013026612472
0.2145,25.40972705549305
0.215,25.29297996446145
0.2155,25.176769277588555
0.216,25.06109253032114
0.2165,24.888573182823905
0.217,24.774220576332848
0.2175,24.660393372343385
0.218,24.547089156850298
0.2185,24.434305526939713
0.219,24.322040090738145
0.2195,24.154608344449404
0.22,24.043628000069333
0.2205,23.933157564053875
0.221,23.823194693586903
0.2215,23.71373705661655
0.222,23.60478233180577
0.2225,23.442288153199225
0.223,23.334580622810034
0.2235,23.227367963571073
0.224,23.12064790175595
0.2245,23.01441817408509
0.225,22.908676527677734
0.2255,22.750974307720703
0.226,22.646443075930595
0.2265,22.54239212152429
0.227,22.438819237827662
0.2275,22.335722228305315
0.228,22.181964198002195
0.2285,22.080047330189004
0.229,21.978598727848254
0.2295,21.87761623949553
0.23,21.727011788637444
0.2305,21.6271852372702
0.231,21.527817347243726
0.2315,21.428906011200585
0.232,21.330449131465762
0.2325,21.183611352485023
0.233,21.086281499332898
0.2335,20.989398836235246
0.234,20.892961308540396
0.2345,20.749135174549096
0.235,20.65380155810529
0.2355,20.558905959841415
0.236,20.46444636724674
0.2365,20.37042077705718
0.237,20.23019178678272
0.2375,20.137242498623884
0.238,20.044720273651613
0.2385,19.952623149688797
0.239,19.81527025805098
0.2395,19.724227361148536
0.24,19.633602768360465
0.2405,19.543394557753942
0.241,19.408858775927783
0.2415,19.31968317016924
0.242,19.230917289101587
0.2425,19.098532585662376
0.243,19.010782799232995
0.2435,18.92343618644975
0.244,18.836490894898002
0.2445,18.706821403658008
0.245,18.620871366628677
0.2455,18.535316234148116
0.246,18.450154191794738
0.2465,18.323144223712113
0.247,18.238957023196374
0.2475,18.15515662773135
0.248,18.03017740859569
0.2485,17.947336268325266
0.249,17.864875748520507
0.2495,17.78279410038923
