radius,electron_density_mol_cm3,neutron_density_mol_cm3,mass_density_g_cm3
0.0,100.82308919881021,48.87575977849867,149.84077133856812
0.0005,100.81844623087501,48.86977313643696,149.830421062266
0.001,100.81380347675136,48.86479141971558,149.82007150091079
0.0015,100.80916093642952,48.86135300771887,149.81317219050905
0.002,100.79987649715198,48.852588307386014,149.7959253044877
0.0025,100.78827215051481,48.840149387326605,149.77178299965806
0.003,100.77434869795486,48.82426424626554,149.74074861069877
0.0035,100.75578708654947,48.80495543276774,149.70282642373786
0.004,100.73490936029346,48.783300361973566,149.66146771833706
0.0045,100.71403596013589,48.75940488146996,149.61667534826407
0.005,100.68852990025103,48.73105253760356,149.5615646804363
0.0055,100.66071247458936,48.70046398206668,149.50303183823195
0.006,100.62826852437806,48.66653010919426,149.4376398875063
0.0065,100.59583503117506,48.630450587490195,149.3688371547495
0.007,100.55878098197661,48.589916634054056,149.28975317253003
0.0075,100.52174058148016,48.54829217193439,149.21071106166968
0.008,100.47777282627054,48.50222008667752,149.1214095021726
0.0085,100.43613690324995,48.455203173964726,149.03216138902982
0.009,100.38989500133232,48.40373349692948,148.9326784299578
0.0095,100.34136391780697,48.35021828346112,148.82983490537848
0.01,100.28823774509846,48.29444274500187,148.7236378703164
0.0105,100.23283172746059,48.23434397192781,148.6072508320187
0.011,100.17745631986104,48.172093039306716,148.4875357837962
0.0115,100.11750081792572,48.1067337844582,148.3610847378743
0.012,100.05297348313533,48.03929495276152,148.23132818510123
0.0125,99.98848773724684,47.96863796450012,148.0948649397575
0.013,99.92174274381374,47.89582182967926,147.95512049207295
0.0135,99.85274308360346,47.821137898705196,147.81210437059664
0.014,99.7814934899649,47.742090829724354,147.65902621463601
0.0145,99.70570301320117,47.661054369380956,147.50271017597595
0.015,99.62767606576183,47.57693899621609,147.339774214321
0.0155,99.5474179896738,47.490827780884715,147.17362939959813
0.016,99.46493427677981,47.40270890857481,147.0042869970574
0.0165,99.37794228008235,47.31054000486554,146.82499678319857
0.017,99.29331265324831,47.21741727627738,146.64592523630157
0.0175,99.20190223514376,47.12025072544305,146.45695485221103
0.018,99.11057597038561,47.02233286569065,146.26822797850804
0.0185,99.01705380333203,46.92129879886662,146.07301723546595
0.019,98.92134211084132,46.81847300785311,145.87470809428385
0.0195,98.821171947083,46.7116535154889,145.66660553797135
0.02,98.7188301068396,46.60309733961009,145.45545058339945
0.0205,98.6165942545344,46.49253780627382,145.24125737213973
0.021,98.50992762612668,46.37924638273465,145.02070097133395
0.0215,98.40337637150266,46.26413007266394,144.79714538102007
0.022,98.29241372870969,46.147346933626395,144.5706055116386
0.0225,98.17931552245992,46.02768218121682,144.33777291815085
0.023,98.06408941530547,45.904183822170026,144.09536120546647
0.0235,97.94448792665312,45.78114589020318,143.85666900132637
0.024,97.82728483760035,45.65545398188017,143.61175846973435
0.0245,97.70572237860881,45.52700652185978,143.36066273453062
0.025,97.5820640400269,45.39584766223127,143.10341571615993
0.0255,97.45631816544993,45.26425608595264,142.84663030299657
0.026,97.32625218635015,45.129946363150985,142.58373929168712
0.0265,97.19859784900092,44.994044094074304,142.31805506571888
0.027,97.06440574148881,44.85569172917041,142.0463242783711
0.0275,96.9326308298299,44.71577808253691,141.77184785718197
0.028,96.79434826851883,44.57330459424442,141.49138573822935
0.0285,96.65626297892734,44.42944468237475,141.20822697032474
0.029,96.51837467963063,44.28507893278121,140.92563487216773
0.0295,96.37402557782639,44.13734774503209,140.6338933289837
0.03,96.23210815955326,43.988216642662486,140.33952426937137
0.0305,96.08376226408696,43.83772799170976,140.04254673499193
0.031,95.93564505013998,43.68582530241559,139.74297990742645
0.0315,95.78775616518998,43.53267118355049,139.44084310611382
0.032,95.63348890170727,43.37616482091204,139.1297484770498
0.0325,95.48166860875163,43.21942214596735,138.8193479048065
0.033,95.3256993221237,43.06043559106027,138.5032613831643
0.0335,95.16779346664,42.90118881901548,138.18789457884313
0.034,95.01014918027533,42.739818975531335,137.86689670165634
0.0345,94.85058198923755,42.577255048704785,137.54347738119623
0.035,94.68910246508298,42.41350907749746,137.21765717424935
0.0355,94.52354478336812,42.24771998248111,136.88630479485562
0.036,94.35610391379844,42.080793601577376,136.55260828700747
0.0365,94.19112845819755,41.91277711455932,136.21658871352125
