energy_MeV,spectrum
0.00504,0.003500019169604992
0.01008,0.013800075583013967
0.01512,0.03070016814482093
0.02016,0.05380029466421388
0.0252,0.08300045459348981
0.03024,0.11790064574183673
0.03528,0.15820086646614565
0.04032,0.20380111621871352
0.04537,0.25430139280872843
0.05041,0.3094016945930813
0.05545,0.36910202157177213
0.06049,0.432902371006286
0.06553,0.5006027418012169
0.07057,0.5721031334088618
0.07561,0.6469035430907055
0.08065,0.7250039708467483
0.08569,0.8061044150338812
0.09073,0.889904874008995
0.09577,0.9761053461289807
0.10081,1.0647058313938385
0.10585,1.1553063276127562
0.11089,1.247706833690328
0.11593,1.3417073485311477
0.12097,1.4370078704921068
0.12601,1.5335083990255014
0.13106,1.6310089330359263
0.1361,1.7291094703325691
0.14114,1.8278100109154298
0.14618,1.9267105525936965
0.15122,2.025811095367369
0.15626,2.124711637045636
0.1613,2.223312177080794
0.16634,2.321412714377437
0.17138,2.4187132472924553
0.17642,2.515113775278147
0.18146,2.6105142977868088
0.1865,2.704414812079926
0.19154,2.7969153187052003
0.19658,2.8877158160195244
0.20162,2.976616302927491
0.20666,3.063416778333695
0.21171,3.1479172411427294
0.21675,3.2300176908068923
0.22179,3.3094181256830746
0.22683,3.385918544675869
0.23187,3.459418947237574
0.23691,3.5298193328204857
0.24195,3.5966196986860894
0.24699,3.6599200453820884
0.25203,3.719420371265373
0.25707,3.7749206752405384
0.26211,3.826220956212177
0.26715,3.8731212130848838
0.27219,3.9154214447632527
0.27723,3.952921650151878
0.28227,3.9854218281553524
0.28731,4.012721977678272
0.29235,4.0344220965298225
0.2974,4.050522184710006
0.30244,4.0605222394803056
0.30748,4.064422260840723
0.31252,4.061722246052741
0.31756,4.052222194020956
0.3226,4.035622103102258
0.32764,4.011421970558133
0.33268,3.979421795293173
0.33772,3.9391215745688637
0.34276,3.890021305646691
0.3478,3.831620985788139
0.35284,3.763220611159287
0.35788,3.6842201784739177
0.36292,3.593719682802703
0.36796,3.4907191186686126
0.373,3.3740184794992123
0.37804,3.2422177576266584
0.38309,3.093216941549189
0.38813,2.924616018121931
0.39317,2.733014968722984
0.39821,2.5136137670626018
0.40325,2.2589123720630617
0.40829,1.9567107169045965
0.41333,1.5832086712338922
0.41837,1.0783059058814466
0.42341,0.0
