E_min_MeV,E_max_MeV,N
0.0,0.05,0.0
0.05,0.1,0.0
0.1,0.15,0.0
0.15,0.2,0.0
0.2,0.25,0.0
0.25,0.3,0.0
0.3,0.35,0.0
0.35,0.4,0.0
0.4,0.45,0.0
0.45,0.5,0.0
0.5,0.55,0.0
0.55,0.6,0.0
0.6,0.65,0.0
0.65,0.7,0.0
0.7,0.75,0.0062377622088665
0.75,0.8,0.0075975498502538
0.8,0.85,0.0099335560234992
0.85,0.9,0.0111596580936533
0.9,0.95,0.0130327269112864
0.95,1.0,0.013626655702594
1.0,1.05,0.0159396537609733
1.05,1.1,0.017202866610642
1.1,1.15,0.0182763238955337
1.15,1.2,0.0182850635527951
1.2,1.25,0.0188686342317929
1.25,1.3,0.0191532549471142
1.3,1.35,0.0205119645395412
1.35,1.4,0.0197066307813408
1.4,1.45,0.0196271449012077
1.45,1.5,0.0195772743799895
1.5,1.55,0.0185474853807744
1.55,1.6,0.0182691016385665
1.6,1.65,0.0176608941262807
1.65,1.7,0.016472949699736
1.7,1.75,0.015856732019196
1.75,1.8,0.0155910227537427
1.8,1.85,0.0145645180340405
1.85,1.9,0.0140017283178641
1.9,1.95,0.0132559726532113
1.95,2.0,0.0125636228471945
2.0,2.05,0.0113836806940014
2.05,2.1,0.0109157040220115
2.1,2.15,0.010106054910009
2.15,2.2,0.0095245416426482
2.2,2.25,0.0089701031545216
2.25,2.3,0.0083961942574175
2.3,2.35,0.0073605993467752
2.35,2.4,0.0073512280972998
2.4,2.45,0.006776764978028
2.45,2.5,0.0064069069459748
2.5,2.55,0.0057917570510216
2.55,2.6,0.005295537943692
2.6,2.65,0.0051106180068035
2.65,2.7,0.0045121831997941
2.7,2.75,0.0041628104664572
2.75,2.8,0.0038181683588032
2.8,2.85,0.0037897999997658
2.85,2.9,0.0033343363537709
2.9,2.95,0.0031283297239548
2.95,3.0,0.0026463176913617
3.0,3.05,0.0027685507194018
3.05,3.1,0.0024803259810094
3.1,3.15,0.0024480147102035
3.15,3.2,0.0021475830706673
3.2,3.25,0.0020701208514624
3.25,3.3,0.0017951646812509
3.3,3.35,0.0017595298537914
3.35,3.4,0.0015112256907757
3.4,3.45,0.0014429685333448
3.45,3.5,0.0013830407942951
3.5,3.55,0.0013095176380936
3.55,3.6,0.0010841197456995
3.6,3.65,0.0010920280697092
3.65,3.7,0.0010597025880785
3.7,3.75,0.001059327777574
3.75,3.8,0.0008127088802206
3.8,3.85,0.0008055775133204
3.85,3.9,0.0008624014700697
3.9,3.95,0.0008404552196134
3.95,4.0,0.0008104136839835
4.0,4.05,0.0007714161214157
4.05,4.1,0.0008704359151496
4.1,4.15,0.0007514737452878
4.15,4.2,0.0007242338145584
4.2,4.25,0.0006748348164025
4.25,4.3,0.0006993676836909
4.3,4.35,0.0006953226809621
4.35,4.4,0.0008067814366352
4.4,4.45,0.0007898725288308
4.45,4.5,0.000852761300472
4.5,4.55,0.0009886148119798
4.55,4.6,0.0012593380314357
4.6,4.65,0.0013631901470676
4.65,4.7,0.0016572541528511
4.7,4.75,0.0019422109936538
4.75,4.8,0.0021368236999291
4.8,4.85,0.0024190015349901
4.85,4.9,0.0025499884311164
4.9,4.95,0.0025319012090877
4.95,5.0,0.0026009640413365
5.0,5.05,0.0024887445131044
5.05,5.1,0.0027672881270915
5.1,5.15,0.0028147694533877
5.15,5.2,0.0026486131343145
5.2,5.25,0.0027885210730911
5.25,5.3,0.0029012330458776
5.3,5.35,0.0030129208524145
5.35,5.4,0.0030714781350462
5.4,5.45,0.0033854522958861
5.45,5.5,0.0037880173307418
5.5,5.55,0.0040323381206127
5.55,5.6,0.0042716318312053
5.6,5.65,0.0044734314647584
5.65,5.7,0.0052104415509729
5.7,5.75,0.0054305995964615
5.75,5.8,0.0062267646094401
5.8,5.85,0.0070380080970379
5.85,5.9,0.0072778860304285
5.9,5.95,0.007802032566481
5.95,6.0,0.0082933402548563
6.0,6.05,0.009398803475193
6.05,6.1,0.0098340305119059
6.1,6.15,0.0106699096485563
6.15,6.2,0.0115306908872245
6.2,6.25,0.0119903336999505
6.25,6.3,0.0125765894353482
6.3,6.35,0.0127148260232284
6.35,6.4,0.0134929823684599
6.4,6.45,0.0135039704940032
6.45,6.5,0.0131440284597099
6.5,6.55,0.0133945739855951
6.55,6.6,0.0133182586983763
6.6,6.65,0.0132000096355987
6.65,6.7,0.0121469898852621
6.7,6.75,0.0112722773013333
6.75,6.8,0.0104191493813183
6.8,6.85,0.0095477297612953
6.85,6.9,0.0089048573103436
6.9,6.95,0.0084752467073938
6.95,7.0,0.007917343146483
7.0,7.05,0.0073960948292025
7.05,7.1,0.0070894947048337
7.1,7.15,0.0066914968711756
7.15,7.2,0.0067672547782655
7.2,7.25,0.0061990333690486
7.25,7.3,0.0059745398377559
7.3,7.35,0.0056459405670829
