E_min_MeV,E_max_MeV,N
6.85,6.9,1.2541570318071073e-06
6.9,6.95,1.2317693358478078e-06
6.95,7.0,1.220099371991634e-06
7.0,7.05,1.228809463892822e-06
7.05,7.1,1.231547649155852e-06
7.1,7.15,1.2224967827264562e-06
7.15,7.2,1.2259814191965185e-06
7.2,7.25,1.2189104730624251e-06
7.25,7.3,1.2167493968728884e-06
7.3,7.35,1.2312999362038325e-06
7.35,7.4,1.2461314235910746e-06
7.4,7.45,1.2801183507372258e-06
7.45,7.5,1.2740949603251272e-06
7.5,7.55,1.2635151525851293e-06
7.55,7.6,1.3122079021847804e-06
7.6,7.65,1.3356039482270725e-06
7.65,7.7,1.3495543537054769e-06
7.7,7.75,1.4190514260382315e-06
7.75,7.8,1.4283451251649563e-06
7.8,7.85,1.4472180059930763e-06
7.85,7.9,1.4618526602619032e-06
7.9,7.95,1.4480962235632457e-06
7.95,8.0,1.4293110173176586e-06
8.0,8.05,1.4202296832324485e-06
8.05,8.1,1.4025352831371769e-06
8.1,8.15,1.3645668393465198e-06
8.15,8.2,1.3081701307500075e-06
8.2,8.25,1.2714086697995102e-06
8.25,8.3,1.1677454226745195e-06
8.3,8.35,1.1284042337259287e-06
8.35,8.4,1.048795829234526e-06
8.4,8.45,1.0354431982192143e-06
8.45,8.5,9.87162321301715e-07
8.5,8.55,9.703548301662782e-07
8.55,8.6,8.9776294827316e-07
8.6,8.65,9.113785495518008e-07
8.65,8.7,8.983822714112848e-07
8.7,8.75,9.010916140858237e-07
8.75,8.8,8.85951630287753e-07
8.8,8.85,8.714630723760555e-07
8.85,8.9,8.988454962793889e-07
8.9,8.95,8.442015803096993e-07
8.95,9.0,8.906546212305235e-07
9.0,9.05,8.430609611795e-07
9.05,9.1,8.500761146443887e-07
9.1,9.15,8.428796394251394e-07
9.15,9.2,8.378661362072273e-07
9.2,9.25,8.3678484647502e-07
9.25,9.3,8.44833601342752e-07
9.3,9.35,8.26216961591661e-07
9.35,9.4,8.012122423154244e-07
9.4,9.45,7.971977120695654e-07
9.45,9.5,7.685480084141982e-07
9.5,9.55,7.561431595202615e-07
9.55,9.6,7.564088487612668e-07
9.6,9.65,7.317781828399675e-07
9.65,9.7,7.225432848271433e-07
9.7,9.75,6.875674714345197e-07
9.75,9.8,6.828557491080257e-07
9.8,9.85,6.440088103211107e-07
9.85,9.9,6.504584007969941e-07
9.9,9.95,6.341436010521019e-07
9.95,10.0,6.078779744332979e-07
10.0,10.05,6.038526866951888e-07
10.05,10.1,5.918341737430318e-07
10.1,10.15,5.870718371845535e-07
10.15,10.2,5.581826943877838e-07
10.2,10.25,5.385703867696553e-07
10.25,10.3,5.463352319306727e-07
10.3,10.35,5.037954627505861e-07
10.35,10.4,5.06644865519824e-07
10.4,10.45,4.813881394991976e-07
10.45,10.5,4.7250692303462797e-07
10.5,10.55,4.751964306761251e-07
10.55,10.6,4.759987587217747e-07
10.6,10.65,4.501247907533249e-07
10.65,10.7,4.332546635067913e-07
10.7,10.75,4.236255405639095e-07
10.75,10.8,4.333872229824688e-07
10.8,10.85,4.1804281702918156e-07
10.85,10.9,3.918584743977272e-07
10.9,10.95,3.9664187657545413e-07
10.95,11.0,3.810214612046586e-07
11.0,11.05,3.784693583606161e-07
11.05,11.1,3.795898615310517e-07
11.1,11.15,3.545987998230952e-07
11.15,11.2,3.5516607576975376e-07
11.2,11.25,3.346546941999009e-07
11.25,11.3,3.250795615333392e-07
11.3,11.35,3.244753788947247e-07
11.35,11.4,3.110187786537219e-07
11.4,11.45,3.0821440428017496e-07
11.45,11.5,3.024815325610916e-07
11.5,11.55,2.8688578236497876e-07
11.55,11.6,2.805091836732642e-07
11.6,11.65,2.839226428908305e-07
11.65,11.7,2.7289638789347877e-07
11.7,11.75,2.5119444163597264e-07
11.75,11.8,2.419377712568085e-07
11.8,11.85,2.2953987607593518e-07
11.85,11.9,2.498104791113931e-07
11.9,11.95,2.2945393625678507e-07
11.95,12.0,2.1699369830792817e-07
