E_min_MeV,E_max_MeV,N
0.0,0.05,0.0
0.05,0.1,0.0
0.1,0.15,0.0
0.15,0.2,0.0
0.2,0.25,0.0
0.25,0.3,0.0
0.3,0.35,0.0
0.35,0.4,0.0
0.4,0.45,0.0
0.45,0.5,0.0
0.5,0.55,0.0
0.55,0.6,0.0
0.6,0.65,0.0
0.65,0.7,0.0
0.7,0.75,0.0691417268434439
0.75,0.8,0.0640670130107173
0.8,0.85,0.0592947353281817
0.85,0.9,0.0540819696617477
0.9,0.95,0.0478774767613141
0.95,1.0,0.0415295181734307
1.0,1.05,0.0365694160398486
1.05,1.1,0.033453601939745
1.1,1.15,0.0314802483523501
1.15,1.2,0.0301404453326205
1.2,1.25,0.0296977378420737
1.25,1.3,0.0306797784263377
1.3,1.35,0.0329951024866382
1.35,1.4,0.0354421867918933
1.4,1.45,0.0361176876545822
1.45,1.5,0.0338663624151392
1.5,1.55,0.0293052094332617
1.55,1.6,0.0243071409441518
1.6,1.65,0.0204614801642861
1.65,1.7,0.018143108352862
1.7,1.75,0.0167039544771688
1.75,1.8,0.0152931055721008
1.8,1.85,0.0134450792574467
1.85,1.9,0.0112616289407554
1.9,1.95,0.0091799900793991
1.95,2.0,0.0076131802796184
2.0,2.05,0.0067203621399053
2.05,2.1,0.0064234059933039
2.1,2.15,0.0064937628173065
2.15,2.2,0.0066836584769936
2.2,2.25,0.0068115239920374
2.25,2.3,0.0068250380811503
2.3,2.35,0.00682149274494
2.35,2.4,0.0069957718867519
2.4,2.45,0.0075482055061032
2.45,2.5,0.0085775951670653
2.5,2.55,0.0099889753550572
2.55,2.6,0.0114732730675771
2.6,2.65,0.0125843266060687
2.65,2.7,0.0128761948866947
2.7,2.75,0.0121375656244065
2.75,2.8,0.0104759580261389
2.8,2.85,0.008284486931548
2.85,2.9,0.0060395832181662
2.9,2.95,0.004116580565873
2.95,3.0,0.0026900366973602
3.0,3.05,0.0017461802808545
3.05,3.1,0.0011735237658988
3.1,3.15,0.0008399574993253
3.15,3.2,0.0006379506717363
3.2,3.25,0.0005007176013831
3.25,3.3,0.0003962741017796
3.3,3.35,0.0003106684851953
3.35,3.4,0.0002405199943735
3.4,3.45,0.0001849404524555
3.45,3.5,0.0001425602568557
3.5,3.55,0.0001116315598073
3.55,3.6,8.910512826767568e-05
3.6,3.65,7.358429011246136e-05
3.65,3.7,6.202671903260964e-05
3.7,3.75,5.38671206800372e-05
3.75,3.8,4.808295414374824e-05
3.8,3.85,4.400158437928615e-05
3.85,3.9,4.102459389918205e-05
3.9,3.95,3.894919560068555e-05
3.95,4.0,3.7184022210023664e-05
4.0,4.05,3.548017870580354e-05
4.05,4.1,3.403849335704271e-05
4.1,4.15,3.240185007788353e-05
4.15,4.2,3.075003024100979e-05
4.2,4.25,2.892248862400386e-05
4.25,4.3,2.689917164471034e-05
4.3,4.35,2.5029331883269585e-05
4.35,4.4,2.3010174328727352e-05
4.4,4.45,2.0899560576557343e-05
4.45,4.5,1.869056010306649e-05
4.5,4.55,1.66907032434575e-05
4.55,4.6,1.4561883521400764e-05
4.6,4.65,1.2740700963570096e-05
4.65,4.7,1.08445983749035e-05
4.7,4.75,9.218503041184976e-06
4.75,4.8,7.747328574452552e-06
4.8,4.85,6.337794797647432e-06
4.85,4.9,5.2954214127946816e-06
4.9,4.95,4.3558624890140725e-06
4.95,5.0,3.5831584336474776e-06
5.0,5.05,3.026415603028777e-06
5.05,5.1,2.6081261873912825e-06
5.1,5.15,2.298750840956374e-06
5.15,5.2,2.0936285225143176e-06
5.2,5.25,1.9272751570754123e-06
5.25,5.3,1.831019576831238e-06
5.3,5.35,1.7092803796948133e-06
5.35,5.4,1.69260212701078e-06
5.4,5.45,1.6334875798781225e-06
5.45,5.5,1.62343944046011e-06
5.5,5.55,1.5966824436558583e-06
5.55,5.6,1.5891136254355303e-06
5.6,5.65,1.5395377193416202e-06
5.65,5.7,1.5686188486417408e-06
5.7,5.75,1.5046674006180758e-06
5.75,5.8,1.5450874491250057e-06
5.8,5.85,1.5502826783450218e-06
5.85,5.9,1.5222755280546925e-06
5.9,5.95,1.5333070082400513e-06
5.95,6.0,1.54293630789538e-06
6.0,6.05,1.5840645648761787e-06
6.05,6.1,1.5732379217082788e-06
6.1,6.15,1.589293991697937e-06
6.15,6.2,1.5733264051732968e-06
6.2,6.25,1.5811872560658517e-06
6.25,6.3,1.625014984675839e-06
6.3,6.35,1.585706679561827e-06
6.35,6.4,1.5489620151765948e-06
6.4,6.45,1.5637198856467245e-06
6.45,6.5,1.5394628109803663e-06
6.5,6.55,1.4682362963353587e-06
6.55,6.6,1.4041589301141726e-06
6.6,6.65,1.3884441436488292e-06
6.65,6.7,1.3754939127914629e-06
6.7,6.75,1.337609098683714e-06
6.75,6.8,1.3098122102347943e-06
6.8,6.85,1.2951580927420696e-06
