E_min_MeV,E_max_MeV,N
0.0,0.05,0.0
0.05,0.1,0.0
0.1,0.15,0.0
0.15,0.2,0.0
0.2,0.25,0.0
0.25,0.3,0.0
0.3,0.35,0.0
0.35,0.4,0.0
0.4,0.45,0.0
0.45,0.5,0.0
0.5,0.55,0.0
0.55,0.6,0.0
0.6,0.65,0.0
0.65,0.7,0.0
0.7,0.75,0.0069196213739221
0.75,0.8,0.0083455979116081
0.8,0.85,0.010882378054265
0.85,0.9,0.0121326308839637
0.9,0.95,0.0141700622718169
0.95,1.0,0.0147960258862454
1.0,1.05,0.0171218853921619
1.05,1.1,0.0184734797976126
1.1,1.15,0.0195769602951142
1.15,1.2,0.0194763669802678
1.2,1.25,0.0200507491042051
1.25,1.3,0.020284669575917
1.3,1.35,0.0216801291231475
1.35,1.4,0.0207424009117797
1.4,1.45,0.0206404375003436
1.45,1.5,0.0205272193040466
1.5,1.55,0.01932460085181
1.55,1.6,0.0190312472953093
1.6,1.65,0.0183609260687604
1.65,1.7,0.0170669786243254
1.7,1.75,0.0164622044650935
1.75,1.8,0.0161278391546678
1.8,1.85,0.0150245835764561
1.85,1.9,0.014426057175278
1.9,1.95,0.0136618475808198
1.95,2.0,0.0128790152571795
2.0,2.05,0.0117183361671813
2.05,2.1,0.0112018700253712
2.1,2.15,0.0103253624926259
2.15,2.2,0.0096659138351511
2.2,2.25,0.0091124425899042
2.25,2.3,0.0084864782404454
2.3,2.35,0.0074446564996604
2.35,2.4,0.0073971000354165
2.4,2.45,0.0067939194220035
2.45,2.5,0.0064635541467928
2.5,2.55,0.0058457927361432
2.55,2.6,0.0052937129033665
2.6,2.65,0.0050951433492678
2.65,2.7,0.0045255628111523
2.7,2.75,0.0041707779898313
2.75,2.8,0.0037893321473192
2.8,2.85,0.0037349612166147
2.85,2.9,0.0032814037506471
2.9,2.95,0.0030787349322349
2.95,3.0,0.0026113331694507
3.0,3.05,0.0027096017670284
3.05,3.1,0.0024210663345326
3.1,3.15,0.0023785576912809
3.15,3.2,0.0020957437351016
3.2,3.25,0.0020298379729693
3.25,3.3,0.001753656011964
3.3,3.35,0.0016987334409748
3.35,3.4,0.0014660042697176
3.4,3.45,0.0013900293266938
3.45,3.5,0.0013078296871938
3.5,3.55,0.0012424848451044
3.55,3.6,0.0010326351475974
3.6,3.65,0.0010415512496127
3.65,3.7,0.00099592286188
3.7,3.75,0.0009986804201515
3.75,3.8,0.0007628604462337
3.8,3.85,0.000757774311784
3.85,3.9,0.0008044652777799
3.9,3.95,0.0007902460236013
3.95,4.0,0.0007576170152872
4.0,4.05,0.0007259694103208
4.05,4.1,0.0008119454979885
4.1,4.15,0.0007058493783575
4.15,4.2,0.0006804884880539
4.2,4.25,0.0006391569499831
4.25,4.3,0.000669763889779
4.3,4.35,0.0006597847960459
4.35,4.4,0.0007728746836058
4.4,4.45,0.0007617919877277
4.45,4.5,0.0008358754220008
4.5,4.55,0.0009685707283937
4.55,4.6,0.0012470248519971
4.6,4.65,0.0013514795569571
4.65,4.7,0.00165011118271
4.7,4.75,0.001938710562847
4.75,4.8,0.0021074724307867
4.8,4.85,0.0024059107435551
4.85,4.9,0.0025371818367482
4.9,4.95,0.0025125757766841
4.95,5.0,0.002555128705515
5.0,5.05,0.0024366706615445
5.05,5.1,0.0026742539732941
5.1,5.15,0.0027091403517203
5.15,5.2,0.002520273565879
5.2,5.25,0.0026567437125607
5.25,5.3,0.002764787111371
5.3,5.35,0.0028392583660373
5.35,5.4,0.0028922231836646
5.4,5.45,0.0031721128215596
5.45,5.5,0.0035531213210079
5.5,5.55,0.0037805885936807
5.55,5.6,0.004012695010466
5.6,5.65,0.0041990211638705
5.65,5.7,0.0048649990960266
5.7,5.75,0.005085503058591
5.75,5.8,0.0058298543378331
5.8,5.85,0.0065882439619067
5.85,5.9,0.0068100217320837
5.9,5.95,0.0072949058244476
5.95,6.0,0.0077647482555397
6.0,6.05,0.008818807516776
6.05,6.1,0.0092193527556581
6.1,6.15,0.010002231386211
6.15,6.2,0.0107958693911627
6.2,6.25,0.0112269117746807
6.25,6.3,0.0117820463936306
6.3,6.35,0.0119449195658471
6.35,6.4,0.012655417551833
6.4,6.45,0.0126718616510303
6.45,6.5,0.0123507283571319
6.5,6.55,0.0125700114342695
6.55,6.6,0.0125269195444278
6.6,6.65,0.0124261468821737
6.65,6.7,0.0114442124749395
6.7,6.75,0.010614305866971
6.75,6.8,0.0098293471005014
6.8,6.85,0.0090366786005935
6.85,6.9,0.0084086392604305
6.9,6.95,0.0080397297282107
6.95,7.0,0.0075125439036413
7.0,7.05,0.0070660842583379
7.05,7.1,0.0067852938407376
7.1,7.15,0.0064178565743275
7.15,7.2,0.0065070282524214
7.2,7.25,0.0059811099877064
7.25,7.3,0.0057503563942974
7.3,7.35,0.0054335509591543
7.35,7.4,0.0051836461497348
