E_min_MeV,E_max_MeV,N
6.8,6.85,1.2452512900747154e-06
6.85,6.9,1.2613293861627057e-06
6.9,6.95,1.2700050618922172e-06
6.95,7.0,1.2386833891512107e-06
7.0,7.05,1.233704063650674e-06
7.05,7.1,1.2091747323565357e-06
7.1,7.15,1.244269912782573e-06
7.15,7.2,1.252777020070226e-06
7.2,7.25,1.19698855047697e-06
7.25,7.3,1.2138285798414965e-06
7.3,7.35,1.2303372262962155e-06
7.35,7.4,1.2656219866651158e-06
7.4,7.45,1.274699849134105e-06
7.45,7.5,1.2593354050951417e-06
7.5,7.55,1.2846002263881091e-06
7.55,7.6,1.3033560982641937e-06
7.6,7.65,1.3278576655148653e-06
7.65,7.7,1.3597356651222154e-06
7.7,7.75,1.3970964314224829e-06
7.75,7.8,1.4140568696083417e-06
7.8,7.85,1.4336857279377806e-06
7.85,7.9,1.4187604193231094e-06
7.9,7.95,1.4058600267027157e-06
7.95,8.0,1.4162922529440154e-06
8.0,8.05,1.3776917183538376e-06
8.05,8.1,1.3828965468273228e-06
8.1,8.15,1.2905555642727174e-06
8.15,8.2,1.2681207003487943e-06
8.2,8.25,1.2049007286800031e-06
8.25,8.3,1.178841361435047e-06
8.3,8.35,1.1227525538631929e-06
8.35,8.4,1.075562488036012e-06
8.4,8.45,1.0364647492370238e-06
8.45,8.5,1.0039370616382428e-06
8.5,8.55,9.873527846495234e-07
8.55,8.6,9.272200210227069e-07
8.6,8.65,9.492284298497499e-07
8.65,8.7,9.265113630775152e-07
8.7,8.75,9.070385955962634e-07
8.75,8.8,8.792443346317242e-07
8.8,8.85,8.851082710617357e-07
8.85,8.9,8.683243190286865e-07
8.9,8.95,9.164255268147968e-07
8.95,9.0,8.481532328204244e-07
9.0,9.05,8.719494609215191e-07
9.05,9.1,8.716942674566987e-07
9.1,9.15,8.692249950332852e-07
9.15,9.2,8.623543128317591e-07
9.2,9.25,8.503090447338567e-07
9.25,9.3,8.307592168756334e-07
9.3,9.35,8.102992265918826e-07
9.35,9.4,8.318920160664591e-07
9.4,9.45,7.94824304023914e-07
9.45,9.5,7.920160397677763e-07
9.5,9.55,7.866853261292618e-07
9.55,9.6,7.450176150212637e-07
9.6,9.65,7.138119362431764e-07
9.65,9.7,7.306524947621615e-07
9.7,9.75,7.128573733971077e-07
9.75,9.8,6.633565805609735e-07
9.8,9.85,6.523769971868505e-07
9.85,9.9,6.498554648120227e-07
9.9,9.95,6.300254175615456e-07
9.95,10.0,6.191046623502113e-07
10.0,10.05,5.964976408074835e-07
10.05,10.1,6.051513789254438e-07
10.1,10.15,5.58021409571764e-07
10.15,10.2,5.374431435426681e-07
10.2,10.25,5.440826487083533e-07
10.25,10.3,5.344541092222737e-07
10.3,10.35,5.278142501013474e-07
10.35,10.4,5.147204950812841e-07
10.4,10.45,5.108260505799991e-07
10.45,10.5,4.924764812237789e-07
10.5,10.55,4.882532946964899e-07
10.55,10.6,4.689238851494038e-07
10.6,10.65,4.6497298800540973e-07
10.65,10.7,4.44818373473483e-07
10.7,10.75,4.3469002074352796e-07
10.75,10.8,4.3656754935459997e-07
10.8,10.85,4.394024113163857e-07
10.85,10.9,4.102425511551526e-07
10.9,10.95,3.9603661854215604e-07
10.95,11.0,3.887551862156765e-07
11.0,11.05,3.8265629857441437e-07
11.05,11.1,3.762298476249789e-07
11.1,11.15,3.669462546918724e-07
11.15,11.2,3.516232786491051e-07
11.2,11.25,3.4728108388907123e-07
11.25,11.3,3.1961964468792636e-07
11.3,11.35,3.3256507253736277e-07
11.35,11.4,3.1798444844586177e-07
11.4,11.45,3.293827939890992e-07
11.45,11.5,3.212782682438514e-07
11.5,11.55,2.883140558696811e-07
11.55,11.6,2.8542017635233985e-07
11.6,11.65,2.8600332615970265e-07
11.65,11.7,2.8569052462723865e-07
11.7,11.75,2.7037471658082776e-07
11.75,11.8,2.702370984937574e-07
11.8,11.85,2.483313765653887e-07
11.85,11.9,2.4001118575788564e-07
11.9,11.95,2.3747649996008046e-07
11.95,12.0,2.225841334949711e-07
