radius_km,radius_fraction,mass_density_g_cm3,electron_fraction,electron_density_mol_cm3,neutron_density_mol_cm3,depth_km
1802.9930000000002,0.28300000000000003,11.78473021361412,0.467,5.5034690097577945,6.281261203856325,4568.007
1809.3640000000003,0.28400000000000003,11.780083036606218,0.467,5.501298778095104,6.278784258511113,4561.6359999999995
1815.7350000000001,0.28500000000000003,11.775417964285332,0.467,5.49912018932125,6.276297774964081,4555.264999999999
1822.1060000000002,0.28600000000000003,11.770734980773069,0.467,5.4969332360210235,6.273801744752045,4548.894
1828.4770000000003,0.28700000000000003,11.766034070135232,0.467,5.4947379107531535,6.271296159382078,4542.523
1834.8480000000002,0.28800000000000003,11.761315216381806,0.467,5.492534206050304,6.268781010331502,4536.152
1841.2189999999998,0.289,11.756578403466968,0.467,5.490322114419074,6.266256289047893,4529.781000000001
1847.59,0.29,11.751823615289078,0.467,5.48810162834,6.2637219869490774,4523.41
1853.9609999999998,0.291,11.747050835690692,0.467,5.485872740267554,6.261178095423138,4517.039000000001
1860.3319999999999,0.292,11.74226004845855,0.467,5.483635442630144,6.258624605828406,4510.668
1866.703,0.293,11.737451237323583,0.467,5.481389727830114,6.256061509493469,4504.2970000000005
1873.0739999999998,0.294,11.732624385960907,0.467,5.479135588243744,6.2534887977171625,4497.9259999999995
1879.445,0.295,11.727779477989829,0.467,5.4768730162212504,6.250906461768578,4491.555
1885.8159999999998,0.296,11.722916496973841,0.467,5.474602004086784,6.248314492887056,4485.183999999999
1892.187,0.297,11.718035426420629,0.467,5.472322544138434,6.245712882282194,4478.813
1898.558,0.298,11.713136249782064,0.467,5.470034628648224,6.243101621133839,4472.442
1904.9289999999999,0.299,11.708218950454206,0.467,5.467738249862115,6.240480700592091,4466.071000000001
1911.3,0.3,11.703283511777302,0.467,5.4654334,6.237850111777301,4459.7
1917.6709999999998,0.301,11.69832991703579,0.467,5.463120071255714,6.2352098457800755,4453.329000000001
1924.042,0.302,11.693358149458293,0.467,5.460798255797023,6.232559893661269,4446.958
1930.413,0.303,11.68836819221763,0.467,5.4584679457656335,6.229900246451996,4440.587
1936.7839999999999,0.304,11.683360028430801,0.467,5.456129133277185,6.227230895153616,4434.215999999999
1943.155,0.305,11.678333641158993,0.467,5.45378181042125,6.2245518307377425,4427.845
1949.526,0.306,11.673289013407587,0.467,5.451425969261344,6.221863044146243,4421.473999999999
1955.897,0.307,11.668226128126154,0.467,5.449061601834914,6.219164526291239,4415.103
1962.268,0.308,11.663144968208446,0.467,5.446688700153344,6.216456268055101,4408.732
1968.639,0.309,11.658045516492406,0.467,5.444307256201954,6.213738260290452,4402.361000000001
1975.01,0.31,11.65292775576017,0.467,5.44191726194,6.21101049382017,4395.99
1981.381,0.311,11.647791668738058,0.467,5.439518709300674,6.208272959437385,4389.619000000001
1987.752,0.312,11.642637238096581,0.467,5.437111590191104,6.205525647905477,4383.248
1994.123,0.313,11.637464446450435,0.467,5.434695896492354,6.202768549958081,4376.877
