radius,electron_density_mol_cm3,neutron_density_mol_cm3
0.116492,59.74340898391457,16.041700844615804
0.117185,59.43742687833301,15.89079698319422
0.117882,59.13165031980479,15.73824924555285
0.118583,58.82609229603855,15.58879306732517
0.119288,58.51807079392043,15.439349425174129
0.119997,58.20898145032647,15.290294173830972
0.120711,57.89885829788176,15.141640616512646
0.121429,57.589061352993966,14.993747133831375
0.122151,57.27564650043374,14.845590983133278
0.122879,56.96262570608968,14.700505455578591
0.123612,56.64870679225793,14.55357736099336
0.12435,56.33262641951693,14.409045685049932
0.125094,56.01444019285339,14.262396647490917
0.125843,55.69548626145068,14.11849092384827
0.126598,55.37579828915584,13.97507781176816
0.127358,55.0541421654142,13.831850403137722
0.128126,54.73057363028225,13.688829969548337
0.128899,54.40514849327549,13.546037557434346
0.12968,54.07792261758543,13.40349398337274
0.130467,53.748951904371765,13.263389684363617
0.131261,53.41829227713519,13.121393335966133
0.132063,53.085999666177095,12.979706768743055
0.132873,52.75212999315202,12.840483524329358
0.13369,52.41553222959188,12.69917122134055
0.134516,52.07628558567893,12.560053772574634
0.13535,51.73566073597923,12.421311925938651
0.136194,51.39253022834875,12.28268141864271
0.137046,51.04579828925424,12.143910469424751
0.137908,50.69790345166324,12.005589057437575
0.13878,50.34658293992729,11.8671883365663
0.139663,49.993092222736216,11.729014821704167
0.140556,49.63751142123579,11.591095067852764
0.14146,49.27765129385691,11.454933433806248
0.142375,48.91476822163822,11.316810663968084
0.143303,48.55008560432375,11.179038121280144
0.144243,48.18146489234178,11.0411324069632
0.145196,47.809037446007366,10.905087828337244
0.146163,47.43293519088219,10.768968709126767
0.147143,47.05437399531805,10.631140079810647
0.148138,46.67131095537637,10.495009751536102
0.149149,46.28390569232599,10.358692085136424
0.150175,45.89231860608783,10.222237378520944
0.151218,45.49671076580054,10.083832421568433
0.152279,45.09724380076613,9.9472676816944
0.153358,44.69305068450678,9.810487850638737
0.154456,44.28330233292089,9.673327686865065
0.155574,43.86922882188205,9.536073115581118
0.156714,43.449021469701165,9.396563008427153
0.157876,43.02392224489435,9.25867055414139
0.159061,42.59219282955289,9.120239305994644
0.160272,42.15411733099945,8.981351867890936
0.161509,41.709981767053854,8.842090058753897
0.162774,41.25912372078694,8.702334454603985
0.16407,40.79998467844716,8.561780450473904
0.165397,40.33387982704672,8.420730109686033
0.166758,39.859330521252,8.277254617669328
0.168156,39.37494861172752,8.134404192633113
0.169593,38.88212570527512,7.9908338410597395
0.171072,38.37867704045927,7.846125043097658
0.172596,37.86430589358852,7.700252668795514
0.174169,37.33876935690784,7.551658180628195
0.175795,36.80018483545034,7.403112425703654
0.177478,36.24849668400528,7.253081009852877
0.179223,35.68206664212383,7.099801570303796
0.181037,35.10023305013026,6.946174597206223
0.182894,34.51119518865794,6.792362481707805
0.184743,33.93204232144628,6.643144347299923
0.186585,33.36107219300826,6.498089159917974
0.188419,32.799709705763206,6.357380690471125
0.190247,32.247050668833545,6.220749959415613
0.192067,31.70370366587734,6.086903949985285
0.19388,31.16807641767177,5.958109947219668
0.195687,30.641498476513835,5.8331954696671175
0.197488,30.12312333777607,5.710659224850708
0.199282,29.612835901052147,5.591695513164872
0.20107,29.110522460500523,5.476202927132682
0.202852,28.61672960856802,5.363011611858298
0.204629,28.13001734812561,5.253009490744418
0.206399,27.651583071495637,5.14634594232799
0.208164,27.18066012200726,5.042804753196442
0.209924,26.71714207916604,4.941178834128472
0.211679,26.26092382894107,4.841436071165674
0.213428,25.811901551084077,4.744624271384794
0.215173,25.36997270651729,4.650657775102907
0.216913,24.93503602479065,4.558409676537714
0.218648,24.50755579243822,4.467954268455991
0.220379,24.086849551301217,4.380164813853838
0.222105,23.672820224134355,4.294962431577304
0.223827,23.265371944001167,4.211295753097815
0.225545,22.86441004222348,4.1291395310989145
0.227258,22.46984103640156,4.049410431025102
0.228968,22.082081071358203,3.971201699325967
