Neutrino fluxes and correlations no zero point (photospheric) - SF3 MB22 Phot
   pp        pep       hep       7Be       8B        13N       15O       17F    
5.950e+10 1.422e+08 7.934e+03 4.875e+09 5.074e+06 3.102e+08 2.304e+08 4.699e+06   Flux
6.408e-03 1.312e-02 3.047e-01 8.128e-02 1.456e-01 1.509e-01 1.795e-01 1.686e-01  Fract.Err

--------------------------------------------------------------------------------

  +1.0000   +0.7935   +0.0156   -0.9666   -0.8847   -0.5390   -0.5872   -0.5795     pp
  +0.7935   +1.0000   +0.0319   -0.7624   -0.7280   -0.4385   -0.4758   -0.4647    pep
  +0.0156   +0.0319   +1.0000   -0.0156   -0.0368   -0.0347   -0.0379   -0.0460    hep
  -0.9666   -0.7624   -0.0156   +1.0000   +0.8978   +0.3877   +0.4511   +0.5589    7Be
  -0.8847   -0.7280   -0.0368   +0.8978   +1.0000   +0.4906   +0.5621   +0.6811     8B
  -0.5390   -0.4385   -0.0347   +0.3877   +0.4906   +1.0000   +0.9844   +0.4595    13N
  -0.5872   -0.4758   -0.0379   +0.4511   +0.5621   +0.9844   +1.0000   +0.5147    15O
  -0.5795   -0.4647   -0.0460   +0.5589   +0.6811   +0.4595   +0.5147   +1.0000    17F
