 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   1.000e-02     1.05952e-04     8.99625e-04     8.84260e+00     7.19151e+00     1.73579e+01     2.17241e+00     5.05247e+07     1.59121e-05      2.01336e-01      3.15963e-01      8.40154e-02      9.70228e-01      2.36994e+00      1.50631e+00      2.03023e+00      2.21150e+00     2.00098e+00     3.49666e-01     6.30627e-01     8.41666e-06     1.15906e-05     3.23822e-06     5.38350e-03     1.14378e-07     7.42935e-03     5.04187e-04     1.90154e-05     2.39605e-03     3.76867e-05     7.23993e-04     6.10550e-05     9.18626e-04     6.69345e-06     3.89664e-04     5.30046e-06     1.03948e-04     4.63608e-06     7.89887e-05     4.44067e-08     3.50501e-06     3.32448e-07     2.40231e-05     1.52949e-05     1.48775e-03     4.41588e-06     8.57525e-05
   1.050e-02     1.22598e-04     1.04055e-03     8.86379e+00     7.19143e+00     1.73577e+01     2.17208e+00     5.05271e+07     1.75298e-05      2.21827e-01      3.47949e-01      9.26748e-02      1.06673e+00      2.59971e+00      1.65249e+00      2.22725e+00      2.42582e+00     2.00074e+00     3.49967e-01     6.30325e-01     8.44045e-06     1.15858e-05     3.23690e-06     5.38360e-03     1.14385e-07     7.43167e-03     5.02049e-04     1.90159e-05     2.39612e-03     3.76878e-05     7.24014e-04     6.10567e-05     9.18652e-04     6.69364e-06     3.89675e-04     5.30061e-06     1.03951e-04     4.63621e-06     7.89910e-05     4.44079e-08     3.50511e-06     3.32457e-07     2.40238e-05     1.52953e-05     1.48780e-03     4.41601e-06     8.57550e-05
   1.100e-02     1.40890e-04     1.19530e-03     8.88399e+00     7.19132e+00     1.73573e+01     2.17173e+00     5.05295e+07     1.92232e-05      2.43281e-01      3.81405e-01      1.01763e-01      1.16733e+00      2.83804e+00      1.80415e+00      2.43167e+00      2.64812e+00     2.00050e+00     3.50283e-01     6.30010e-01     8.46544e-06     1.15798e-05     3.23525e-06     5.38325e-03     1.14383e-07     7.43346e-03     4.99775e-04     1.90148e-05     2.39599e-03     3.76857e-05     7.23974e-04     6.10533e-05     9.18601e-04     6.69327e-06     3.89653e-04     5.30032e-06     1.03945e-04     4.63595e-06     7.89866e-05     4.44054e-08     3.50492e-06     3.32438e-07     2.40224e-05     1.52945e-05     1.48771e-03     4.41576e-06     8.57502e-05
   1.150e-02     1.60907e-04     1.36454e-03     8.90330e+00     7.19122e+00     1.73570e+01     2.17136e+00     5.05321e+07     2.09928e-05      2.65705e-01      4.16337e-01      1.11285e-01      1.27199e+00      3.08474e+00      1.96118e+00      2.64331e+00      2.87820e+00     2.00024e+00     3.50614e-01     6.29680e-01     8.49163e-06     1.15742e-05     3.23372e-06     5.38323e-03     1.14387e-07     7.43577e-03     4.97437e-04     1.90149e-05     2.39600e-03     3.76858e-05     7.23977e-04     6.10535e-05     9.18605e-04     6.69329e-06     3.89654e-04     5.30034e-06     1.03946e-04     4.63597e-06     7.89869e-05     4.44056e-08     3.50493e-06     3.32440e-07     2.40225e-05     1.52945e-05     1.48772e-03     4.41578e-06     8.57505e-05
   1.200e-02     1.82725e-04     1.54885e-03     8.92178e+00     7.19111e+00     1.73567e+01     2.17098e+00     5.05349e+07     2.28380e-05      2.89090e-01      4.52724e-01      1.21242e-01      1.38061e+00      3.33939e+00      2.12331e+00      2.86184e+00      3.11569e+00     1.99997e+00     3.50959e-01     6.29336e-01     8.51902e-06     1.15678e-05     3.23197e-06     5.38293e-03     1.14388e-07     7.43781e-03     4.94982e-04     1.90140e-05     2.39589e-03     3.76841e-05     7.23944e-04     6.10507e-05     9.18562e-04     6.69299e-06     3.89637e-04     5.30009e-06     1.03941e-04     4.63575e-06     7.89833e-05     4.44036e-08     3.50477e-06     3.32425e-07     2.40214e-05     1.52938e-05     1.48764e-03     4.41557e-06     8.57466e-05
   1.250e-02     2.06416e-04     1.74883e-03     8.93951e+00     7.19100e+00     1.73563e+01     2.17058e+00     5.05377e+07     2.47579e-05      3.13428e-01      4.90551e-01      1.31631e-01      1.49308e+00      3.60158e+00      2.29029e+00      3.08690e+00      3.36021e+00     1.99969e+00     3.51317e-01     6.28977e-01     8.54761e-06     1.15618e-05     3.23031e-06     5.38292e-03     1.14393e-07     7.44033e-03     4.92463e-04     1.90142e-05     2.39591e-03     3.76843e-05     7.23950e-04     6.10511e-05     9.18568e-04     6.69303e-06     3.89639e-04     5.30013e-06     1.03941e-04     4.63578e-06     7.89837e-05     4.44038e-08     3.50479e-06     3.32427e-07     2.40216e-05     1.52939e-05     1.48765e-03     4.41560e-06     8.57471e-05
   1.300e-02     2.32057e-04     1.96511e-03     8.95655e+00     7.19088e+00     1.73560e+01     2.17017e+00     5.05406e+07     2.67537e-05      3.38732e-01      5.29832e-01      1.42463e-01      1.60941e+00      3.87114e+00      2.46203e+00      3.31837e+00      3.61160e+00     1.99940e+00     3.51691e-01     6.28604e-01     8.57742e-06     1.15555e-05     3.22857e-06     5.38286e-03     1.14398e-07     7.44288e-03     4.89851e-04     1.90142e-05     2.39591e-03     3.76843e-05     7.23949e-04     6.10511e-05     9.18567e-04     6.69302e-06     3.89639e-04     5.30012e-06     1.03941e-04     4.63578e-06     7.89837e-05     4.44038e-08     3.50479e-06     3.32426e-07     2.40216e-05     1.52939e-05     1.48764e-03     4.41560e-06     8.57470e-05
   1.350e-02     2.59719e-04     2.19821e-03     8.97293e+00     7.19076e+00     1.73556e+01     2.16974e+00     5.05436e+07     2.88216e-05      3.64954e-01      5.70488e-01      1.53721e-01      1.72930e+00      4.14722e+00      2.63797e+00      3.55552e+00      3.86905e+00     1.99909e+00     3.52078e-01     6.28217e-01     8.60843e-06     1.15485e-05     3.22664e-06     5.38262e-03     1.14399e-07     7.44524e-03     4.87134e-04     1.90134e-05     2.39582e-03     3.76829e-05     7.23923e-04     6.10488e-05     9.18534e-04     6.69278e-06     3.89624e-04     5.29993e-06     1.03937e-04     4.63561e-06     7.89808e-05     4.44022e-08     3.50466e-06     3.32414e-07     2.40207e-05     1.52933e-05     1.48759e-03     4.41544e-06     8.57439e-05
   1.400e-02     2.89480e-04     2.44880e-03     8.98873e+00     7.19064e+00     1.73551e+01     2.16929e+00     5.05467e+07     3.09644e-05      3.92133e-01      6.12573e-01      1.65424e-01      1.85286e+00      4.42991e+00      2.81821e+00      3.79844e+00      4.13266e+00     1.99877e+00     3.52479e-01     6.27816e-01     8.64068e-06     1.15419e-05     3.22482e-06     5.38264e-03     1.14406e-07     7.44807e-03     4.84357e-04     1.90137e-05     2.39586e-03     3.76834e-05     7.23933e-04     6.10497e-05     9.18546e-04     6.69287e-06     3.89630e-04     5.30000e-06     1.03939e-04     4.63567e-06     7.89819e-05     4.44028e-08     3.50471e-06     3.32419e-07     2.40210e-05     1.52935e-05     1.48760e-03     4.41550e-06     8.57451e-05
   1.450e-02     3.21411e-04     2.71741e-03     9.00397e+00     7.19051e+00     1.73548e+01     2.16883e+00     5.05500e+07     3.31803e-05      4.20243e-01      6.56040e-01      1.77566e-01      1.97989e+00      4.71857e+00      3.00234e+00      4.04660e+00      4.40184e+00     1.99845e+00     3.52894e-01     6.27401e-01     8.67416e-06     1.15350e-05     3.22293e-06     5.38267e-03     1.14413e-07     7.45098e-03     4.81495e-04     1.90140e-05     2.39590e-03     3.76840e-05     7.23945e-04     6.10506e-05     9.18560e-04     6.69297e-06     3.89636e-04     5.30008e-06     1.03941e-04     4.63574e-06     7.89831e-05     4.44035e-08     3.50476e-06     3.32424e-07     2.40214e-05     1.52938e-05     1.48762e-03     4.41556e-06     8.57464e-05
