radius,temperature_MK,density_log_10,shell_mass_solar,be7_mass_fraction,pp fraction,8B fraction,13N fraction,15O fraction,17F fraction,7Be fraction,pep fraction,hep fraction
0.07335,14.13,1.904,0.0004823,6.508e-12,0.00268,0.003436,0.003316,0.003773,0.003649,0.004607,0.003391,0.001678
0.07374,14.116,1.903,0.0004857,6.437e-12,0.002692,0.003375,0.00327,0.00372,0.003592,0.004581,0.003399,0.001691
0.07412,14.102,1.902,0.0004891,6.366e-12,0.002704,0.003314,0.003223,0.003667,0.003535,0.004554,0.003407,0.001703
0.07451,14.088,1.901,0.0004926,6.296e-12,0.002716,0.003253,0.003177,0.003615,0.003478,0.004527,0.003415,0.001716
0.0749,14.074,1.9,0.000496,6.226e-12,0.002727,0.003194,0.003131,0.003563,0.003423,0.004499,0.003423,0.001729
0.07528,14.06,1.899,0.0004994,6.157e-12,0.002739,0.003134,0.003086,0.003511,0.003367,0.004472,0.00343,0.001742
0.07567,14.046,1.898,0.0005029,6.088e-12,0.00275,0.003076,0.003041,0.00346,0.003312,0.004444,0.003437,0.001754
0.07605,14.031,1.897,0.0005063,6.019e-12,0.002761,0.003018,0.002996,0.003409,0.003258,0.004416,0.003444,0.001767
0.07644,14.017,1.896,0.0005098,5.952e-12,0.002772,0.002961,0.002952,0.003358,0.003204,0.004387,0.003451,0.00178
0.07682,14.003,1.895,0.0005132,5.884e-12,0.002783,0.002905,0.002908,0.003308,0.003151,0.004359,0.003457,0.001792
0.07721,13.989,1.893,0.0005167,5.817e-12,0.002794,0.002849,0.002864,0.003258,0.003098,0.00433,0.003464,0.001805
0.07759,13.974,1.892,0.0005202,5.751e-12,0.002804,0.002794,0.002821,0.003209,0.003046,0.004301,0.00347,0.001817
0.07798,13.96,1.891,0.0005236,5.685e-12,0.002815,0.00274,0.002778,0.00316,0.002994,0.004272,0.003475,0.00183
0.07836,13.946,1.89,0.0005271,5.619e-12,0.002825,0.002686,0.002735,0.003112,0.002943,0.004243,0.003481,0.001842
0.07875,13.931,1.889,0.0005306,5.554e-12,0.002835,0.002633,0.002693,0.003064,0.002893,0.004214,0.003486,0.001855
0.07913,13.917,1.888,0.0005341,5.49e-12,0.002846,0.002581,0.002651,0.003016,0.002843,0.004184,0.003492,0.001867
0.07952,13.903,1.887,0.0005376,5.426e-12,0.002856,0.002529,0.00261,0.002969,0.002793,0.004154,0.003496,0.00188
0.0799,13.888,1.886,0.0005411,5.362e-12,0.002865,0.002479,0.002569,0.002923,0.002744,0.004125,0.003501,0.001892
0.08029,13.874,1.885,0.0005446,5.299e-12,0.002875,0.002429,0.002528,0.002877,0.002696,0.004095,0.003506,0.001905
0.08067,13.859,1.884,0.0005482,5.236e-12,0.002885,0.002379,0.002488,0.002831,0.002648,0.004065,0.00351,0.001917
0.08106,13.845,1.883,0.0005517,5.174e-12,0.002894,0.002331,0.002448,0.002786,0.002601,0.004035,0.003514,0.001929
0.08144,13.83,1.882,0.0005553,5.112e-12,0.002903,0.002283,0.002409,0.002741,0.002554,0.004004,0.003518,0.001942
0.08183,13.816,1.881,0.0005588,5.051e-12,0.002913,0.002235,0.00237,0.002696,0.002508,0.003974,0.003522,0.001954
0.08221,13.801,1.88,0.0005624,4.99e-12,0.002922,0.002189,0.002331,0.002653,0.002463,0.003944,0.003525,0.001966
0.08259,13.787,1.879,0.000566,4.93e-12,0.002931,0.002143,0.002293,0.002609,0.002418,0.003913,0.003529,0.001978
0.08298,13.772,1.878,0.0005696,4.871e-12,0.002939,0.002098,0.002255,0.002566,0.002374,0.003883,0.003532,0.001991
0.08336,13.757,1.877,0.0005732,4.811e-12,0.002948,0.002053,0.002218,0.002524,0.00233,0.003852,0.003535,0.002003
0.08375,13.743,1.876,0.0005768,4.752e-12,0.002957,0.002009,0.002181,0.002482,0.002287,0.003822,0.003537,0.002015
0.08413,13.728,1.875,0.0005804,4.694e-12,0.002965,0.001966,0.002145,0.00244,0.002244,0.003791,0.00354,0.002027
0.08452,13.713,1.874,0.000584,4.636e-12,0.002974,0.001924,0.002109,0.002399,0.002202,0.00376,0.003542,0.002039
0.0849,13.699,1.873,0.0005877,4.579e-12,0.002982,0.001882,0.002073,0.002359,0.00216,0.00373,0.003544,0.002051
0.08529,13.684,1.872,0.0005913,4.522e-12,0.00299,0.001841,0.002038,0.002319,0.002119,0.003699,0.003546,0.002063
0.08568,13.669,1.871,0.000595,4.466e-12,0.002998,0.001801,0.002003,0.002279,0.002079,0.003668,0.003548,0.002076
0.08606,13.654,1.869,0.0005987,4.41e-12,0.003006,0.001761,0.001968,0.00224,0.002039,0.003638,0.00355,0.002088
0.08645,13.639,1.868,0.0006024,4.355e-12,0.003013,0.001722,0.001934,0.002201,0.002,0.003607,0.003551,0.0021
0.08683,13.625,1.867,0.0006061,4.3e-12,0.003021,0.001684,0.001901,0.002163,0.001961,0.003576,0.003552,0.002112
0.08722,13.61,1.866,0.0006099,4.245e-12,0.003028,0.001646,0.001867,0.002125,0.001923,0.003545,0.003553,0.002123
0.0876,13.595,1.865,0.0006136,4.191e-12,0.003036,0.001609,0.001835,0.002088,0.001885,0.003515,0.003554,0.002135
0.08799,13.58,1.864,0.0006174,4.138e-12,0.003043,0.001572,0.001802,0.002051,0.001848,0.003484,0.003555,0.002147
0.08838,13.565,1.863,0.0006211,4.085e-12,0.00305,0.001537,0.00177,0.002015,0.001812,0.003453,0.003555,0.002159
0.08876,13.55,1.862,0.0006249,4.032e-12,0.003057,0.001502,0.001739,0.001979,0.001776,0.003423,0.003556,0.002171
0.08915,13.535,1.861,0.0006287,3.98e-12,0.003064,0.001467,0.001708,0.001944,0.00174,0.003392,0.003556,0.002183
0.08954,13.52,1.86,0.0006326,3.928e-12,0.003071,0.001433,0.001677,0.001909,0.001705,0.003362,0.003556,0.002195
0.08993,13.505,1.859,0.0006364,3.877e-12,0.003078,0.0014,0.001647,0.001874,0.001671,0.003331,0.003556,0.002207
0.09031,13.49,1.857,0.0006403,3.826e-12,0.003084,0.001367,0.001617,0.00184,0.001637,0.003301,0.003555,0.002218
0.0907,13.475,1.856,0.0006441,3.776e-12,0.003091,0.001335,0.001587,0.001807,0.001604,0.003271,0.003555,0.00223
0.09109,13.46,1.855,0.000648,3.726e-12,0.003097,0.001304,0.001558,0.001774,0.001571,0.00324,0.003554,0.002242
0.09148,13.445,1.854,0.000652,3.677e-12,0.003103,0.001273,0.00153,0.001741,0.001539,0.00321,0.003553,0.002253
0.09187,13.429,1.853,0.0006559,3.628e-12,0.00311,0.001242,0.001501,0.001709,0.001507,0.00318,0.003552,0.002265
0.09226,13.414,1.852,0.0006598,3.58e-12,0.003116,0.001213,0.001473,0.001677,0.001476,0.00315,0.003551,0.002277
0.09264,13.399,1.851,0.0006638,3.532e-12,0.003121,0.001183,0.001446,0.001646,0.001445,0.00312,0.00355,0.002288
0.09303,13.384,1.85,0.0006678,3.484e-12,0.003127,0.001155,0.001419,0.001615,0.001415,0.00309,0.003548,0.0023
0.09342,13.369,1.848,0.0006718,3.437e-12,0.003133,0.001127,0.001392,0.001584,0.001385,0.00306,0.003547,0.002312
0.09381,13.353,1.847,0.0006758,3.391e-12,0.003138,0.001099,0.001365,0.001554,0.001356,0.00303,0.003545,0.002323
0.09421,13.338,1.846,0.0006799,3.345e-12,0.003144,0.001072,0.001339,0.001525,0.001327,0.003001,0.003543,0.002335
0.0946,13.323,1.845,0.000684,3.299e-12,0.003149,0.001046,0.001314,0.001495,0.001299,0.002971,0.003541,0.002346
0.09499,13.307,1.844,0.0006881,3.254e-12,0.003155,0.00102,0.001288,0.001467,0.001271,0.002942,0.003539,0.002358
0.09538,13.292,1.843,0.0006922,3.209e-12,0.00316,0.0009944,0.001264,0.001438,0.001243,0.002912,0.003536,0.002369
0.09577,13.276,1.842,0.0006963,3.165e-12,0.003165,0.0009696,0.001239,0.00141,0.001216,0.002883,0.003534,0.002381
0.09616,13.261,1.84,0.0007005,3.121e-12,0.00317,0.0009452,0.001215,0.001383,0.00119,0.002854,0.003531,0.002392
0.09656,13.245,1.839,0.0007047,3.077e-12,0.003174,0.0009213,0.001191,0.001356,0.001164,0.002825,0.003528,0.002404
0.09695,13.23,1.838,0.0007089,3.034e-12,0.003179,0.0008979,0.001167,0.001329,0.001138,0.002796,0.003525,0.002415
0.09735,13.214,1.837,0.0007131,2.991e-12,0.003184,0.000875,0.001144,0.001303,0.001113,0.002767,0.003522,0.002426
0.09774,13.199,1.836,0.0007174,2.949e-12,0.003188,0.0008526,0.001122,0.001277,0.001089,0.002739,0.003519,0.002438
0.09813,13.183,1.835,0.0007217,2.907e-12,0.003193,0.0008306,0.001099,0.001252,0.001064,0.00271,0.003515,0.002449
0.09853,13.168,1.833,0.000726,2.866e-12,0.003197,0.0008091,0.001077,0.001226,0.001041,0.002682,0.003512,0.00246
0.09893,13.152,1.832,0.0007303,2.825e-12,0.003201,0.0007881,0.001055,0.001202,0.001017,0.002653,0.003508,0.002472
0.09932,13.136,1.831,0.0007347,2.785e-12,0.003205,0.0007675,0.001034,0.001177,0.0009942,0.002625,0.003504,0.002483
0.09972,13.121,1.83,0.0007391,2.745e-12,0.003209,0.0007474,0.001013,0.001154,0.0009717,0.002597,0.0035,0.002494
0.10012,13.105,1.829,0.0007435,2.705e-12,0.003213,0.0007276,0.0009923,0.00113,0.0009495,0.002569,0.003496,0.002505
0.10052,13.089,1.828,0.000748,2.666e-12,0.003217,0.0007084,0.0009719,0.001107,0.0009278,0.002542,0.003491,0.002517
0.10091,13.073,1.826,0.0007524,2.627e-12,0.00322,0.0006895,0.0009518,0.001084,0.0009065,0.002514,0.003487,0.002528
0.10131,13.058,1.825,0.0007569,2.588e-12,0.003224,0.0006711,0.0009321,0.001062,0.0008855,0.002486,0.003482,0.002539
0.10171,13.042,1.824,0.0007615,2.55e-12,0.003227,0.000653,0.0009126,0.001039,0.000865,0.002459,0.003478,0.00255
0.10211,13.026,1.823,0.0007661,2.513e-12,0.003231,0.0006354,0.0008935,0.001018,0.0008448,0.002432,0.003473,0.002561
0.10251,13.01,1.822,0.0007706,2.476e-12,0.003234,0.0006181,0.0008747,0.0009963,0.000825,0.002405,0.003468,0.002572
0.10292,12.994,1.82,0.0007753,2.439e-12,0.003237,0.0006013,0.0008562,0.0009753,0.0008056,0.002378,0.003463,0.002583
0.10332,12.978,1.819,0.0007799,2.402e-12,0.00324,0.0005848,0.0008381,0.0009546,0.0007866,0.002351,0.003457,0.002594
0.10372,12.962,1.818,0.0007846,2.366e-12,0.003243,0.0005687,0.0008202,0.0009343,0.0007679,0.002325,0.003452,0.002605
0.10413,12.946,1.817,0.0007894,2.331e-12,0.003246,0.000553,0.0008026,0.0009143,0.0007495,0.002298,0.003446,0.002616
0.10453,12.93,1.815,0.0007941,2.296e-12,0.003248,0.0005376,0.0007853,0.0008947,0.0007316,0.002272,0.003441,0.002627
0.10493,12.914,1.814,0.0007989,2.261e-12,0.003251,0.0005226,0.0007683,0.0008753,0.000714,0.002246,0.003435,0.002638
0.10534,12.898,1.813,0.0008037,2.226e-12,0.003253,0.000508,0.0007516,0.0008563,0.0006967,0.00222,0.003429,0.002649
0.10575,12.881,1.812,0.0008086,2.192e-12,0.003256,0.0004936,0.0007352,0.0008377,0.0006797,0.002194,0.003423,0.00266
0.10615,12.865,1.81,0.0008135,2.158e-12,0.003258,0.0004797,0.000719,0.0008193,0.0006631,0.002168,0.003417,0.002671
0.10656,12.849,1.809,0.0008184,2.125e-12,0.00326,0.000466,0.0007032,0.0008013,0.0006469,0.002143,0.00341,0.002682
0.10697,12.833,1.808,0.0008234,2.092e-12,0.003262,0.0004527,0.0006876,0.0007836,0.0006309,0.002117,0.003404,0.002693
0.10738,12.816,1.807,0.0008284,2.06e-12,0.003264,0.0004397,0.0006723,0.0007661,0.0006153,0.002092,0.003397,0.002704
0.10779,12.8,1.805,0.0008334,2.027e-12,0.003266,0.000427,0.0006572,0.000749,0.0006,0.002067,0.00339,0.002715
0.1082,12.784,1.804,0.0008385,1.996e-12,0.003268,0.0004146,0.0006424,0.0007322,0.0005849,0.002042,0.003384,0.002725
0.10861,12.767,1.803,0.0008436,1.964e-12,0.003269,0.0004025,0.0006279,0.0007157,0.0005702,0.002017,0.003377,0.002736
0.10903,12.751,1.802,0.0008488,1.933e-12,0.003271,0.0003907,0.0006137,0.0006995,0.0005558,0.001993,0.003369,0.002747
0.10944,12.734,1.8,0.000854,1.902e-12,0.003272,0.0003792,0.0005997,0.0006836,0.0005417,0.001968,0.003362,0.002758
0.10986,12.718,1.799,0.0008592,1.872e-12,0.003274,0.000368,0.0005859,0.000668,0.0005279,0.001944,0.003355,0.002768
0.11027,12.701,1.798,0.0008645,1.842e-12,0.003275,0.0003571,0.0005724,0.0006526,0.0005144,0.00192,0.003347,0.002779
0.11069,12.684,1.796,0.0008698,1.812e-12,0.003276,0.0003464,0.0005592,0.0006375,0.0005012,0.001896,0.00334,0.00279
0.1111,12.668,1.795,0.0008751,1.783e-12,0.003277,0.000336,0.0005461,0.0006227,0.0004882,0.001873,0.003332,0.0028
0.11152,12.651,1.794,0.0008806,1.754e-12,0.003278,0.0003259,0.0005334,0.0006082,0.0004755,0.001849,0.003324,0.002811
0.11194,12.634,1.792,0.000886,1.725e-12,0.003279,0.000316,0.0005208,0.000594,0.0004631,0.001826,0.003316,0.002821
0.11236,12.618,1.791,0.0008915,1.697e-12,0.003279,0.0003064,0.0005085,0.00058,0.0004509,0.001802,0.003308,0.002832
0.11278,12.601,1.79,0.000897,1.669e-12,0.00328,0.000297,0.0004964,0.0005663,0.0004391,0.001779,0.0033,0.002842
0.1132,12.584,1.788,0.0009026,1.641e-12,0.00328,0.0002879,0.0004846,0.0005528,0.0004274,0.001756,0.003291,0.002853
0.11363,12.567,1.787,0.0009082,1.614e-12,0.003281,0.000279,0.000473,0.0005396,0.000416,0.001734,0.003283,0.002863
0.11405,12.55,1.786,0.0009139,1.587e-12,0.003281,0.0002703,0.0004616,0.0005266,0.0004049,0.001711,0.003274,0.002874
0.11448,12.533,1.784,0.0009196,1.561e-12,0.003281,0.0002619,0.0004504,0.0005139,0.000394,0.001689,0.003266,0.002884
0.1149,12.516,1.783,0.0009254,1.534e-12,0.003281,0.0002537,0.0004394,0.0005014,0.0003834,0.001666,0.003257,0.002895
0.11533,12.499,1.782,0.0009312,1.508e-12,0.003281,0.0002457,0.0004287,0.0004892,0.0003729,0.001644,0.003248,0.002905
0.11576,12.482,1.78,0.0009371,1.483e-12,0.003281,0.0002379,0.0004181,0.0004772,0.0003628,0.001623,0.003239,0.002915
0.11619,12.465,1.779,0.000943,1.458e-12,0.00328,0.0002303,0.0004078,0.0004655,0.0003528,0.001601,0.00323,0.002926
0.11662,12.448,1.778,0.000949,1.433e-12,0.00328,0.0002229,0.0003976,0.0004539,0.0003431,0.001579,0.00322,0.002936
0.11705,12.43,1.776,0.000955,1.408e-12,0.003279,0.0002158,0.0003877,0.0004426,0.0003336,0.001558,0.003211,0.002946
0.11749,12.413,1.775,0.0009611,1.383e-12,0.003279,0.0002088,0.000378,0.0004316,0.0003243,0.001537,0.003201,0.002956
0.11792,12.396,1.773,0.0009672,1.359e-12,0.003278,0.000202,0.0003684,0.0004207,0.0003152,0.001516,0.003191,0.002967
0.11835,12.379,1.772,0.0009734,1.336e-12,0.003277,0.0001954,0.0003591,0.0004101,0.0003063,0.001495,0.003182,0.002977
0.11879,12.361,1.771,0.0009796,1.312e-12,0.003276,0.000189,0.0003499,0.0003997,0.0002977,0.001474,0.003172,0.002987
0.11923,12.344,1.769,0.0009859,1.289e-12,0.003275,0.0001828,0.0003409,0.0003895,0.0002892,0.001454,0.003162,0.002997
0.11967,12.326,1.768,0.0009923,1.266e-12,0.003274,0.0001767,0.0003321,0.0003795,0.0002809,0.001433,0.003152,0.003007
0.12011,12.309,1.766,0.0009987,1.244e-12,0.003273,0.0001708,0.0003235,0.0003697,0.0002729,0.001413,0.003141,0.003017
0.12055,12.291,1.765,0.001005,1.222e-12,0.003271,0.0001651,0.0003151,0.0003601,0.000265,0.001393,0.003131,0.003027
0.12099,12.273,1.763,0.001012,1.2e-12,0.00327,0.0001595,0.0003068,0.0003507,0.0002573,0.001373,0.00312,0.003037
0.12144,12.256,1.762,0.001018,1.178e-12,0.003268,0.0001541,0.0002987,0.0003415,0.0002498,0.001354,0.00311,0.003047
0.12188,12.238,1.76,0.001025,1.157e-12,0.003266,0.0001489,0.0002908,0.0003325,0.0002424,0.001334,0.003099,0.003057
0.12233,12.22,1.759,0.001032,1.136e-12,0.003264,0.0001438,0.000283,0.0003237,0.0002353,0.001315,0.003088,0.003067
0.12278,12.202,1.758,0.001038,1.115e-12,0.003262,0.0001388,0.0002755,0.0003151,0.0002283,0.001296,0.003077,0.003077
0.12323,12.185,1.756,0.001045,1.094e-12,0.00326,0.000134,0.000268,0.0003066,0.0002215,0.001277,0.003066,0.003087
0.12368,12.167,1.755,0.001052,1.074e-12,0.003258,0.0001294,0.0002608,0.0002983,0.0002149,0.001258,0.003055,0.003096
0.12414,12.149,1.753,0.001059,1.054e-12,0.003256,0.0001248,0.0002537,0.0002903,0.0002084,0.001239,0.003043,0.003106
0.12459,12.131,1.752,0.001066,1.034e-12,0.003253,0.0001205,0.0002467,0.0002824,0.0002021,0.001221,0.003032,0.003116
0.12505,12.113,1.75,0.001073,1.015e-12,0.00325,0.0001162,0.0002399,0.0002746,0.0001959,0.001203,0.00302,0.003125
0.1255,12.094,1.749,0.00108,9.959e-13,0.003248,0.0001121,0.0002333,0.0002671,0.0001899,0.001185,0.003009,0.003135
0.12596,12.076,1.747,0.001088,9.771e-13,0.003245,0.0001081,0.0002268,0.0002597,0.0001841,0.001167,0.002997,0.003145
0.12642,12.058,1.746,0.001095,9.585e-13,0.003242,0.0001042,0.0002205,0.0002524,0.0001784,0.001149,0.002985,0.003154
0.12689,12.04,1.744,0.001102,9.401e-13,0.003239,0.0001004,0.0002144,0.0002454,0.0001728,0.001131,0.002973,0.003164
0.12735,12.021,1.742,0.00111,9.22e-13,0.003236,9.676e-05,0.0002084,0.0002384,0.0001674,0.001114,0.002961,0.003173
0.12782,12.003,1.741,0.001117,9.042e-13,0.003232,9.323e-05,0.0002025,0.0002317,0.0001621,0.001096,0.002949,0.003182
0.12828,11.984,1.739,0.001125,8.867e-13,0.003229,8.98e-05,0.0001969,0.0002251,0.000157,0.001079,0.002936,0.003192
0.12875,11.966,1.738,0.001133,8.694e-13,0.003225,8.648e-05,0.0001914,0.0002186,0.000152,0.001062,0.002924,0.003201
0.12922,11.947,1.736,0.00114,8.523e-13,0.003221,8.327e-05,0.0001861,0.0002123,0.0001471,0.001046,0.002911,0.00321
0.1297,11.929,1.735,0.001148,8.355e-13,0.003217,8.015e-05,0.000181,0.0002062,0.0001423,0.001029,0.002898,0.003219
0.13017,11.91,1.733,0.001156,8.189e-13,0.003213,7.714e-05,0.0001762,0.0002001,0.0001377,0.001012,0.002885,0.003228
0.13065,11.891,1.731,0.001164,8.026e-13,0.003209,7.422e-05,0.0001715,0.0001943,0.0001332,0.0009961,0.002873,0.003238
0.13112,11.872,1.73,0.001172,7.865e-13,0.003205,7.14e-05,0.0001672,0.0001885,0.0001289,0.00098,0.002859,0.003247
0.1316,11.854,1.728,0.00118,7.707e-13,0.003201,6.867e-05,0.0001631,0.0001829,0.0001246,0.000964,0.002846,0.003256
0.13209,11.835,1.726,0.001188,7.551e-13,0.003196,6.603e-05,0.0001593,0.0001774,0.0001205,0.0009482,0.002833,0.003264
0.13257,11.816,1.725,0.001197,7.397e-13,0.003191,6.347e-05,0.0001559,0.0001721,0.0001164,0.0009325,0.00282,0.003273
0.13305,11.797,1.723,0.001205,7.246e-13,0.003187,6.1e-05,0.0001529,0.0001669,0.0001125,0.000917,0.002806,0.003282
0.13354,11.778,1.722,0.001214,7.097e-13,0.003182,5.861e-05,0.0001504,0.0001618,0.0001087,0.0009017,0.002792,0.003291
0.13403,11.758,1.72,0.001222,6.95e-13,0.003177,5.63e-05,0.0001484,0.0001568,0.000105,0.0008865,0.002779,0.003299
0.13452,11.739,1.718,0.001231,6.805e-13,0.003171,5.407e-05,0.000147,0.000152,0.0001014,0.0008715,0.002765,0.003308
0.13502,11.72,1.716,0.00124,6.663e-13,0.003166,5.192e-05,0.0001462,0.0001473,9.793e-05,0.0008567,0.002751,0.003317
0.13551,11.7,1.715,0.001248,6.523e-13,0.00316,4.983e-05,0.0001462,0.0001426,9.453e-05,0.000842,0.002736,0.003325
0.13601,11.681,1.713,0.001257,6.385e-13,0.003155,4.782e-05,0.0001471,0.0001381,9.124e-05,0.0008274,0.002722,0.003333
0.13651,11.661,1.711,0.001266,6.249e-13,0.003149,4.588e-05,0.000149,0.0001337,8.803e-05,0.000813,0.002708,0.003342
0.13701,11.642,1.71,0.001276,6.116e-13,0.003143,4.4e-05,0.0001519,0.0001295,8.492e-05,0.0007988,0.002693,0.00335
0.13752,11.622,1.708,0.001285,5.984e-13,0.003137,4.219e-05,0.0001561,0.0001253,8.19e-05,0.0007847,0.002679,0.003358
0.13802,11.603,1.706,0.001294,5.855e-13,0.00313,4.045e-05,0.0001616,0.0001212,7.897e-05,0.0007708,0.002664,0.003366
0.13853,11.583,1.704,0.001303,5.728e-13,0.003124,3.876e-05,0.0001685,0.0001172,7.613e-05,0.000757,0.002649,0.003374
0.13904,11.563,1.703,0.001313,5.602e-13,0.003117,3.714e-05,0.0001772,0.0001133,7.337e-05,0.0007434,0.002634,0.003382
0.13956,11.543,1.701,0.001323,5.479e-13,0.003111,3.557e-05,0.0001876,0.0001095,7.069e-05,0.0007299,0.002619,0.00339
0.14007,11.523,1.699,0.001332,5.358e-13,0.003104,3.406e-05,0.0001999,0.0001058,6.809e-05,0.0007166,0.002604,0.003397
0.14059,11.503,1.697,0.001342,5.239e-13,0.003096,3.261e-05,0.0002143,0.0001022,6.557e-05,0.0007035,0.002588,0.003405
0.14111,11.483,1.695,0.001352,5.122e-13,0.003089,3.121e-05,0.000231,9.87e-05,6.313e-05,0.0006905,0.002573,0.003412
0.14163,11.463,1.694,0.001362,5.007e-13,0.003082,2.985e-05,0.0002502,9.527e-05,6.077e-05,0.0006776,0.002557,0.00342
0.14216,11.442,1.692,0.001372,4.893e-13,0.003074,2.855e-05,0.0002718,9.191e-05,5.847e-05,0.0006649,0.002542,0.003427
0.14269,11.422,1.69,0.001382,4.782e-13,0.003066,2.73e-05,0.0002961,8.863e-05,5.625e-05,0.0006523,0.002526,0.003434
0.14322,11.402,1.688,0.001393,4.673e-13,0.003058,2.61e-05,0.0003233,8.543e-05,5.41e-05,0.0006399,0.00251,0.003441
0.14375,11.381,1.686,0.001403,4.565e-13,0.00305,2.494e-05,0.0003533,8.231e-05,5.202e-05,0.0006276,0.002494,0.003448
0.14428,11.36,1.684,0.001413,4.459e-13,0.003042,2.382e-05,0.0003863,7.926e-05,5e-05,0.0006155,0.002477,0.003455
0.14482,11.34,1.682,0.001424,4.355e-13,0.003033,2.275e-05,0.0004224,7.628e-05,4.804e-05,0.0006035,0.002461,0.003461
0.14536,11.319,1.68,0.001435,4.253e-13,0.003024,2.172e-05,0.0004615,7.337e-05,4.615e-05,0.0005917,0.002445,0.003468
0.14591,11.298,1.678,0.001446,4.153e-13,0.003016,2.072e-05,0.0005038,7.053e-05,4.433e-05,0.00058,0.002428,0.003474
0.14645,11.277,1.677,0.001457,4.055e-13,0.003006,1.977e-05,0.0005491,6.776e-05,4.256e-05,0.0005685,0.002411,0.00348
0.147,11.256,1.675,0.001468,3.958e-13,0.002997,1.886e-05,0.0005975,6.505e-05,4.085e-05,0.0005571,0.002394,0.003486
0.14755,11.235,1.673,0.001479,3.863e-13,0.002988,1.798e-05,0.0006487,6.241e-05,3.92e-05,0.0005459,0.002378,0.003492
0.14811,11.214,1.671,0.00149,3.77e-13,0.002978,1.713e-05,0.0007028,5.983e-05,3.76e-05,0.0005347,0.00236,0.003498
0.14867,11.193,1.669,0.001501,3.678e-13,0.002968,1.632e-05,0.0007596,5.732e-05,3.605e-05,0.0005238,0.002343,0.003504
0.14923,11.172,1.667,0.001513,3.588e-13,0.002958,1.555e-05,0.0008188,5.486e-05,3.456e-05,0.000513,0.002326,0.003509
0.14979,11.15,1.665,0.001525,3.5e-13,0.002948,1.48e-05,0.0008803,5.247e-05,3.312e-05,0.0005023,0.002308,0.003514
0.15036,11.129,1.663,0.001536,3.413e-13,0.002938,1.409e-05,0.0009438,5.014e-05,3.173e-05,0.0004917,0.002291,0.00352
0.15093,11.107,1.661,0.001548,3.328e-13,0.002927,1.34e-05,0.001009,4.787e-05,3.039e-05,0.0004813,0.002273,0.003525
0.1515,11.086,1.658,0.00156,3.245e-13,0.002916,1.275e-05,0.001076,4.566e-05,2.91e-05,0.0004711,0.002256,0.003529
0.15207,11.064,1.656,0.001572,3.163e-13,0.002905,1.212e-05,0.001143,4.351e-05,2.785e-05,0.000461,0.002238,0.003534
0.15265,11.042,1.654,0.001585,3.083e-13,0.002894,1.152e-05,0.001212,4.142e-05,2.665e-05,0.000451,0.00222,0.003539
0.15323,11.02,1.652,0.001597,3.004e-13,0.002883,1.094e-05,0.00128,3.939e-05,2.549e-05,0.0004412,0.002202,0.003543
0.15382,10.998,1.65,0.00161,2.927e-13,0.002871,1.039e-05,0.001349,3.742e-05,2.437e-05,0.0004315,0.002183,0.003547
0.15441,10.976,1.648,0.001622,2.851e-13,0.002859,9.863e-06,0.001418,3.551e-05,2.329e-05,0.0004219,0.002165,0.003551
0.155,10.954,1.646,0.001635,2.777e-13,0.002847,9.359e-06,0.001485,3.366e-05,2.226e-05,0.0004125,0.002147,0.003555
0.15559,10.932,1.644,0.001648,2.704e-13,0.002835,8.877e-06,0.001551,3.187e-05,2.126e-05,0.0004032,0.002128,0.003559
0.15619,10.909,1.641,0.001661,2.633e-13,0.002823,8.416e-06,0.001616,3.014e-05,2.03e-05,0.0003941,0.00211,0.003562
0.1568,10.887,1.639,0.001674,2.563e-13,0.002811,7.977e-06,0.001679,2.847e-05,1.937e-05,0.0003851,0.002091,0.003566
0.1574,10.865,1.637,0.001688,2.494e-13,0.002798,7.557e-06,0.001739,2.686e-05,1.848e-05,0.0003762,0.002072,0.003569
0.15801,10.842,1.635,0.001701,2.427e-13,0.002785,7.156e-06,0.001797,2.531e-05,1.763e-05,0.0003675,0.002054,0.003572
0.15862,10.819,1.632,0.001715,2.362e-13,0.002772,6.774e-06,0.001852,2.382e-05,1.681e-05,0.0003588,0.002035,0.003575
0.15924,10.796,1.63,0.001729,2.297e-13,0.002759,6.41e-06,0.001903,2.239e-05,1.602e-05,0.0003504,0.002016,0.003577
0.15986,10.773,1.628,0.001743,2.234e-13,0.002745,6.062e-06,0.001951,2.102e-05,1.526e-05,0.000342,0.001997,0.00358
0.16048,10.75,1.625,0.001757,2.172e-13,0.002732,5.731e-06,0.001995,1.971e-05,1.453e-05,0.0003338,0.001978,0.003582
0.16111,10.727,1.623,0.001772,2.112e-13,0.002718,5.415e-06,0.002034,1.846e-05,1.383e-05,0.0003258,0.001958,0.003584
0.16174,10.704,1.621,0.001786,2.053e-13,0.002704,5.115e-06,0.00207,1.726e-05,1.316e-05,0.0003178,0.001939,0.003586
0.16238,10.681,1.618,0.001801,1.995e-13,0.00269,4.829e-06,0.002101,1.612e-05,1.252e-05,0.00031,0.00192,0.003587
0.16302,10.657,1.616,0.001816,1.938e-13,0.002675,4.557e-06,0.002128,1.504e-05,1.19e-05,0.0003023,0.0019,0.003589
0.16366,10.634,1.614,0.001831,1.883e-13,0.002661,4.298e-06,0.00215,1.401e-05,1.131e-05,0.0002947,0.001881,0.00359
