radius,temperature_MK,density_log_10,shell_mass_solar,be7_mass_fraction,pp fraction,8B fraction,13N fraction,15O fraction,17F fraction,7Be fraction,pep fraction,hep fraction
0.00881,15.689,2.01,3.371e-06,1.728e-11,2.091e-05,0.0002588,0.0002082,0.0002369,0.000244,0.0001044,3.29e-05,8.557e-06
0.00894,15.688,2.01,3.526e-06,1.727e-11,2.187e-05,0.0002704,0.0002176,0.0002475,0.0002549,0.0001092,3.441e-05,8.953e-06
0.00908,15.687,2.01,3.688e-06,1.726e-11,2.288e-05,0.0002825,0.0002273,0.0002586,0.0002663,0.0001142,3.599e-05,9.368e-06
0.00922,15.687,2.01,3.858e-06,1.726e-11,2.393e-05,0.0002951,0.0002374,0.0002701,0.0002783,0.0001193,3.764e-05,9.801e-06
0.00936,15.686,2.01,4.034e-06,1.725e-11,2.503e-05,0.0003083,0.000248,0.0002822,0.0002907,0.0001247,3.936e-05,1.025e-05
0.0095,15.685,2.01,4.219e-06,1.724e-11,2.618e-05,0.0003221,0.000259,0.0002947,0.0003036,0.0001304,4.116e-05,1.073e-05
0.00964,15.684,2.01,4.412e-06,1.724e-11,2.738e-05,0.0003364,0.0002705,0.0003078,0.0003171,0.0001363,4.304e-05,1.122e-05
0.00979,15.683,2.01,4.614e-06,1.723e-11,2.863e-05,0.0003513,0.0002825,0.0003214,0.0003312,0.0001424,4.5e-05,1.174e-05
0.00994,15.682,2.01,4.824e-06,1.722e-11,2.994e-05,0.0003669,0.000295,0.0003356,0.0003458,0.0001488,4.705e-05,1.228e-05
0.01009,15.681,2.01,5.044e-06,1.721e-11,3.13e-05,0.0003831,0.000308,0.0003504,0.0003611,0.0001555,4.919e-05,1.285e-05
0.01025,15.68,2.01,5.273e-06,1.721e-11,3.273e-05,0.0004,0.0003215,0.0003658,0.000377,0.0001625,5.142e-05,1.344e-05
0.0104,15.678,2.01,5.513e-06,1.72e-11,3.422e-05,0.0004176,0.0003357,0.0003819,0.0003936,0.0001698,5.376e-05,1.406e-05
0.01056,15.677,2.009,5.763e-06,1.719e-11,3.578e-05,0.000436,0.0003503,0.0003986,0.0004109,0.0001774,5.619e-05,1.47e-05
0.01072,15.676,2.009,6.025e-06,1.718e-11,3.74e-05,0.000455,0.0003656,0.000416,0.0004289,0.0001853,5.873e-05,1.538e-05
0.01088,15.675,2.009,6.297e-06,1.717e-11,3.91e-05,0.0004749,0.0003816,0.0004341,0.0004476,0.0001935,6.139e-05,1.608e-05
0.01105,15.673,2.009,6.582e-06,1.716e-11,4.087e-05,0.0004956,0.0003981,0.000453,0.000467,0.0002021,6.415e-05,1.682e-05
0.01122,15.672,2.009,6.879e-06,1.715e-11,4.271e-05,0.0005171,0.0004154,0.0004726,0.0004873,0.0002111,6.704e-05,1.758e-05
0.01139,15.671,2.009,7.188e-06,1.714e-11,4.464e-05,0.0005395,0.0004333,0.000493,0.0005084,0.0002204,7.005e-05,1.839e-05
0.01156,15.669,2.009,7.512e-06,1.713e-11,4.665e-05,0.0005628,0.0004519,0.0005142,0.0005303,0.0002301,7.32e-05,1.922e-05
0.01173,15.668,2.009,7.849e-06,1.712e-11,4.875e-05,0.0005871,0.0004713,0.0005362,0.0005531,0.0002403,7.647e-05,2.01e-05
0.01191,15.667,2.009,8.2e-06,1.711e-11,5.094e-05,0.0006123,0.0004915,0.0005591,0.0005768,0.0002508,7.989e-05,2.101e-05
0.01209,15.665,2.009,8.567e-06,1.71e-11,5.322e-05,0.0006385,0.0005124,0.000583,0.0006015,0.0002618,8.345e-05,2.196e-05
